PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
ACOL01000059:9412-10227 ; contig54:9412-10227(+); OK
ACOL01000161:c(6641-7456) ; contig53:6641-7456(-); OK
ACOL01000255:c(4117-4932) ; contig52:4117-4932(-); OK
ACOL01000266:4453-5268 ; ND ; ND
ACOL01000381:452-1267 ; contig50:650-1267(+); error - start (452/650)
ACOL01000030:17211-18023 ; contig54:17211-18023(+); OK
ACOL01000101:2413-3225 ; ND ; ND
ACOL01000184:6428-7240 ; ND ; ND
ACOL01000309:756-1568 ; ND ; ND
ACOL01000002:c(6621-7430) ; ND ; ND
ACOL01000085:c(10707-11516) ; contig53:10707-11516(-); OK
ACOL01000014:1956-2762 ; ND ; ND
ACOL01000029:7395-8201 ; contig54:7395-8201(+); OK
ACOL01000044:c(11836-12642) ; ND ; ND
ACOL01000055:6372-7178 ; contig54:6372-7178(+); OK
ACOL01000064:6833-7639 ; contig54:6833-7639(+); OK
ACOL01000760:477-1283 ; contig47:513-1283(+); error - start (477/513)
ACOL01000002:c(10070-10873) ; contig54:10070-10873(-); OK
ACOL01000003:c(25583-26386) ; contig54:25583-26386(-); OK
ACOL01000016:7750-8553 ; contig54:7855-8553(+); error - start (7750/7855)
ACOL01000148:2586-3389 ; ND ; ND
ACOL01000172:c(2883-3683) ; contig52:2883-3599(-); error - start (3683/3599)
ACOL01000002:c(39098-39895) ; contig54:39098-39895(-); OK
ACOL01000012:305-1102 ; ND ; ND
ACOL01000088:6474-7271 ; ND ; ND
ACOL01000101:7070-7867 ; ND ; ND
ACOL01000133:2407-3204 ; contig53:2407-3204(+); OK
ACOL01000277:c(26-823) ; ND ; ND
ACOL01000034:c(8618-9412) ; contig54:8618-9412(-); OK
ACOL01000047:14196-14990 ; contig54:14196-14990(+); OK
ACOL01000089:c(1317-2111) ; contig53:1317-2015(-); error - start (2111/2015)
ACOL01000023:4679-5470 ; contig54:4679-5470(+); OK
ACOL01000030:c(11462-12253) ; contig54:11462-12253(-); OK
ACOL01000032:c(15128-15919) ; contig54:15128-15919(-); OK
ACOL01000054:c(6819-7610) ; contig54:6819-7610(-); OK
ACOL01000116:c(join(5986..6774,6800..6802)) ; contig53:5986-6720(-); error (6819/5986)(7610/6720)
ACOL01000211:4417-5208 ; contig52:4417-5208(+); OK
ACOL01000109:8411-9199 ; ND ; ND
ACOL01000197:c(173-961) ; contig52:173-991(-); error - start (961/991)
ACOL01000001:c(46873-47658) ; contig54:46873-47658(-); OK
ACOL01000003:17836-18621 ; contig54:17836-18621(+); OK
ACOL01000006:10859-11644 ; ND ; ND
ACOL01000070:11659-12444 ; contig53:11659-12444(+); OK
ACOL01000015:c(24964-25746) ; ND ; ND
ACOL01000126:3501-4283 ; ND ; ND
ACOL01000016:10409-11188 ; contig54:10409-11188(+); OK
ACOL01000019:4601-5380 ; ND ; ND
ACOL01000116:6850-7629 ; contig53:6850-7629(+); OK
ACOL01000236:c(2416-3195) ; contig52:2416-3195(-); OK
ACOL01000287:1412-2191 ; contig51:1412-2191(+); OK
ACOL01000495:167-946 ; contig49:167-946(+); OK
ACOL01000044:c(1649-2425) ; contig54:1649-2125(-); error - start (2425/2125)
ACOL01000137:2280-3050 ; contig53:2280-3050(+); OK
ACOL01000334:985-1755 ; ND ; ND
ACOL01001261:c(80-850) ; contig42:80-625(-); error - start (850/625)
ACOL01000017:12133-12900 ; contig54:12133-12900(+); OK
ACOL01000022:c(12567-13334) ; ND ; ND
ACOL01000049:10346-11113 ; ND ; ND
ACOL01000085:c(9349-10116) ; ND ; ND
ACOL01001362:c(161-928) ; ND ; ND
ACOL01000086:c(6656-7420) ; contig53:6656-7420(-); OK
ACOL01000264:c(4437-5201) ; contig52:4437-5201(-); OK
ACOL01000321:3309-4073 ; ND ; ND
ACOL01000332:c(32-796) ; contig51:32-796(-); OK
ACOL01000335:2829-3593 ; ND ; ND
ACOL01000378:1315-2079 ; contig50:1315-2079(+); OK
ACOL01000492:1273-2037 ; contig49:1273-2037(+); OK
ACOL01000560:c(409-1173) ; contig49:409-1173(-); OK
ACOL01000845:c(191-955) ; contig46:191-955(-); OK
ACOL01000082:c(1290-2051) ; contig53:1290-2051(-); OK
ACOL01000111:270-1031 ; contig53:270-1031(+); OK
ACOL01000191:1730-2491 ; contig52:1730-2491(+); OK
ACOL01000505:161-922 ; contig49:161-922(+); OK
ACOL01000009:1463-2221 ; contig54:1463-2221(+); OK
ACOL01000094:c(3342-4100) ; contig53:3342-4100(-); OK
ACOL01000017:4547-5302 ; ND ; ND
ACOL01000250:496-1251 ; ND ; ND
ACOL01000001:c(4473-5225) ; ND ; ND
ACOL01000063:5957-6709 ; contig54:5957-6709(+); OK
ACOL01000348:c(20-772) ; contig51:20-772(-); OK
ACOL01000365:21-773 ; ND ; ND
ACOL01000922:c(227-979) ; contig45:227-979(-); OK
ACOL01000006:c(29859-30608) ; ND ; ND
ACOL01000067:12445-13194 ; contig53:12445-13194(+); OK
ACOL01000674:c(498-1247) ; contig47:498-1247(-); OK
ACOL01000026:12350-13096 ; contig54:12350-13096(+); OK
ACOL01000046:c(3867-4613) ; ND ; ND
ACOL01000453:1619-2365 ; contig50:2099-2365(+); error - start (1619/2099)
ACOL01000669:1011-1757 ; ND ; ND
ACOL01000006:c(11713-12456) ; contig54:11713-12456(-); OK
ACOL01000145:c(2174-2917) ; contig53:2174-2917(-); OK
ACOL01000004:c(1751-2491) ; ND ; ND
ACOL01000023:c(2005-2745) ; contig54:2005-2337(-); error - start (2745/2337)
ACOL01000029:c(18429-19169) ; contig54:18429-18722(-); error - start (19169/18722)
ACOL01000049:c(12694-13434) ; contig54:12694-12984(-); error - start (13434/12984)
ACOL01000069:c(12319-13059) ; contig53:12319-12858(-); error - start (13059/12858)
ACOL01000120:7055-7795 ; ND ; ND
ACOL01000122:c(8581-9321) ; ND ; ND
ACOL01000319:341-1081 ; contig51:341-1081(+); OK
ACOL01000002:12910-13647 ; contig54:12982-13647(+); error - start (12910/12982)
ACOL01000028:c(2624-3361) ; ND ; ND
ACOL01000055:9491-10228 ; contig54:9491-10228(+); OK
ACOL01000075:9893-10630 ; ND ; ND
ACOL01000316:c(3145-3882) ; contig51:3145-3639(-); error - start (3882/3639)
ACOL01000002:c(57956-58690) ; ND ; ND
ACOL01000023:20298-21032 ; contig54:20298-21032(+); OK
ACOL01000046:12610-13344 ; contig54:12610-13344(+); OK
ACOL01000117:8891-9625 ; contig53:8891-9625(+); OK
ACOL01000207:c(5797-6531) ; ND ; ND
ACOL01000506:c(69-803) ; ND ; ND
ACOL01000001:2426-3157 ; contig54:2426-3157(+); OK
ACOL01000086:7466-8197 ; contig53:7466-8197(+); OK
ACOL01000727:811-1542 ; ND ; ND
ACOL01000002:11074-11802 ; contig54:11074-11802(+); OK
ACOL01000023:678-1406 ; ND ; ND
ACOL01000077:605-1333 ; contig53:743-1333(+); error - start (605/743)
ACOL01000077:c(6274-7002) ; contig53:6274-6672(-); error - start (7002/6672)
ACOL01000155:c(6228-6956) ; ND ; ND
ACOL01000228:c(3232-3960) ; contig52:3232-3960(-); OK
ACOL01000279:c(2583-3311) ; contig51:2583-3311(-); OK
ACOL01000353:c(2631-3359) ; ND ; ND
ACOL01000739:594-1322 ; contig47:594-1322(+); OK
ACOL01000001:c(14574-15299) ; ND ; ND
ACOL01000154:c(3736-4461) ; contig53:3736-4344(-); error - start (4461/4344)
ACOL01000342:1100-1825 ; contig51:1100-1825(+); OK
ACOL01000600:c(944-1669) ; contig48:944-1669(-); OK
ACOL01000013:8067-8786 ; ND ; ND
ACOL01000039:4404-5123 ; ND ; ND
ACOL01000175:c(2022-2741) ; contig52:2022-2741(-); OK
ACOL01000280:1837-2556 ; contig51:1837-2556(+); OK
ACOL01000302:2506-3225 ; contig51:2506-3225(+); OK
ACOL01001430:191-911 ; ND ; ND
ACOL01000017:17847-18563 ; ND ; ND
ACOL01000147:c(3988-4704) ; contig53:3988-4587(-); error - start (4704/4587)
ACOL01000154:5522-6238 ; contig53:5522-6238(+); OK
ACOL01000442:354-1070 ; contig50:354-1070(+); OK
ACOL01000009:23473-24186 ; ND ; ND
ACOL01000013:c(18943-19656) ; ND ; ND
ACOL01000442:2180-2893 ; contig50:2180-2893(+); OK
ACOL01000001:42385-43095 ; contig54:42385-43095(+); OK
ACOL01000016:19143-19853 ; contig54:19143-19853(+); OK
ACOL01000106:705-1415 ; contig53:705-1415(+); OK
ACOL01000206:641-1351 ; contig52:641-1351(+); OK
ACOL01000558:c(1685-2395) ; contig49:1685-2395(-); OK
ACOL01001087:297-1007 ; ND ; ND
ACOL01000007:c(2646-3353) ; ND ; ND
ACOL01000042:c(5201-5908) ; contig54:5201-5908(-); OK
ACOL01000099:2345-3052 ; ND ; ND
ACOL01000137:3930-4637 ; contig53:3930-4637(+); OK
ACOL01000225:1473-2180 ; contig52:1473-2180(+); OK
ACOL01000226:3177-3884 ; ND ; ND
ACOL01000296:2794-3501 ; ND ; ND
ACOL01000502:1870-2577 ; contig49:1870-2577(+); OK
ACOL01000582:c(168-875) ; contig48:168-875(-); OK
ACOL01001063:329-1036 ; ND ; ND
ACOL01000014:c(2948-3652) ; contig54:2948-3652(-); OK
ACOL01000022:c(11022-11726) ; ND ; ND
ACOL01000118:2795-3499 ; contig53:2795-3499(+); OK
ACOL01000487:c(387-1091) ; contig49:387-1091(-); OK
ACOL01000008:c(10363-11064) ; contig54:10363-11064(-); OK
ACOL01000034:c(2387-3088) ; contig54:2387-3088(-); OK
ACOL01000051:8731-9432 ; contig54:8731-9432(+); OK
ACOL01000114:8311-9012 ; contig53:8311-9012(+); OK
ACOL01000436:c(1879-2580) ; contig50:1879-2580(-); OK
ACOL01000026:13194-13892 ; contig54:13194-13892(+); OK
ACOL01000043:c(218-916) ; contig54:218-916(-); OK
ACOL01000054:c(9419-10117) ; contig54:9419-10117(-); OK
ACOL01000147:c(968-1666) ; contig53:968-1666(-); OK
ACOL01000352:c(2546-3244) ; contig51:2546-3244(-); OK
ACOL01000017:18659-19354 ; contig54:18659-19354(+); OK
ACOL01000024:2268-2963 ; contig54:2268-2963(+); OK
ACOL01000051:c(2646-3341) ; contig54:2646-3341(-); OK
ACOL01000114:c(2327-3022) ; ND ; ND
ACOL01000152:c(7371-8066) ; ND ; ND
ACOL01000033:c(3338-4030) ; contig54:3338-4030(-); OK
ACOL01000035:c(15144-15836) ; contig54:15144-15836(-); OK
ACOL01000093:1005-1697 ; ND ; ND
ACOL01000280:c(3776-4468) ; contig51:3776-4381(-); error - start (4468/4381)
ACOL01000002:15826-16515 ; contig54:15826-16515(+); OK
ACOL01000003:c(38669-39358) ; contig54:38669-39358(-); OK
ACOL01000007:c(12154-12843) ; contig54:12154-12843(-); OK
ACOL01000010:2227-2916 ; ND ; ND
ACOL01000041:15363-16052 ; contig54:15363-16052(+); OK
ACOL01000047:5907-6596 ; ND ; ND
ACOL01000081:c(4959-5648) ; contig53:4959-5648(-); OK
ACOL01000144:c(7338-8027) ; contig53:7338-8027(-); OK
ACOL01000295:c(1755-2444) ; ND ; ND
ACOL01000709:c(43-732) ; contig47:43-732(-); OK
ACOL01000001:c(13377-14063) ; contig54:13377-14063(-); OK
ACOL01000302:1046-1732 ; contig51:1046-1732(+); OK
ACOL01000355:c(279-965) ; ND ; ND
ACOL01001939:c(23-709) ; contig35:23-709(-); OK
ACOL01000113:8009-8692 ; ND ; ND
ACOL01000138:4469-5152 ; ND ; ND
ACOL01000192:2793-3476 ; contig52:2793-3476(+); OK
ACOL01000754:876-1559 ; ND ; ND
ACOL01000769:477-1160 ; contig46:477-1160(+); OK
ACOL01000001:29623-30303 ; contig54:29623-30303(+); OK
ACOL01000036:c(11470-12150) ; ND ; ND
ACOL01000041:c(17038-17718) ; ND ; ND
ACOL01000919:c(6-686) ; contig45:6-671(-); error - start (686/671)
ACOL01000017:23709-24386 ; contig54:23805-24386(+); error - start (23709/23805)
ACOL01000020:18143-18820 ; ND ; ND
ACOL01000029:c(17106-17783) ; contig54:17106-17783(-); OK
ACOL01000497:380-1057 ; ND ; ND
ACOL01001433:c(2-679) ; contig40:2-679(-); OK
ACOL01000181:c(4852-5526) ; contig52:4852-5526(-); OK
ACOL01000434:2192-2866 ; ND ; ND
ACOL01000004:c(18821-19489) ; contig54:18821-19489(-); OK
ACOL01000013:14278-14946 ; contig54:14278-14946(+); OK
ACOL01000044:15155-15823 ; contig54:15155-15823(+); OK
ACOL01000061:c(2625-3293) ; contig54:2625-3293(-); OK
ACOL01000090:9334-10002 ; ND ; ND
ACOL01000320:2155-2823 ; ND ; ND
ACOL01000371:c(265-933) ; contig50:265-933(-); OK
ACOL01000001:17371-18036 ; ND ; ND
ACOL01000216:c(3124-3789) ; contig52:3124-3789(-); OK
ACOL01000226:5026-5691 ; ND ; ND
ACOL01000013:3365-4027 ; ND ; ND
ACOL01000013:17556-18218 ; ND ; ND
ACOL01000016:2442-3104 ; ND ; ND
ACOL01000184:c(1969-2631) ; ND ; ND
ACOL01000001:15829-16488 ; contig54:15829-16488(+); OK
ACOL01000244:864-1523 ; contig52:864-1523(+); OK
ACOL01000059:c(3119-3775) ; ND ; ND
ACOL01000066:4976-5632 ; contig54:4976-5632(+); OK
ACOL01000071:c(4327-4983) ; contig53:4327-4983(-); OK
ACOL01000118:7896-8552 ; ND ; ND
ACOL01000135:c(3500-4156) ; contig53:3500-4156(-); OK
ACOL01000029:8902-9555 ; contig54:8902-9555(+); OK
ACOL01000038:c(17225-17878) ; contig54:17225-17878(-); OK
ACOL01000109:5624-6277 ; contig53:5624-6277(+); OK
ACOL01000164:736-1389 ; contig53:736-1389(+); OK
ACOL01000269:c(2200-2853) ; ND ; ND
ACOL01000012:18671-19321 ; contig54:18671-19321(+); OK
ACOL01000013:19888-20538 ; contig54:19888-20538(+); OK
ACOL01000045:2420-3070 ; ND ; ND
ACOL01000148:c(5321-5971) ; ND ; ND
ACOL01000574:362-1012 ; ND ; ND
ACOL01000003:21881-22525 ; contig54:21881-22525(+); OK
ACOL01000031:c(9551-10195) ; contig54:9551-10195(-); OK
ACOL01000036:12856-13500 ; contig54:12856-13500(+); OK
ACOL01000055:c(10834-11478) ; ND ; ND
ACOL01000069:c(1246-1890) ; contig53:1246-1830(-); error - start (1890/1830)
ACOL01000112:c(4179-4823) ; ND ; ND
ACOL01000289:c(3639-4283) ; ND ; ND
ACOL01000407:1775-2419 ; ND ; ND
ACOL01000009:28495-29136 ; contig54:28495-29136(+); OK
ACOL01000016:c(21245-21886) ; contig54:21245-21886(-); OK
ACOL01000050:2666-3307 ; ND ; ND
ACOL01000174:351-992 ; contig52:351-992(+); OK
ACOL01000211:c(3722-4363) ; contig52:3722-4363(-); OK
ACOL01000225:4979-5620 ; contig52:4979-5620(+); OK
ACOL01000002:51997-52635 ; ND ; ND
ACOL01000039:c(14637-15275) ; contig54:14637-15275(-); OK
ACOL01000164:c(5572-6210) ; contig53:5572-6210(-); OK
ACOL01000582:1393-2031 ; contig48:1393-2031(+); OK
ACOL01000661:c(1125-1763) ; contig48:1125-1763(-); OK
ACOL01000007:10841-11476 ; contig54:10841-11476(+); OK
ACOL01000013:c(18261-18896) ; contig54:18261-18896(-); OK
ACOL01000044:c(157-792) ; contig54:157-792(-); OK
ACOL01000060:c(13449-14084) ; contig54:13449-14084(-); OK
ACOL01000066:c(5629-6264) ; ND ; ND
ACOL01000099:6362-6997 ; contig53:6362-6997(+); OK
ACOL01000148:c(4045-4680) ; ND ; ND
ACOL01000185:c(2362-2997) ; contig52:2362-2997(-); OK
ACOL01000208:3215-3850 ; ND ; ND
ACOL01000243:c(4959-5594) ; contig52:4959-5594(-); OK
ACOL01000294:2596-3231 ; ND ; ND
ACOL01000329:c(3580-4215) ; contig51:3580-4215(-); OK
ACOL01000016:5714-6346 ; ND ; ND
ACOL01000008:22841-23470 ; contig54:22841-23470(+); OK
ACOL01000025:16868-17497 ; ND ; ND
ACOL01000033:c(12313-12942) ; contig54:12313-12843(-); error - start (12942/12843)
ACOL01000091:c(6137-6766) ; contig53:6137-6766(-); OK
ACOL01000112:2962-3591 ; contig53:2962-3591(+); OK
ACOL01000163:c(4104-4733) ; ND ; ND
ACOL01000464:c(238-867) ; contig50:238-867(-); OK
ACOL01000002:43325-43951 ; contig54:43325-43951(+); OK
ACOL01000002:c(29666-30292) ; contig54:29666-30292(-); OK
ACOL01000022:17318-17944 ; contig54:17318-17944(+); OK
ACOL01000029:6724-7350 ; contig54:6724-7350(+); OK
ACOL01000043:14327-14953 ; contig54:14327-14953(+); OK
ACOL01000053:c(6651-7277) ; ND ; ND
ACOL01000061:c(765-1391) ; contig54:765-1391(-); OK
ACOL01000232:4329-4955 ; ND ; ND
ACOL01000552:1717-2343 ; contig49:1717-2343(+); OK
ACOL01000640:547-1173 ; ND ; ND
ACOL01000082:c(4457-5080) ; contig53:4457-5080(-); OK
ACOL01000192:c(4922-5545) ; ND ; ND
ACOL01000758:c(735-1358) ; contig47:735-1187(-); error - start (1358/1187)
ACOL01002034:c(5-628) ; ND ; ND
ACOL01000011:c(23765-24385) ; ND ; ND
ACOL01000054:c(6047-6667) ; ND ; ND
ACOL01000065:8019-8639 ; contig54:8379-8639(+); error - start (8019/8379)
ACOL01000085:c(2126-2746) ; ND ; ND
ACOL01000482:1795-2415 ; ND ; ND
ACOL01000709:c(1063-1683) ; contig47:1063-1683(-); OK
ACOL01000935:647-1267 ; contig45:650-1267(+); error - start (647/650)
ACOL01000021:c(14304-14921) ; contig54:14304-14921(-); OK
ACOL01000023:17251-17868 ; contig54:17251-17868(+); OK
ACOL01000031:c(354-971) ; contig54:354-971(-); OK
ACOL01000034:10200-10817 ; contig54:10200-10817(+); OK
ACOL01000077:c(7057-7674) ; contig53:7057-7674(-); OK
ACOL01000166:c(5722-6339) ; contig53:5722-6339(-); OK
ACOL01000206:c(4577-5194) ; ND ; ND
ACOL01000240:340-957 ; ND ; ND
ACOL01000351:c(427-1044) ; contig51:427-1044(-); OK
ACOL01000472:c(2167-2784) ; contig49:2167-2784(-); OK
ACOL01000002:12050-12664 ; ND ; ND
ACOL01000029:11035-11649 ; ND ; ND
ACOL01000054:10174-10788 ; contig54:10174-10788(+); OK
ACOL01000127:3860-4474 ; contig53:3860-4474(+); OK
ACOL01000692:1045-1659 ; contig47:1096-1659(+); error - start (1045/1096)
ACOL01000097:c(2433-3044) ; contig53:2433-3044(-); OK
ACOL01000010:2956-3564 ; ND ; ND
ACOL01000049:c(1252-1860) ; contig54:1252-1860(-); OK
ACOL01000053:c(11600-12208) ; ND ; ND
ACOL01000060:10772-11380 ; ND ; ND
ACOL01000095:305-913 ; contig53:305-913(+); OK
ACOL01000124:3190-3798 ; ND ; ND
ACOL01000446:1699-2307 ; contig50:1699-2307(+); OK
ACOL01000018:1036-1641 ; contig54:1036-1641(+); OK
ACOL01000019:17956-18561 ; ND ; ND
ACOL01000034:c(5886-6491) ; contig54:5886-6491(-); OK
ACOL01000488:c(173-778) ; contig49:173-778(-); OK
ACOL01000656:1034-1639 ; contig48:1034-1639(+); OK
ACOL01000004:22175-22777 ; ND ; ND
ACOL01000005:c(15233-15835) ; contig54:15233-15835(-); OK
ACOL01000012:13193-13795 ; contig54:13193-13795(+); OK
ACOL01000028:264-866 ; contig54:264-866(+); OK
ACOL01000071:3717-4319 ; contig53:3717-4319(+); OK
ACOL01000908:c(481-1083) ; contig45:481-1083(-); OK
ACOL01002406:84-687 ; contig30:84-687(+); OK
ACOL01000001:c(52607-53206) ; ND ; ND
ACOL01000019:c(10496-11095) ; contig54:10496-11095(-); OK
ACOL01000059:c(11506-12105) ; ND ; ND
ACOL01000060:c(29-628) ; ND ; ND
ACOL01000117:7126-7725 ; contig53:7126-7725(+); OK
ACOL01000334:199-798 ; ND ; ND
ACOL01000828:c(268-867) ; contig46:268-867(-); OK
ACOL01000983:493-1092 ; contig44:493-1092(+); OK
ACOL01000029:c(9990-10586) ; ND ; ND
ACOL01000118:1836-2432 ; contig53:1836-2432(+); OK
ACOL01000152:c(1793-2389) ; contig53:1793-2389(-); OK
ACOL01000193:c(4468-5064) ; contig52:4468-5064(-); OK
ACOL01000222:4762-5358 ; ND ; ND
ACOL01000342:c(2563-3159) ; contig51:2563-3159(-); OK
ACOL01000443:129-725 ; ND ; ND
ACOL01000027:15267-15860 ; ND ; ND
ACOL01000047:2470-3063 ; ND ; ND
ACOL01000056:c(8762-9355) ; contig54:8762-9355(-); OK
ACOL01000064:12841-13434 ; contig54:12841-13434(+); OK
ACOL01000069:c(11700-12293) ; contig53:11700-12293(-); OK
ACOL01000266:3471-4064 ; contig52:3471-4064(+); OK
ACOL01000382:c(2943-3536) ; contig50:2943-3536(-); OK
ACOL01000400:900-1493 ; contig50:900-1493(+); OK
ACOL01000499:c(376-969) ; ND ; ND
ACOL01000002:c(15192-15782) ; contig54:15192-15782(-); OK
ACOL01000027:c(3527-4117) ; contig54:3527-4117(-); OK
ACOL01000035:13261-13851 ; contig54:13261-13851(+); OK
ACOL01000039:c(3780-4370) ; ND ; ND
ACOL01000046:c(13349-13939) ; contig54:13349-13939(-); OK
ACOL01000167:c(4916-5506) ; contig52:4916-5506(-); OK
ACOL01000572:1412-2002 ; ND ; ND
ACOL01000715:c(60-650) ; contig47:60-650(-); OK
ACOL01000010:17586-18173 ; contig54:17586-18173(+); OK
ACOL01000030:744-1331 ; ND ; ND
ACOL01000127:c(1114-1701) ; contig53:1184-1701(-); error - end (1114/1184)
ACOL01000144:c(3183-3770) ; ND ; ND
ACOL01000294:c(1080-1667) ; contig51:1080-1667(-); OK
ACOL01000417:1601-2188 ; ND ; ND
ACOL01000436:c(692-1279) ; contig50:692-1279(-); OK
ACOL01000003:42609-43193 ; ND ; ND
ACOL01000005:7302-7886 ; contig54:7302-7886(+); OK
ACOL01000006:32029-32613 ; contig54:32041-32613(+); error - start (32029/32041)
ACOL01000095:4187-4771 ; ND ; ND
ACOL01000111:8316-8900 ; contig53:8613-8900(+); error - start (8316/8613)
ACOL01000004:20617-21198 ; contig54:20617-21198(+); OK
ACOL01000129:c(3240-3821) ; contig53:3240-3821(-); OK
ACOL01000003:c(40253-40831) ; contig54:40253-40831(-); OK
ACOL01001675:126-704 ; contig37:126-704(+); OK
ACOL01000057:c(1243-1818) ; contig54:1243-1818(-); OK
ACOL01000494:c(46-621) ; contig49:46-654(-); error - start (621/654)
ACOL01000012:10982-11554 ; contig54:10982-11554(+); OK
ACOL01000019:c(9249-9821) ; ND ; ND
ACOL01000032:4647-5219 ; contig54:4803-5219(+); error - start (4647/4803)
ACOL01000057:5255-5827 ; ND ; ND
ACOL01000115:3165-3737 ; contig53:3165-3737(+); OK
ACOL01000295:2937-3509 ; contig51:2937-3509(+); OK
ACOL01000342:c(1873-2445) ; contig51:1873-2445(-); OK
ACOL01001313:242-814 ; contig41:242-814(+); OK
ACOL01000004:1174-1743 ; contig54:1387-1743(+); error - start (1174/1387)
ACOL01000005:c(25844-26413) ; contig54:25844-26413(-); OK
ACOL01000020:17336-17905 ; contig54:17336-17905(+); OK
ACOL01000026:9392-9961 ; contig54:9392-9961(+); OK
ACOL01000054:c(3459-4028) ; ND ; ND
ACOL01000075:4852-5421 ; ND ; ND
ACOL01000104:6346-6915 ; ND ; ND
ACOL01000144:6549-7118 ; ND ; ND
ACOL01000304:3347-3916 ; contig51:3347-3916(+); OK
ACOL01000835:725-1294 ; contig46:809-1294(+); error - start (725/809)
ACOL01001217:c(335-904) ; contig42:335-904(-); OK
ACOL01000007:13193-13759 ; ND ; ND
ACOL01000018:16374-16940 ; contig54:16374-16940(+); OK
ACOL01000057:c(14760-15326) ; contig54:14760-15326(-); OK
ACOL01000119:3733-4299 ; contig53:3733-4299(+); OK
ACOL01000132:c(3795-4361) ; ND ; ND
ACOL01000193:1830-2396 ; contig52:1830-2396(+); OK
ACOL01000206:c(3425-3991) ; ND ; ND
ACOL01000243:3278-3844 ; contig52:3278-3844(+); OK
ACOL01000262:c(2458-3024) ; ND ; ND
ACOL01000321:2165-2731 ; ND ; ND
ACOL01000351:c(1839-2405) ; ND ; ND
ACOL01000600:c(171-737) ; contig48:171-737(-); OK
ACOL01000001:c(34790-35353) ; contig54:34790-35353(-); OK
ACOL01000006:c(33171-33734) ; ND ; ND
ACOL01000033:1591-2154 ; ND ; ND
ACOL01000048:c(1755-2318) ; contig54:1755-2318(-); OK
ACOL01000135:4191-4754 ; contig53:4191-4754(+); OK
ACOL01000189:c(5401-5964) ; contig52:5401-5964(-); OK
ACOL01000339:c(3472-4035) ; ND ; ND
ACOL01000346:c(321-884) ; contig51:321-884(-); OK
ACOL01001340:218-781 ; ND ; ND
ACOL01000028:c(10225-10785) ; contig54:10225-10785(-); OK
ACOL01000033:4829-5389 ; contig54:4829-5389(+); OK
ACOL01000040:c(5623-6183) ; ND ; ND
ACOL01000053:12527-13087 ; ND ; ND
ACOL01000078:c(8427-8987) ; contig53:8427-8987(-); OK
ACOL01000005:21421-21978 ; contig54:21421-21978(+); OK
ACOL01000025:965-1522 ; ND ; ND
ACOL01000033:6835-7392 ; contig54:6868-7392(+); error - start (6835/6868)
ACOL01000055:13918-14475 ; ND ; ND
ACOL01000108:7851-8408 ; ND ; ND
ACOL01000109:c(6939-7496) ; contig53:6939-7496(-); OK
ACOL01000104:c(7311-7865) ; contig53:7311-7865(-); OK
ACOL01000149:c(860-1414) ; ND ; ND
ACOL01002029:c(141-695) ; contig34:141-695(-); OK
ACOL01000032:13211-13762 ; contig54:13211-13762(+); OK
ACOL01000432:c(119-670) ; contig50:119-670(-); OK
ACOL01000692:172-723 ; ND ; ND
ACOL01000002:49622-50170 ; contig54:49622-50170(+); OK
ACOL01000041:c(374-922) ; contig54:374-922(-); OK
ACOL01000075:10677-11225 ; contig53:10677-11225(+); OK
ACOL01000095:c(952-1500) ; contig53:952-1500(-); OK
ACOL01000003:c(35571-36116) ; contig54:35571-36116(-); OK
ACOL01000012:16090-16635 ; ND ; ND
ACOL01000250:2678-3223 ; ND ; ND
ACOL01000423:1914-2459 ; contig50:1914-2459(+); OK
ACOL01000008:702-1244 ; contig54:795-1244(+); error - start (702/795)
ACOL01000079:c(1216-1758) ; contig53:1216-1758(-); OK
ACOL01000005:c(19161-19700) ; contig54:19161-19700(-); OK
ACOL01000023:c(2920-3459) ; contig54:2920-3459(-); OK
ACOL01000093:10517-11056 ; contig53:10517-11056(+); OK
ACOL01000128:7080-7619 ; contig53:7080-7619(+); OK
ACOL01000142:3865-4404 ; contig53:3865-4404(+); OK
ACOL01000228:c(2651-3190) ; contig52:2651-3190(-); OK
ACOL01000452:c(569-1108) ; contig50:569-1108(-); OK
ACOL01000008:2846-3382 ; ND ; ND
ACOL01000054:5505-6041 ; ND ; ND
ACOL01000141:c(7479-8015) ; contig53:7479-7886(-); error - start (8015/7886)
ACOL01000001:30904-31437 ; contig54:30943-31437(+); error - start (30904/30943)
ACOL01000008:c(24264-24797) ; contig54:24264-24797(-); OK
ACOL01000024:1020-1553 ; contig54:1020-1553(+); OK
ACOL01000079:c(144-677) ; ND ; ND
ACOL01000079:9054-9587 ; ND ; ND
ACOL01000112:3607-4140 ; ND ; ND
ACOL01000265:c(1556-2089) ; ND ; ND
ACOL01000067:7979-8509 ; contig53:7979-8509(+); OK
ACOL01000092:7683-8213 ; ND ; ND
ACOL01000116:c(9092-9622) ; contig53:9092-9622(-); OK
ACOL01000124:c(6495-7025) ; contig53:6495-7025(-); OK
ACOL01000131:3357-3887 ; contig53:3357-3887(+); OK
ACOL01000503:27-557 ; contig49:27-557(+); OK
ACOL01000019:969-1496 ; ND ; ND
ACOL01000296:c(3593-4120) ; contig51:3593-4120(-); OK
ACOL01000464:c(2275-2802) ; contig50:2275-2802(-); OK
