PROTEOME ; PRODIGAL ; ERROR PRODIGAL
ACOL01000008:702-1244 ; ACOL01000008BRL01_0000:702-1244(+); OK
ACOL01000079:c(1216-1758) ; ACOL01000079BRL01_0000:1216-1758(-); OK
ACOL01000005:c(19161-19700) ; ACOL01000005BRL01_0000:19161-19700(-); OK
ACOL01000023:c(2920-3459) ; ACOL01000023BRL01_0000:2920-3459(-); OK
ACOL01000093:10517-11056 ; ACOL01000093BRL01_0000:10517-11056(+); OK
ACOL01000128:7080-7619 ; ACOL01000128BRL01_0001:7080-7619(+); OK
ACOL01000142:3865-4404 ; ACOL01000142BRL01_0001:3865-4404(+); OK
ACOL01000228:c(2651-3190) ; ACOL01000228BRL01_0002:2651-3190(-); OK
ACOL01000452:c(569-1108) ; ACOL01000452BRL01_0004:569-1108(-); OK
ACOL01000008:2846-3382 ; ACOL01000008BRL01_0000:2792-3382(+); error - start (2846/2792)
ACOL01000054:5505-6041 ; ND ; ND
ACOL01000141:c(7479-8015) ; ACOL01000141BRL01_0001:7479-8015(-); OK
ACOL01000001:30904-31437 ; ACOL01000001BRL01_0000:30985-31437(+); error - start (30904/30985)
ACOL01000008:c(24264-24797) ; ACOL01000008BRL01_0000:24264-24797(-); OK
ACOL01000024:1020-1553 ; ACOL01000024BRL01_0000:1020-1553(+); OK
ACOL01000079:c(144-677) ; ACOL01000079BRL01_0000:144-677(-); OK
ACOL01000079:9054-9587 ; ACOL01000079BRL01_0000:9054-9587(+); OK
ACOL01000112:3607-4140 ; ACOL01000112BRL01_0001:3607-4140(+); OK
ACOL01000265:c(1556-2089) ; ACOL01000265BRL01_0002:1556-2089(-); OK
ACOL01000067:7979-8509 ; ACOL01000067BRL01_0000:7979-8509(+); OK
ACOL01000092:7683-8213 ; ACOL01000092BRL01_0000:7683-8213(+); OK
ACOL01000116:c(9092-9622) ; ACOL01000116BRL01_0001:9092-9643(-); error - start (9622/9643)
ACOL01000124:c(6495-7025) ; ACOL01000124BRL01_0001:6495-7025(-); OK
ACOL01000131:3357-3887 ; ACOL01000131BRL01_0001:3357-3887(+); OK
ACOL01000503:27-557 ; ACOL01000503BRL01_0005:27-557(+); OK
ACOL01000019:969-1496 ; ACOL01000019BRL01_0000:969-1496(+); OK
ACOL01000296:c(3593-4120) ; ACOL01000296BRL01_0002:3593-4120(-); OK
ACOL01000464:c(2275-2802) ; ACOL01000464BRL01_0004:2275-2802(-); OK
ACOL01000669:c(34-561) ; ACOL01000669BRL01_0006:34-561(-); OK
ACOL01000003:c(37462-37986) ; ACOL01000003BRL01_0000:37462-37986(-); OK
ACOL01000016:c(join(4284..4806,4832..4833))complete ; ACOL01000016BRL01_0000:4284-4763(-); error (37462/4284)(37986/4763)
ACOL01000020:524-1048 ; ACOL01000020BRL01_0000:569-1048(+); error - start (524/569)
ACOL01000035:c(16336-16860) ; ACOL01000035BRL01_0000:16336-16860(-); OK
ACOL01000054:14776-15300 ; ACOL01000054BRL01_0000:14776-15300(+); OK
ACOL01000067:14215-14739 ; ACOL01000067BRL01_0000:14215-14739(+); OK
ACOL01000073:c(9126-9650) ; ACOL01000073BRL01_0000:9126-9650(-); OK
ACOL01000120:5663-6187 ; ACOL01000120BRL01_0001:5663-6187(+); OK
ACOL01000120:6251-6775 ; ACOL01000120BRL01_0001:6251-6775(+); OK
ACOL01000126:c(1402-1926) ; ACOL01000126BRL01_0001:1402-1926(-); OK
ACOL01000404:1078-1602 ; ACOL01000404BRL01_0004:1078-1602(+); OK
ACOL01001207:432-956 ; ACOL01001207BRL01_0012:432-956(+); OK
ACOL01001585:184-708 ; ND ; ND
ACOL01000001:49531-50052 ; ACOL01000001BRL01_0000:49531-50052(+); OK
ACOL01000016:c(17797-18318) ; ACOL01000016BRL01_0000:17797-18348(-); error - start (18318/18348)
ACOL01000055:3179-3700 ; ACOL01000055BRL01_0000:3140-3700(+); error - start (3179/3140)
ACOL01000002:c(join(8369..8884,8908..8910)) ; ACOL01000002BRL01_0000:8369-8806(-); error (3179/8369)(3700/8806)
ACOL01000012:c(19471-19989) ; ACOL01000012BRL01_0000:19471-19989(-); OK
ACOL01000019:c(9860-10378) ; ACOL01000019BRL01_0000:9860-10378(-); OK
ACOL01000114:7485-8003 ; ACOL01000114BRL01_0001:7485-8003(+); OK
ACOL01000844:c(561-1079) ; ACOL01000844BRL01_0008:561-1058(-); error - start (1079/1058)
ACOL01000025:156-671 ; ACOL01000025BRL01_0000:156-671(+); OK
ACOL01000025:c(3913-4428) ; ACOL01000025BRL01_0000:3913-4428(-); OK
ACOL01000054:13327-13842 ; ACOL01000054BRL01_0000:13414-13842(+); error - start (13327/13414)
ACOL01000101:c(4319-4834) ; ACOL01000101BRL01_0001:4319-4834(-); OK
ACOL01000291:c(2121-2636) ; ACOL01000291BRL01_0002:2121-2621(-); error - start (2636/2621)
ACOL01000042:4642-5154 ; ACOL01000042BRL01_0000:4642-5154(+); OK
ACOL01000008:c(20065-20574) ; ACOL01000008BRL01_0000:20065-20574(-); OK
ACOL01000016:c(5063-5572) ; ACOL01000016BRL01_0000:5063-5572(-); OK
ACOL01000019:18599-19108 ; ACOL01000019BRL01_0000:18599-19108(+); OK
ACOL01000046:4823-5332 ; ACOL01000046BRL01_0000:4823-5332(+); OK
ACOL01000116:c(7909-8418) ; ACOL01000116BRL01_0001:7909-8418(-); OK
ACOL01000010:c(14783-15289) ; ACOL01000010BRL01_0000:14783-15289(-); OK
ACOL01000018:8195-8701 ; ACOL01000018BRL01_0000:8195-8701(+); OK
ACOL01000050:c(join(11405..11907,11939..11942)) ; ACOL01000050BRL01_0000:11405-11815(-); error (8195/11405)(8701/11815)
ACOL01000168:c(3999-4505) ; ACOL01000168BRL01_0001:3999-4505(-); OK
ACOL01000374:2335-2841 ; ACOL01000374BRL01_0003:2335-2841(+); OK
ACOL01000022:c(18835-19338) ; ACOL01000022BRL01_0000:18835-19338(-); OK
ACOL01000080:c(157-660) ; ACOL01000080BRL01_0000:157-660(-); OK
ACOL01000100:c(29-532) ; ACOL01000100BRL01_0001:29-532(-); OK
ACOL01000120:c(3456-3959) ; ACOL01000120BRL01_0001:3456-3959(-); OK
ACOL01000166:c(7209-7712) ; ACOL01000166BRL01_0001:7209-7712(-); OK
ACOL01000167:3892-4395 ; ACOL01000167BRL01_0001:3892-4395(+); OK
ACOL01000372:698-1201 ; ACOL01000372BRL01_0003:698-1201(+); OK
ACOL01000680:206-709 ; ACOL01000680BRL01_0006:206-709(+); OK
ACOL01000022:9647-10147 ; ACOL01000022BRL01_0000:9647-10147(+); OK
ACOL01000024:c(1689-2189) ; ACOL01000024BRL01_0000:1689-2189(-); OK
ACOL01000048:5164-5664 ; ACOL01000048BRL01_0000:5164-5664(+); OK
ACOL01000051:c(6033-6533) ; ACOL01000051BRL01_0000:6033-6533(-); OK
ACOL01000131:c(2219-2719) ; ACOL01000131BRL01_0001:2219-2761(-); error - start (2719/2761)
ACOL01000222:c(2023-2523) ; ACOL01000222BRL01_0002:2023-2523(-); OK
ACOL01000495:1478-1978 ; ACOL01000495BRL01_0004:1478-1978(+); OK
ACOL01000919:c(786-1286) ; ACOL01000919BRL01_0009:786-1286(-); OK
ACOL01000006:20357-20854 ; ACOL01000006BRL01_0000:20357-20854(+); OK
ACOL01000010:c(8743-9240) ; ACOL01000010BRL01_0000:8743-9240(-); OK
ACOL01000055:c(14650-15147) ; ACOL01000055BRL01_0000:14650-15147(-); OK
ACOL01000346:1316-1813 ; ACOL01000346BRL01_0003:1316-1813(+); OK
ACOL01000390:c(2873-3370) ; ACOL01000390BRL01_0003:2873-3370(-); OK
ACOL01000432:c(2157-2654) ; ACOL01000432BRL01_0004:2157-2654(-); OK
ACOL01000633:85-582 ; ACOL01000633BRL01_0006:85-582(+); OK
ACOL01000001:c(28847-29341) ; ACOL01000001BRL01_0000:28847-29341(-); OK
ACOL01000127:c(593-1087) ; ACOL01000127BRL01_0001:593-1087(-); OK
ACOL01000222:c(5381-5875) ; ACOL01000222BRL01_0002:5381-5875(-); OK
ACOL01001170:c(253-747) ; ACOL01001170BRL01_0011:253-747(-); OK
ACOL01002004:62-556 ; ACOL01002004BRL01_0020:62-556(+); OK
ACOL01000028:9688-10179 ; ACOL01000028BRL01_0000:9688-10179(+); OK
ACOL01000036:c(2768-3259) ; ACOL01000036BRL01_0000:2768-3259(-); OK
ACOL01000059:c(2352-2843) ; ACOL01000059BRL01_0000:2352-2837(-); error - start (2843/2837)
ACOL01000079:9607-10098 ; ACOL01000079BRL01_0000:9607-10098(+); OK
ACOL01000108:c(8781-9272) ; ACOL01000108BRL01_0001:8781-9272(-); OK
ACOL01000120:c(2923-3414) ; ACOL01000120BRL01_0001:2923-3414(-); OK
ACOL01000164:c(6319-6810) ; ACOL01000164BRL01_0001:6319-6810(-); OK
ACOL01000192:5696-6187 ; ACOL01000192BRL01_0001:5696-6187(+); OK
ACOL01000220:c(2648-3139) ; ACOL01000220BRL01_0002:2648-3139(-); OK
ACOL01000001:c(34234-34722) ; ACOL01000001BRL01_0000:34234-34722(-); OK
ACOL01000023:1423-1911 ; ACOL01000023BRL01_0000:1423-1911(+); OK
ACOL01000047:c(454-942) ; ND ; ND
ACOL01000161:c(250-738) ; ACOL01000161BRL01_0001:250-738(-); OK
ACOL01000168:c(2310-2798) ; ACOL01000168BRL01_0001:2310-2798(-); OK
ACOL01000001:32831-33316 ; ACOL01000001BRL01_0000:32831-33316(+); OK
ACOL01000016:11475-11960 ; ACOL01000016BRL01_0000:11475-11960(+); OK
ACOL01000020:4643-5128 ; ND ; ND
ACOL01000021:11125-11610 ; ACOL01000021BRL01_0000:11125-11610(+); OK
ACOL01000031:8593-9078 ; ACOL01000031BRL01_0000:8647-9078(+); error - start (8593/8647)
ACOL01000105:c(5159-5644) ; ACOL01000105BRL01_0001:5159-5689(-); error - start (5644/5689)
ACOL01000105:c(5948-6433) ; ACOL01000105BRL01_0001:5948-6433(-); OK
ACOL01000236:1652-2137 ; ACOL01000236BRL01_0002:1652-2137(+); OK
ACOL01000353:c(1607-2092) ; ACOL01000353BRL01_0003:1607-2092(-); OK
ACOL01000484:c(635-1120) ; ACOL01000484BRL01_0004:635-1120(-); OK
ACOL01000010:8242-8724 ; ACOL01000010BRL01_0000:8242-8724(+); OK
ACOL01000016:c(18376-18858) ; ACOL01000016BRL01_0000:18376-18858(-); OK
ACOL01000024:c(7523-8005) ; ACOL01000024BRL01_0000:7523-8005(-); OK
ACOL01000028:c(4226-4708) ; ACOL01000028BRL01_0000:4226-4708(-); OK
ACOL01000031:5613-6095 ; ACOL01000031BRL01_0000:5589-6095(+); error - start (5613/5589)
ACOL01000095:2203-2685 ; ACOL01000095BRL01_0000:2203-2685(+); OK
ACOL01000027:4146-4625 ; ACOL01000027BRL01_0000:4146-4625(+); OK
ACOL01000028:c(12961-13440) ; ACOL01000028BRL01_0000:12961-13440(-); OK
ACOL01000067:c(9982-10461) ; ACOL01000067BRL01_0000:9982-10461(-); OK
ACOL01000291:1123-1602 ; ACOL01000291BRL01_0002:1222-1602(+); error - start (1123/1222)
ACOL01000452:1160-1639 ; ACOL01000452BRL01_0004:1160-1639(+); OK
ACOL01000552:c(714-1193) ; ACOL01000552BRL01_0005:714-1193(-); OK
ACOL01000570:c(803-1282) ; ACOL01000570BRL01_0005:803-1282(-); OK
ACOL01000022:19428-19904 ; ACOL01000022BRL01_0000:19428-19904(+); OK
ACOL01000109:4725-5201 ; ACOL01000109BRL01_0001:4725-5201(+); OK
ACOL01000200:c(5541-6017) ; ACOL01000200BRL01_0002:5541-6017(-); OK
ACOL01000374:c(3071-3547) ; ACOL01000374BRL01_0003:3071-3547(-); OK
ACOL01000513:1065-1541 ; ACOL01000513BRL01_0005:1065-1541(+); OK
ACOL01000069:9534-10007 ; ACOL01000069BRL01_0000:9534-10007(+); OK
ACOL01000200:c(5049-5522) ; ACOL01000200BRL01_0002:5049-5522(-); OK
ACOL01000211:115-588 ; ACOL01000211BRL01_0002:1-588(+); error - start (115/1)
ACOL01000341:c(1172-1645) ; ACOL01000341BRL01_0003:1172-1645(-); OK
ACOL01000853:503-976 ; ACOL01000853BRL01_0008:503-976(+); OK
ACOL01000010:c(24056-24526) ; ACOL01000010BRL01_0000:24056-24511(-); error - start (24526/24511)
ACOL01000066:11985-12455 ; ACOL01000066BRL01_0000:12042-12455(+); error - start (11985/12042)
ACOL01000099:1519-1989 ; ACOL01000099BRL01_0000:1519-1989(+); OK
ACOL01000142:c(7580-8050) ; ACOL01000142BRL01_0001:7580-8050(-); OK
ACOL01000264:1819-2289 ; ND ; ND
ACOL01000558:336-806 ; ACOL01000558BRL01_0005:336-806(+); OK
ACOL01000002:20678-21145 ; ACOL01000002BRL01_0000:20678-21145(+); OK
ACOL01000036:c(2225-2692) ; ACOL01000036BRL01_0000:2225-2692(-); OK
ACOL01000108:c(6912-7379) ; ACOL01000108BRL01_0001:6912-7379(-); OK
ACOL01000168:2833-3300 ; ACOL01000168BRL01_0001:2833-3300(+); OK
ACOL01000209:c(4336-4803) ; ACOL01000209BRL01_0002:4336-4803(-); OK
ACOL01000416:c(174-641) ; ACOL01000416BRL01_0004:174-641(-); OK
ACOL01000019:c(6457-6921) ; ACOL01000019BRL01_0000:6457-6987(-); error - start (6921/6987)
ACOL01000040:c(5106-5570) ; ACOL01000040BRL01_0000:5106-5570(-); OK
ACOL01000078:2584-3048 ; ACOL01000078BRL01_0000:2584-3048(+); OK
ACOL01000126:c(2955-3419) ; ACOL01000126BRL01_0001:2955-3419(-); OK
ACOL01000161:5072-5536 ; ACOL01000161BRL01_0001:5072-5536(+); OK
ACOL01000190:4987-5451 ; ACOL01000190BRL01_0001:4987-5451(+); OK
ACOL01000198:2269-2733 ; ACOL01000198BRL01_0001:2269-2733(+); OK
ACOL01000372:c(1220-1684) ; ACOL01000372BRL01_0003:1220-1684(-); OK
ACOL01000010:11012-11473 ; ACOL01000010BRL01_0000:11012-11473(+); OK
ACOL01000038:7031-7492 ; ACOL01000038BRL01_0000:7031-7492(+); OK
ACOL01001619:c(64-525) ; ACOL01001619BRL01_0016:64-525(-); OK
ACOL01000005:c(3281-3739) ; ACOL01000005BRL01_0000:3281-3739(-); OK
ACOL01000005:14560-15018 ; ACOL01000005BRL01_0000:14560-15018(+); OK
ACOL01000034:7967-8425 ; ACOL01000034BRL01_0000:7967-8425(+); OK
ACOL01000073:c(4022-4480) ; ACOL01000073BRL01_0000:4022-4471(-); error - start (4480/4471)
ACOL01000075:11256-11714 ; ACOL01000075BRL01_0000:11256-11714(+); OK
ACOL01000163:3209-3667 ; ACOL01000163BRL01_0001:3209-3667(+); OK
ACOL01000062:13737-14192 ; ACOL01000062BRL01_0000:13737-14192(+); OK
ACOL01000082:c(5380-5835) ; ACOL01000082BRL01_0000:5380-5835(-); OK
ACOL01000106:c(6835-7290) ; ACOL01000106BRL01_0001:6835-7290(-); OK
ACOL01000431:c(629-1084) ; ACOL01000431BRL01_0004:629-1084(-); OK
ACOL01000113:c(6531-6983) ; ACOL01000113BRL01_0001:6531-6983(-); OK
ACOL01000116:9714-10166 ; ACOL01000116BRL01_0001:9741-10166(+); error - start (9714/9741)
ACOL01000341:1781-2233 ; ACOL01000341BRL01_0003:1781-2233(+); OK
ACOL01000381:3064-3516 ; ACOL01000381BRL01_0003:3064-3516(+); OK
ACOL01000009:12824-13273 ; ACOL01000009BRL01_0000:12824-13273(+); OK
ACOL01000015:c(1991-2440) ; ACOL01000015BRL01_0000:1991-2440(-); OK
ACOL01000019:c(15180-15629) ; ACOL01000019BRL01_0000:15180-15629(-); OK
ACOL01000063:5377-5826 ; ACOL01000063BRL01_0000:5377-5826(+); OK
ACOL01000067:c(2059-2508) ; ACOL01000067BRL01_0000:2059-2508(-); OK
ACOL01000104:5134-5583 ; ACOL01000104BRL01_0001:5134-5583(+); OK
ACOL01000272:c(4692-5141) ; ACOL01000272BRL01_0002:4692-5123(-); error - start (5141/5123)
ACOL01000329:50-499 ; ACOL01000329BRL01_0003:50-499(+); OK
ACOL01000351:c(1354-1803) ; ACOL01000351BRL01_0003:1354-1803(-); OK
ACOL01000017:4111-4557 ; ACOL01000017BRL01_0000:4111-4557(+); OK
ACOL01000031:15175-15621 ; ACOL01000031BRL01_0000:15133-15621(+); error - start (15175/15133)
ACOL01000067:7387-7833 ; ACOL01000067BRL01_0000:7387-7833(+); OK
ACOL01000131:c(join(2743..3186,3212..3214)) ; ACOL01000131BRL01_0001:2743-3069(-); error (7387/2743)(7833/3069)
ACOL01000142:484-930 ; ACOL01000142BRL01_0001:325-930(+); error - start (484/325)
ACOL01000145:c(4751-5197) ; ACOL01000145BRL01_0001:4751-5197(-); OK
ACOL01000362:c(3071-3517) ; ACOL01000362BRL01_0003:3071-3517(-); OK
ACOL01000481:940-1386 ; ACOL01000481BRL01_0004:940-1386(+); OK
ACOL01000022:11960-12403 ; ACOL01000022BRL01_0000:11960-12403(+); OK
ACOL01000065:c(9846-10289) ; ACOL01000065BRL01_0000:9846-10289(-); OK
ACOL01000192:c(4398-4841) ; ACOL01000192BRL01_0001:4398-4841(-); OK
ACOL01000635:881-1324 ; ND ; ND
ACOL01000005:c(17297-17737) ; ACOL01000005BRL01_0000:17297-17737(-); OK
ACOL01000007:c(22683-23123) ; ACOL01000007BRL01_0000:22683-23123(-); OK
ACOL01000063:14155-14595 ; ACOL01000063BRL01_0000:14155-14595(+); OK
ACOL01000095:c(10676-11116) ; ACOL01000095BRL01_0000:10676-11116(-); OK
ACOL01002129:c(278-718) ; ACOL01002129BRL01_0021:278-724(-); error - start (718/724)
ACOL01000043:6145-6582 ; ACOL01000043BRL01_0000:6145-6582(+); OK
ACOL01000061:c(5899-6336) ; ACOL01000061BRL01_0000:5899-6336(-); OK
ACOL01000168:1737-2174 ; ACOL01000168BRL01_0001:1737-2174(+); OK
ACOL01000283:c(2347-2784) ; ACOL01000283BRL01_0002:2347-2784(-); OK
ACOL01001742:c(221-658) ; ACOL01001742BRL01_0017:221-808(-); error - start (658/808)
ACOL01000006:c(22462-22896) ; ACOL01000006BRL01_0000:22462-22896(-); OK
ACOL01000024:12746-13180 ; ACOL01000024BRL01_0000:12746-13180(+); OK
ACOL01000033:9302-9736 ; ACOL01000033BRL01_0000:9302-9736(+); OK
ACOL01000091:7734-8168 ; ACOL01000091BRL01_0000:7734-8168(+); OK
ACOL01000187:3485-3919 ; ACOL01000187BRL01_0001:3485-3919(+); OK
ACOL01000427:2476-2910 ; ACOL01000427BRL01_0004:2485-2910(+); error - start (2476/2485)
ACOL01000594:c(1580-2014) ; ND ; ND
ACOL01000671:545-979 ; ND ; ND
ACOL01000033:7927-8358 ; ACOL01000033BRL01_0000:7927-8358(+); OK
ACOL01000044:c(6962-7393) ; ACOL01000044BRL01_0000:6962-7393(-); OK
ACOL01000046:15139-15570 ; ACOL01000046BRL01_0000:15139-15570(+); OK
ACOL01000078:2058-2489 ; ND ; ND
ACOL01000198:2795-3226 ; ACOL01000198BRL01_0001:2795-3226(+); OK
ACOL01000232:c(2149-2580) ; ACOL01000232BRL01_0002:2149-2580(-); OK
ACOL01000294:c(150-581) ; ACOL01000294BRL01_0002:150-581(-); OK
ACOL01001117:328-759 ; ND ; ND
ACOL01000001:19475-19903 ; ACOL01000001BRL01_0000:19475-19903(+); OK
ACOL01000006:14405-14833 ; ACOL01000006BRL01_0000:14405-14833(+); OK
ACOL01000011:c(14775-15203) ; ACOL01000011BRL01_0000:14775-15203(-); OK
ACOL01000015:1439-1867 ; ACOL01000015BRL01_0000:1439-1867(+); OK
ACOL01000045:c(6661-7089) ; ACOL01000045BRL01_0000:6661-7089(-); OK
ACOL01000341:747-1175 ; ND ; ND
ACOL01000421:c(1000-1428) ; ND ; ND
ACOL01000006:c(12473-12898) ; ACOL01000006BRL01_0000:12473-12880(-); error - start (12898/12880)
ACOL01000020:5281-5706 ; ACOL01000020BRL01_0000:5281-5706(+); OK
ACOL01000020:c(14679-15104) ; ACOL01000020BRL01_0000:14679-15104(-); OK
ACOL01000033:11176-11601 ; ACOL01000033BRL01_0000:11176-11601(+); OK
ACOL01000043:c(4061-4486) ; ACOL01000043BRL01_0000:4061-4429(-); error - start (4486/4429)
ACOL01000069:c(6920-7345) ; ACOL01000069BRL01_0000:6920-7345(-); OK
ACOL01000468:1779-2204 ; ND ; ND
ACOL01000732:c(861-1286) ; ND ; ND
ACOL01000025:c(9909-10331) ; ACOL01000025BRL01_0000:9909-10331(-); OK
ACOL01000034:526-948 ; ACOL01000034BRL01_0000:526-948(+); OK
ACOL01000034:9732-10154 ; ACOL01000034BRL01_0000:9732-10154(+); OK
ACOL01000059:c(3796-4218) ; ND ; ND
ACOL01000084:8543-8965 ; ACOL01000084BRL01_0000:8543-8965(+); OK
ACOL01000161:c(7626-8048) ; ACOL01000161BRL01_0001:7626-8048(-); OK
ACOL01000509:c(1823-2245) ; ND ; ND
ACOL01000777:c(424-846) ; ACOL01000777BRL01_0007:424-867(-); error - start (846/867)
ACOL01000891:c(476-898) ; ND ; ND
ACOL01001245:304-726 ; ACOL01001245BRL01_0012:304-726(+); OK
ACOL01000009:19696-20115 ; ACOL01000009BRL01_0000:19696-20115(+); OK
ACOL01000016:c(22454-22873) ; ACOL01000016BRL01_0000:22454-22873(-); OK
ACOL01000008:c(11216-11632) ; ACOL01000008BRL01_0000:11216-11632(-); OK
ACOL01000034:10846-11262 ; ACOL01000034BRL01_0000:10846-11262(+); OK
ACOL01000044:c(823-1239) ; ACOL01000044BRL01_0000:823-1239(-); OK
ACOL01000071:150-566 ; ACOL01000071BRL01_0000:150-566(+); OK
ACOL01000096:8916-9332 ; ACOL01000096BRL01_0000:9033-9332(+); error - start (8916/9033)
ACOL01000150:3509-3925 ; ACOL01000150BRL01_0001:3509-3925(+); OK
ACOL01000153:c(2141-2557) ; ACOL01000153BRL01_0001:2141-2557(-); OK
ACOL01000161:c(776-1192) ; ACOL01000161BRL01_0001:776-1192(-); OK
ACOL01000172:2377-2793 ; ACOL01000172BRL01_0001:2377-2793(+); OK
ACOL01000192:1111-1527 ; ACOL01000192BRL01_0001:1111-1527(+); OK
ACOL01000715:1347-1763 ; ACOL01000715BRL01_0007:1347-1763(+); OK
ACOL01000003:c(35071-35484) ; ACOL01000003BRL01_0000:35071-35484(-); OK
ACOL01000054:12093-12506 ; ACOL01000054BRL01_0000:12093-12506(+); OK
ACOL01000077:3755-4168 ; ACOL01000077BRL01_0000:3755-4168(+); OK
ACOL01000161:c(4602-5012) ; ACOL01000161BRL01_0001:4602-5012(-); OK
ACOL01000522:c(2091-2498) ; ACOL01000522BRL01_0005:2091-2498(-); OK
ACOL01002211:203-610 ; ACOL01002211BRL01_0022:203-610(+); OK
ACOL01000006:c(13823-14227) ; ACOL01000006BRL01_0000:13823-14227(-); OK
ACOL01000070:c(6885-7289) ; ACOL01000070BRL01_0000:6885-7289(-); OK
ACOL01000125:8774-9178 ; ACOL01000125BRL01_0001:8774-9178(+); OK
ACOL01000143:8363-8767 ; ACOL01000143BRL01_0001:8363-8767(+); OK
ACOL01000251:c(2085-2489) ; ND ; ND
ACOL01000988:700-1104 ; ACOL01000988BRL01_0009:700-1104(+); OK
ACOL01000100:1264-1665 ; ACOL01000100BRL01_0001:1264-1665(+); OK
ACOL01000214:2234-2635 ; ACOL01000214BRL01_0002:2234-2635(+); OK
ACOL01000304:405-806 ; ACOL01000304BRL01_0003:405-806(+); OK
ACOL01000625:c(925-1326) ; ACOL01000625BRL01_0006:925-1326(-); OK
ACOL01000647:c(1051-1452) ; ACOL01000647BRL01_0006:1051-1452(-); OK
ACOL01000070:5443-5841 ; ACOL01000070BRL01_0000:5443-5841(+); OK
ACOL01000083:c(9554-9952) ; ACOL01000083BRL01_0000:9554-9952(-); OK
ACOL01000108:c(5890-6288) ; ACOL01000108BRL01_0001:5890-6288(-); OK
ACOL01000419:1012-1410 ; ACOL01000419BRL01_0004:1069-1410(+); error - start (1012/1069)
ACOL01000047:54-449 ; ACOL01000047BRL01_0000:27-449(+); error - start (54/27)
ACOL01000141:c(7033-7428) ; ACOL01000141BRL01_0001:7033-7428(-); OK
ACOL01000186:c(5131-5526) ; ACOL01000186BRL01_0001:5131-5526(-); OK
ACOL01000262:3087-3482 ; ACOL01000262BRL01_0002:3087-3482(+); OK
ACOL01000552:231-626 ; ACOL01000552BRL01_0005:231-626(+); OK
ACOL01000881:c(526-921) ; ACOL01000881BRL01_0008:526-921(-); OK
ACOL01000914:25-420 ; ACOL01000914BRL01_0009:1-420(+); error - start (25/1)
ACOL01005030:c(26-421) ; ACOL01005030BRL01_0050:26-421(-); OK
ACOL01000003:36329-36721 ; ACOL01000003BRL01_0000:36329-36721(+); OK
ACOL01000016:c(13147-13539) ; ACOL01000016BRL01_0000:13147-13539(-); OK
ACOL01000051:13140-13532 ; ACOL01000051BRL01_0000:13140-13532(+); OK
ACOL01000478:c(594-986) ; ACOL01000478BRL01_0004:594-1001(-); error - start (986/1001)
ACOL01000006:c(1960-2349) ; ND ; ND
ACOL01000057:c(10224-10613) ; ACOL01000057BRL01_0000:10224-10613(-); OK
ACOL01000078:c(6775-7164) ; ACOL01000078BRL01_0000:6775-7164(-); OK
ACOL01000187:c(970-1359) ; ACOL01000187BRL01_0001:970-1359(-); OK
ACOL01000163:6715-7101 ; ACOL01000163BRL01_0001:6715-7101(+); OK
ACOL01000853:1020-1406 ; ACOL01002988BRL01_0029:3-248(+); error (1020/3)(1406/248)
ACOL01000853:1020-1406 ; ACOL01000853BRL01_0008:1020-1406(+); OK
ACOL01000083:c(4265-4648) ; ACOL01000083BRL01_0000:4265-4648(-); OK
ACOL01000166:c(5212-5595) ; ACOL01000166BRL01_0001:5212-5595(-); OK
ACOL01000233:c(77-460) ; ND ; ND
ACOL01000667:c(206-589) ; ACOL01000667BRL01_0006:206-589(-); OK
ACOL01000005:13188-13568 ; ND ; ND
ACOL01000013:c(4051-4431) ; ACOL01000013BRL01_0000:4051-4431(-); OK
ACOL01000022:9183-9563 ; ACOL01000022BRL01_0000:9183-9563(+); OK
ACOL01000022:c(10614-10994) ; ACOL01000022BRL01_0000:10614-10994(-); OK
ACOL01000104:5823-6203 ; ACOL01000104BRL01_0001:5823-6203(+); OK
ACOL01000105:c(10158-10538) ; ACOL01000105BRL01_0001:10158-10538(-); OK
ACOL01000154:4564-4944 ; ACOL01000154BRL01_0001:4564-4944(+); OK
ACOL01001007:c(735-1115) ; ND ; ND
ACOL01000012:c(5131-5508) ; ACOL01000012BRL01_0000:5131-5508(-); OK
ACOL01000020:c(2721-3098) ; ACOL01000020BRL01_0000:2721-3098(-); OK
ACOL01000021:c(19290-19667) ; ND ; ND
ACOL01000036:c(18199-18576) ; ACOL01000036BRL01_0000:18199-18576(-); OK
ACOL01000037:c(4817-5194) ; ACOL01000037BRL01_0000:4817-5194(-); OK
ACOL01000051:4036-4413 ; ND ; ND
ACOL01000083:c(1895-2272) ; ACOL01000083BRL01_0000:1895-2272(-); OK
ACOL01000481:c(86-463) ; ACOL01000481BRL01_0004:86-463(-); OK
ACOL01001142:c(507-884) ; ACOL01001142BRL01_0011:507-884(-); OK
ACOL01002403:c(246-623) ; ACOL01002403BRL01_0024:246-686(-); error - start (623/686)
ACOL01005448:c(22-399) ; ND ; ND
ACOL01000002:c(42928-43302) ; ACOL01000002BRL01_0000:42928-43236(-); error - start (43302/43236)
ACOL01000003:17370-17741 ; ACOL01000003BRL01_0000:17370-17741(+); OK
ACOL01000026:c(1512-1883) ; ACOL01000026BRL01_0000:1512-1829(-); error - start (1883/1829)
ACOL01000002:c(55087-55455) ; ACOL01000002BRL01_0000:55087-55500(-); error - start (55455/55500)
ACOL01000015:c(325-693) ; ND ; ND
