PROTEOME ; AUGUSTUS ; ERROR AUGUSTUS
ACOL01000159:2238-3221 ; ACOL01000159BRL01_0001:2286-3221(+); error - start (2238/2286)
ACOL01000169:1600-2583 ; ACOL01000169BRL01_0001:1600-2583(+); OK
ACOL01000182:c(3782-4765) ; ACOL01000182BRL01_0001:3782-4765(-); OK
ACOL01000236:c(193-1176) ; ACOL01000236BRL01_0002:193-1176(-); OK
ACOL01000590:961-1944 ; ND ; ND
ACOL01000003:c(41530-42510) ; ND ; ND
ACOL01000068:c(7601-8581) ; ACOL01000068BRL01_0000:7601-8581(-); OK
ACOL01000081:c(123-1103) ; ACOL01000081BRL01_0000:123-1103(-); OK
ACOL01000126:c(1945-2925) ; ACOL01000126BRL01_0001:1945-2925(-); OK
ACOL01000133:c(7996-8976) ; ND ; ND
ACOL01000005:c(23523-24500) ; ND ; ND
ACOL01000017:c(21347-22324) ; ACOL01000017BRL01_0000:21347-21883(-); error - start (22324/21883)
ACOL01000025:c(1519-2496) ; ACOL01000025BRL01_0000:1519-2496(-); OK
ACOL01000034:c(974-1951) ; ACOL01000034BRL01_0000:974-1951(-); OK
ACOL01000065:c(768-1745) ; ACOL01000065BRL01_0000:768-1745(-); OK
ACOL01000225:c(2226-3203) ; ACOL01000225BRL01_0002:2226-3203(-); OK
ACOL01000001:11953-12927 ; ND ; ND
ACOL01000043:c(9509-10483) ; ACOL01000043BRL01_0000:9509-10483(-); OK
ACOL01000095:c(5170-6144) ; ACOL01000095BRL01_0000:5170-6126(-); error - start (6144/6126)
ACOL01000869:c(26-1000) ; ACOL01000869BRL01_0008:26-1000(-); OK
ACOL01000012:c(20288-21259) ; ND ; ND
ACOL01000186:2770-3741 ; ND ; ND
ACOL01000879:170-1141 ; ACOL01000879BRL01_0008:170-1141(+); OK
ACOL01000066:c(6491-7459) ; ND ; ND
ACOL01000203:246-1214 ; ND ; ND
ACOL01000068:5230-6195 ; ACOL01000068BRL01_0000:5230-6195(+); OK
ACOL01000010:18470-19432 ; ACOL01000010BRL01_0000:18470-19432(+); OK
ACOL01000188:5781-6743 ; ND ; ND
ACOL01000004:c(25953-26912) ; ACOL01000004BRL01_0000:25953-26912(-); OK
ACOL01000020:c(9394-10353) ; ACOL01000020BRL01_0000:9394-10353(-); OK
ACOL01000040:c(13150-14109) ; ACOL01000040BRL01_0000:13150-14109(-); OK
ACOL01000054:c(4175-5134) ; ACOL01000054BRL01_0000:4175-5134(-); OK
ACOL01000316:888-1847 ; ACOL01000316BRL01_0003:888-1847(+); OK
ACOL01000478:c(1458-2417) ; ACOL01000478BRL01_0004:1458-2381(-); error - start (2417/2381)
ACOL01000866:97-1056 ; ND ; ND
ACOL01000031:10267-11223 ; ND ; ND
ACOL01000051:9580-10536 ; ACOL01000051BRL01_0000:9580-10536(+); OK
ACOL01000667:c(792-1748) ; ACOL01000667BRL01_0006:792-1535(-); error - start (1748/1535)
ACOL01000015:c(23458-24411) ; ND ; ND
ACOL01000048:c(10643-11596) ; ACOL01000048BRL01_0000:10643-11596(-); OK
ACOL01000089:c(10539-11492) ; ACOL01000089BRL01_0000:10539-11492(-); OK
ACOL01000113:8724-9677 ; ACOL01000113BRL01_0001:8724-9677(+); OK
ACOL01000137:7732-8685 ; ACOL01000137BRL01_0001:7732-8685(+); OK
ACOL01000169:c(518-1471) ; ND ; ND
ACOL01000012:21809-22759 ; ND ; ND
ACOL01000031:c(17263-18213) ; ND ; ND
ACOL01000040:3584-4534 ; ND ; ND
ACOL01000163:1288-2238 ; ACOL01000163BRL01_0001:1288-2238(+); OK
ACOL01000183:1833-2783 ; ACOL01000183BRL01_0001:1971-2783(+); error - start (1833/1971)
ACOL01000724:16-966 ; ACOL01000724BRL01_0007:16-966(+); OK
ACOL01000041:c(3218-4165) ; ACOL01000041BRL01_0000:3218-4135(-); error - start (4165/4135)
ACOL01000155:c(91-1038) ; ND ; ND
ACOL01000038:c(14178-15122) ; ACOL01000038BRL01_0000:14178-15122(-); OK
ACOL01000053:8315-9259 ; ACOL01000053BRL01_0000:8315-9259(+); OK
ACOL01000003:c(34032-34973) ; ACOL01000003BRL01_0000:34032-34973(-); OK
ACOL01000016:c(23464-24405) ; ND ; ND
ACOL01000111:c(2510-3451) ; ACOL01000111BRL01_0001:2510-3451(-); OK
ACOL01000016:12058-12996 ; ACOL01000016BRL01_0000:12058-12996(+); OK
ACOL01000044:13950-14888 ; ND ; ND
ACOL01000066:3634-4572 ; ACOL01000066BRL01_0000:3634-4572(+); OK
ACOL01000009:c(18586-19521) ; ACOL01000009BRL01_0000:18586-19542(-); error - start (19521/19542)
ACOL01000016:20291-21226 ; ACOL01000016BRL01_0000:20291-21226(+); OK
ACOL01000030:c(18546-19481) ; ND ; ND
ACOL01000046:c(7281-8216) ; ND ; ND
ACOL01000109:c(9398-10333) ; ACOL01000109BRL01_0001:9398-10333(-); OK
ACOL01000121:321-1256 ; ACOL01000121BRL01_0001:321-1256(+); OK
ACOL01000058:6494-7426 ; ND ; ND
ACOL01000080:c(6938-7870) ; ACOL01000080BRL01_0000:6938-7870(-); OK
ACOL01000082:7139-8071 ; ACOL01000082BRL01_0000:7139-8071(+); OK
ACOL01000012:c(13889-14818) ; ACOL01000012BRL01_0000:13889-14818(-); OK
ACOL01000015:18540-19466 ; ACOL01000015BRL01_0000:18540-19466(+); OK
ACOL01000030:c(3242-4168) ; ACOL01000030BRL01_0000:3242-3568(-); error - start (4168/3568)
ACOL01000174:1034-1960 ; ACOL01000174BRL01_0001:1034-1960(+); OK
ACOL01000350:1977-2903 ; ND ; ND
ACOL01000040:c(6233-7156) ; ACOL01000040BRL01_0000:6233-7171(-); error - start (7156/7171)
ACOL01000211:c(5345-6268) ; ACOL01000211BRL01_0002:5345-6268(-); OK
ACOL01000002:c(9111-10031) ; ACOL01000002BRL01_0000:9111-10031(-); OK
ACOL01000025:c(2830-3750) ; ACOL01000025BRL01_0000:2830-3444(-); error - start (3750/3444)
ACOL01000047:6779-7699 ; ACOL01000047BRL01_0000:6779-7699(+); OK
ACOL01000082:c(10594-11514) ; ND ; ND
ACOL01000056:14804-15721 ; ACOL01000056BRL01_0000:14804-15721(+); OK
ACOL01000058:c(5371-6288) ; ND ; ND
ACOL01000069:3877-4794 ; ACOL01000069BRL01_0000:3877-4794(+); OK
ACOL01000029:4419-5333 ; ND ; ND
ACOL01000031:1855-2769 ; ND ; ND
ACOL01000163:c(35-949) ; ACOL01000163BRL01_0001:35-706(-); error - start (949/706)
ACOL01000426:2230-3144 ; ND ; ND
ACOL01000550:1359-2273 ; ND ; ND
ACOL01000054:8294-9205 ; ND ; ND
ACOL01000766:c(452-1363) ; ACOL01000766BRL01_0007:452-1363(-); OK
ACOL01000036:c(3624-4532) ; ACOL01000036BRL01_0000:3624-4532(-); OK
ACOL01000091:c(10465-11373) ; ND ; ND
ACOL01000100:c(9791-10699) ; ACOL01000100BRL01_0001:9791-10699(-); OK
ACOL01000108:196-1104 ; ACOL01000108BRL01_0001:196-1104(+); OK
ACOL01000128:8196-9104 ; ACOL01000128BRL01_0001:8241-9104(+); error - start (8196/8241)
ACOL01000474:c(72-980) ; ACOL01000474BRL01_0004:72-980(-); OK
ACOL01000012:c(25486-26391) ; ACOL01000012BRL01_0000:25486-26391(-); OK
ACOL01000022:13517-14422 ; ACOL01000022BRL01_0000:13517-14422(+); OK
ACOL01000031:4481-5386 ; ACOL01000031BRL01_0000:4481-5386(+); OK
ACOL01000080:8735-9640 ; ACOL01000080BRL01_0000:8735-9640(+); OK
ACOL01000348:2008-2913 ; ACOL01000348BRL01_0003:2008-2913(+); OK
ACOL01000019:12567-13469 ; ND ; ND
ACOL01000026:c(10290-11192) ; ND ; ND
ACOL01000035:14183-15085 ; ACOL01000035BRL01_0000:14183-15085(+); OK
ACOL01000049:14370-15272 ; ACOL01000049BRL01_0000:14370-15272(+); OK
ACOL01000214:509-1411 ; ACOL01000214BRL01_0002:509-1411(+); OK
ACOL01000034:13968-14867 ; ACOL01000034BRL01_0000:14583-14867(+); error - start (13968/14583)
ACOL01000044:15960-16859 ; ACOL01000044BRL01_0000:16350-16859(+); error - start (15960/16350)
ACOL01000085:1191-2087 ; ACOL01000085BRL01_0000:1638-2087(+); error - start (1191/1638)
ACOL01000162:c(6701-7597) ; ACOL01000162BRL01_0001:6701-7597(-); OK
ACOL01000771:c(406-1302) ; ACOL01000771BRL01_0007:406-1302(-); OK
ACOL01000003:18727-19620 ; ACOL01000003BRL01_0000:18733-19620(+); error - start (18727/18733)
ACOL01000032:c(12029-12922) ; ACOL01000032BRL01_0000:12029-12922(-); OK
ACOL01000061:4890-5783 ; ND ; ND
ACOL01000761:486-1379 ; ACOL01000761BRL01_0007:486-1379(+); OK
ACOL01000008:c(3924-4814) ; ACOL01000008BRL01_0000:3924-4814(-); OK
ACOL01000014:510-1400 ; ND ; ND
ACOL01000021:c(13086-13976) ; ACOL01000021BRL01_0000:13086-13976(-); OK
ACOL01000034:c(4400-5290) ; ACOL01000034BRL01_0000:4400-5290(-); OK
ACOL01000081:4058-4948 ; ACOL01000081BRL01_0000:4058-4948(+); OK
ACOL01000189:c(3280-4170) ; ACOL01000189BRL01_0001:3280-4170(-); OK
ACOL01000248:c(2879-3769) ; ACOL01000248BRL01_0002:2879-3769(-); OK
ACOL01000011:c(20822-21709) ; ACOL01000011BRL01_0000:20822-21418(-); error - start (21709/21418)
ACOL01000058:9034-9921 ; ND ; ND
ACOL01000108:9466-10353 ; ACOL01000108BRL01_0001:9466-10353(+); OK
ACOL01000134:406-1293 ; ACOL01000134BRL01_0001:406-1293(+); OK
ACOL01000144:c(477-1364) ; ND ; ND
ACOL01000192:3506-4393 ; ACOL01000192BRL01_0001:3506-4393(+); OK
ACOL01000206:5590-6477 ; ACOL01000206BRL01_0002:5590-6477(+); OK
ACOL01000017:20194-21078 ; ACOL01000017BRL01_0000:20194-21078(+); OK
ACOL01000293:c(2639-3523) ; ACOL01000293BRL01_0002:2639-3523(-); OK
ACOL01000011:13881-14762 ; ACOL01000011BRL01_0000:13881-14762(+); OK
ACOL01000012:c(2878-3759) ; ACOL01000012BRL01_0000:2878-3759(-); OK
ACOL01000049:c(11181-12062) ; ACOL01000049BRL01_0000:11181-12062(-); OK
ACOL01000079:4513-5394 ; ACOL01000079BRL01_0000:4513-5394(+); OK
ACOL01000086:83-964 ; ACOL01000086BRL01_0000:83-964(+); OK
ACOL01000284:c(1435-2316) ; ND ; ND
ACOL01000289:2461-3342 ; ND ; ND
ACOL01000351:c(2902-3783) ; ACOL01000351BRL01_0003:2902-3699(-); error - start (3783/3699)
ACOL01000002:c(37527-38405) ; ACOL01000002BRL01_0000:37527-38387(-); error - start (38405/38387)
ACOL01000046:351-1226 ; ND ; ND
ACOL01000472:c(946-1821) ; ACOL01000472BRL01_0004:946-1821(-); OK
ACOL01000081:8517-9389 ; ACOL01000081BRL01_0000:8727-9389(+); error - start (8517/8727)
ACOL01000075:6959-7828 ; ACOL01000075BRL01_0000:6959-7828(+); OK
ACOL01000161:c(5566-6435) ; ACOL01000161BRL01_0001:6042-6435(-); error - end (5566/6042)
ACOL01000043:c(2675-3541) ; ACOL01000043BRL01_0000:2675-3541(-); OK
ACOL01000045:663-1529 ; ND ; ND
ACOL01000076:c(4248-5114) ; ND ; ND
ACOL01000244:4767-5633 ; ACOL01000244BRL01_0002:4767-5633(+); OK
ACOL01000003:c(31361-32224) ; ND ; ND
ACOL01000032:17869-18732 ; ACOL01000032BRL01_0000:17869-18732(+); OK
ACOL01000055:8568-9431 ; ND ; ND
ACOL01000114:6562-7425 ; ACOL01000114BRL01_0001:6562-7425(+); OK
ACOL01000126:7124-7987 ; ACOL01000126BRL01_0001:7124-7987(+); OK
ACOL01000162:c(2537-3400) ; ACOL01000162BRL01_0001:2537-3400(-); OK
ACOL01000198:919-1782 ; ND ; ND
ACOL01000214:c(2914-3777) ; ACOL01000214BRL01_0002:2914-3738(-); error - start (3777/3738)
ACOL01000266:72-935 ; ACOL01000266BRL01_0002:165-935(+); error - start (72/165)
ACOL01000002:c(33596-34456) ; ACOL01000002BRL01_0000:33596-34456(-); OK
ACOL01000046:2527-3387 ; ND ; ND
ACOL01000106:7341-8201 ; ACOL01000106BRL01_0001:7341-8201(+); OK
ACOL01000201:2761-3621 ; ND ; ND
ACOL01000245:c(180-1040) ; ACOL01000245BRL01_0002:180-1025(-); error - start (1040/1025)
ACOL01000248:c(1891-2748) ; ACOL01000248BRL01_0002:1891-2748(-); OK
ACOL01000277:c(3948-4805) ; ACOL01000277BRL01_0002:3948-4805(-); OK
ACOL01000356:c(2636-3493) ; ACOL01000356BRL01_0003:2636-3478(-); error - start (3493/3478)
ACOL01000022:c(226-1080) ; ACOL01000022BRL01_0000:226-1080(-); OK
ACOL01000030:c(12805-13659) ; ND ; ND
ACOL01000046:c(1629-2483) ; ND ; ND
ACOL01000122:c(7618-8472) ; ACOL01000122BRL01_0001:7618-8463(-); error - start (8472/8463)
ACOL01000185:4204-5058 ; ND ; ND
ACOL01000021:14958-15809 ; ACOL01000021BRL01_0000:15033-15809(+); error - start (14958/15033)
ACOL01000043:c(11162-12013) ; ND ; ND
ACOL01000122:516-1367 ; ND ; ND
ACOL01000142:5281-6132 ; ACOL01000142BRL01_0001:5281-6132(+); OK
ACOL01000154:c(299-1150) ; ACOL01000154BRL01_0001:299-1150(-); OK
ACOL01000027:12942-13790 ; ND ; ND
ACOL01000042:3581-4429 ; ACOL01000042BRL01_0000:3581-4429(+); OK
ACOL01000481:1587-2435 ; ACOL01000481BRL01_0004:1587-2435(+); OK
ACOL01001103:204-1052 ; ACOL01001103BRL01_0011:294-1052(+); error - start (204/294)
ACOL01000025:15385-16230 ; ND ; ND
ACOL01000031:c(13444-14289) ; ACOL01000031BRL01_0000:13444-14289(-); OK
ACOL01000061:14217-15062 ; ACOL01000061BRL01_0000:14505-15062(+); error - start (14217/14505)
ACOL01001045:c(269-1114) ; ACOL01001045BRL01_0010:269-1114(-); OK
ACOL01000045:c(7651-8493) ; ACOL01000045BRL01_0000:7651-8493(-); OK
ACOL01000586:c(739-1581) ; ACOL01000586BRL01_0005:739-1485(-); error - start (1581/1485)
ACOL01000003:c(26834-27673) ; ACOL01000003BRL01_0000:26834-27673(-); OK
ACOL01000131:4221-5060 ; ND ; ND
ACOL01000511:1442-2281 ; ND ; ND
ACOL01000003:c(23213-24049) ; ACOL01000003BRL01_0000:23213-23905(-); error - start (24049/23905)
ACOL01000065:8985-9821 ; ACOL01000065BRL01_0000:8985-9821(+); OK
ACOL01000022:c(17953-18786) ; ND ; ND
ACOL01000048:c(4308-5138) ; ACOL01000048BRL01_0000:4308-5138(-); OK
ACOL01000003:24094-24921 ; ACOL01000003BRL01_0000:24094-24921(+); OK
ACOL01000040:2071-2898 ; ACOL01000040BRL01_0000:2077-2898(+); error - start (2071/2077)
ACOL01000085:341-1168 ; ACOL01000085BRL01_0000:527-1168(+); error - start (341/527)
ACOL01000152:6368-7195 ; ACOL01000152BRL01_0001:6368-7195(+); OK
ACOL01000263:c(4465-5292) ; ACOL01000263BRL01_0002:4465-5292(-); OK
ACOL01000277:c(2401-3228) ; ACOL01000277BRL01_0002:2401-3228(-); OK
ACOL01000354:2469-3296 ; ND ; ND
ACOL01000220:3905-4729 ; ND ; ND
ACOL01000003:c(12967-13788) ; ACOL01000003BRL01_0000:12967-13788(-); OK
ACOL01000039:c(2931-3752) ; ACOL01000039BRL01_0000:2931-3752(-); OK
ACOL01000105:c(3994-4815) ; ND ; ND
ACOL01000192:c(1721-2542) ; ND ; ND
ACOL01000535:972-1793 ; ND ; ND
ACOL01000998:c(91-912) ; ACOL01000998BRL01_0009:91-882(-); error - start (912/882)
ACOL01000064:1845-2663 ; ACOL01000064BRL01_0000:2244-2663(+); error - start (1845/2244)
ACOL01000220:c(5048-5866) ; ND ; ND
ACOL01000034:16025-16840 ; ACOL01000034BRL01_0000:16025-16840(+); OK
ACOL01000059:9412-10227 ; ACOL01000059BRL01_0000:9412-10227(+); OK
ACOL01000161:c(6641-7456) ; ACOL01000161BRL01_0001:6641-7456(-); OK
ACOL01000255:c(4117-4932) ; ACOL01000255BRL01_0002:4117-4932(-); OK
ACOL01000266:4453-5268 ; ND ; ND
ACOL01000381:452-1267 ; ACOL01000381BRL01_0003:650-1267(+); error - start (452/650)
ACOL01000030:17211-18023 ; ACOL01000030BRL01_0000:17211-18023(+); OK
ACOL01000101:2413-3225 ; ND ; ND
ACOL01000184:6428-7240 ; ND ; ND
ACOL01000309:756-1568 ; ND ; ND
ACOL01000002:c(6621-7430) ; ND ; ND
ACOL01000085:c(10707-11516) ; ACOL01000085BRL01_0000:10707-11516(-); OK
ACOL01000014:1956-2762 ; ND ; ND
ACOL01000029:7395-8201 ; ACOL01000029BRL01_0000:7395-8201(+); OK
ACOL01000044:c(11836-12642) ; ND ; ND
ACOL01000055:6372-7178 ; ACOL01000055BRL01_0000:6372-7178(+); OK
ACOL01000064:6833-7639 ; ACOL01000064BRL01_0000:6833-7639(+); OK
ACOL01000760:477-1283 ; ACOL01000760BRL01_0007:513-1283(+); error - start (477/513)
ACOL01000002:c(10070-10873) ; ACOL01000002BRL01_0000:10070-10873(-); OK
ACOL01000003:c(25583-26386) ; ACOL01000003BRL01_0000:25583-26386(-); OK
ACOL01000016:7750-8553 ; ACOL01000016BRL01_0000:7855-8553(+); error - start (7750/7855)
ACOL01000148:2586-3389 ; ND ; ND
ACOL01000172:c(2883-3683) ; ACOL01000172BRL01_0001:2883-3599(-); error - start (3683/3599)
ACOL01000002:c(39098-39895) ; ACOL01000002BRL01_0000:39098-39895(-); OK
ACOL01000012:305-1102 ; ND ; ND
ACOL01000088:6474-7271 ; ND ; ND
ACOL01000101:7070-7867 ; ND ; ND
ACOL01000133:2407-3204 ; ACOL01000133BRL01_0001:2407-3204(+); OK
ACOL01000277:c(26-823) ; ND ; ND
ACOL01000034:c(8618-9412) ; ACOL01000034BRL01_0000:8618-9412(-); OK
ACOL01000047:14196-14990 ; ACOL01000047BRL01_0000:14196-14990(+); OK
ACOL01000089:c(1317-2111) ; ACOL01000089BRL01_0000:1317-2015(-); error - start (2111/2015)
ACOL01000023:4679-5470 ; ACOL01000023BRL01_0000:4679-5470(+); OK
ACOL01000030:c(11462-12253) ; ACOL01000030BRL01_0000:11462-12253(-); OK
ACOL01000032:c(15128-15919) ; ACOL01000032BRL01_0000:15128-15919(-); OK
ACOL01000054:c(6819-7610) ; ACOL01000054BRL01_0000:6819-7610(-); OK
ACOL01000116:c(join(5986..6774,6800..6802)) ; ACOL01000116BRL01_0001:5986-6720(-); error (6819/5986)(7610/6720)
ACOL01000211:4417-5208 ; ACOL01000211BRL01_0002:4417-5208(+); OK
ACOL01000109:8411-9199 ; ND ; ND
ACOL01000197:c(173-961) ; ACOL01000197BRL01_0001:173-991(-); error - start (961/991)
ACOL01000001:c(46873-47658) ; ACOL01000001BRL01_0000:46873-47658(-); OK
ACOL01000003:17836-18621 ; ACOL01000003BRL01_0000:17836-18621(+); OK
ACOL01000006:10859-11644 ; ND ; ND
ACOL01000070:11659-12444 ; ACOL01000070BRL01_0000:11659-12444(+); OK
ACOL01000015:c(24964-25746) ; ND ; ND
ACOL01000126:3501-4283 ; ND ; ND
ACOL01000016:10409-11188 ; ACOL01000016BRL01_0000:10409-11188(+); OK
ACOL01000019:4601-5380 ; ND ; ND
ACOL01000116:6850-7629 ; ACOL01000116BRL01_0001:6850-7629(+); OK
ACOL01000236:c(2416-3195) ; ACOL01000236BRL01_0002:2416-3195(-); OK
ACOL01000287:1412-2191 ; ACOL01000287BRL01_0002:1412-2191(+); OK
ACOL01000495:167-946 ; ACOL01000495BRL01_0004:167-946(+); OK
ACOL01000044:c(1649-2425) ; ACOL01000044BRL01_0000:1649-2125(-); error - start (2425/2125)
ACOL01000137:2280-3050 ; ACOL01000137BRL01_0001:2280-3050(+); OK
ACOL01000334:985-1755 ; ND ; ND
ACOL01001261:c(80-850) ; ACOL01001261BRL01_0012:80-625(-); error - start (850/625)
ACOL01000017:12133-12900 ; ACOL01000017BRL01_0000:12133-12900(+); OK
ACOL01000022:c(12567-13334) ; ND ; ND
ACOL01000049:10346-11113 ; ND ; ND
ACOL01000085:c(9349-10116) ; ND ; ND
ACOL01001362:c(161-928) ; ND ; ND
ACOL01000086:c(6656-7420) ; ACOL01000086BRL01_0000:6656-7420(-); OK
ACOL01000264:c(4437-5201) ; ACOL01000264BRL01_0002:4437-5201(-); OK
ACOL01000321:3309-4073 ; ND ; ND
ACOL01000332:c(32-796) ; ACOL01000332BRL01_0003:32-796(-); OK
ACOL01000335:2829-3593 ; ND ; ND
ACOL01000378:1315-2079 ; ACOL01000378BRL01_0003:1315-2079(+); OK
ACOL01000492:1273-2037 ; ACOL01000492BRL01_0004:1273-2037(+); OK
ACOL01000560:c(409-1173) ; ACOL01000560BRL01_0005:409-1173(-); OK
ACOL01000845:c(191-955) ; ACOL01000845BRL01_0008:191-955(-); OK
ACOL01000082:c(1290-2051) ; ACOL01000082BRL01_0000:1290-2051(-); OK
ACOL01000111:270-1031 ; ACOL01000111BRL01_0001:270-1031(+); OK
ACOL01000191:1730-2491 ; ACOL01000191BRL01_0001:1730-2491(+); OK
ACOL01000505:161-922 ; ACOL01000505BRL01_0005:161-922(+); OK
ACOL01000009:1463-2221 ; ACOL01000009BRL01_0000:1463-2221(+); OK
ACOL01000094:c(3342-4100) ; ACOL01000094BRL01_0000:3342-4100(-); OK
ACOL01000017:4547-5302 ; ND ; ND
ACOL01000250:496-1251 ; ND ; ND
ACOL01000001:c(4473-5225) ; ND ; ND
ACOL01000063:5957-6709 ; ACOL01000063BRL01_0000:5957-6709(+); OK
ACOL01000348:c(20-772) ; ACOL01000348BRL01_0003:20-772(-); OK
ACOL01000365:21-773 ; ND ; ND
ACOL01000922:c(227-979) ; ACOL01000922BRL01_0009:227-979(-); OK
ACOL01000006:c(29859-30608) ; ND ; ND
ACOL01000067:12445-13194 ; ACOL01000067BRL01_0000:12445-13194(+); OK
ACOL01000674:c(498-1247) ; ACOL01000674BRL01_0006:498-1247(-); OK
ACOL01000026:12350-13096 ; ACOL01000026BRL01_0000:12350-13096(+); OK
ACOL01000046:c(3867-4613) ; ND ; ND
ACOL01000453:1619-2365 ; ACOL01000453BRL01_0004:2099-2365(+); error - start (1619/2099)
ACOL01000669:1011-1757 ; ND ; ND
ACOL01000006:c(11713-12456) ; ACOL01000006BRL01_0000:11713-12456(-); OK
ACOL01000145:c(2174-2917) ; ACOL01000145BRL01_0001:2174-2917(-); OK
ACOL01000004:c(1751-2491) ; ND ; ND
ACOL01000023:c(2005-2745) ; ACOL01000023BRL01_0000:2005-2337(-); error - start (2745/2337)
ACOL01000029:c(18429-19169) ; ACOL01000029BRL01_0000:18429-18722(-); error - start (19169/18722)
ACOL01000049:c(12694-13434) ; ACOL01000049BRL01_0000:12694-12984(-); error - start (13434/12984)
ACOL01000069:c(12319-13059) ; ACOL01000069BRL01_0000:12319-12858(-); error - start (13059/12858)
ACOL01000120:7055-7795 ; ND ; ND
ACOL01000122:c(8581-9321) ; ND ; ND
ACOL01000319:341-1081 ; ACOL01000319BRL01_0003:341-1081(+); OK
ACOL01000002:12910-13647 ; ACOL01000002BRL01_0000:12982-13647(+); error - start (12910/12982)
ACOL01000028:c(2624-3361) ; ND ; ND
ACOL01000055:9491-10228 ; ACOL01000055BRL01_0000:9491-10228(+); OK
ACOL01000075:9893-10630 ; ND ; ND
ACOL01000316:c(3145-3882) ; ACOL01000316BRL01_0003:3145-3639(-); error - start (3882/3639)
ACOL01000002:c(57956-58690) ; ND ; ND
ACOL01000023:20298-21032 ; ACOL01000023BRL01_0000:20298-21032(+); OK
ACOL01000046:12610-13344 ; ACOL01000046BRL01_0000:12610-13344(+); OK
ACOL01000117:8891-9625 ; ACOL01000117BRL01_0001:8891-9625(+); OK
ACOL01000207:c(5797-6531) ; ND ; ND
ACOL01000506:c(69-803) ; ND ; ND
ACOL01000001:2426-3157 ; ACOL01000001BRL01_0000:2426-3157(+); OK
ACOL01000086:7466-8197 ; ACOL01000086BRL01_0000:7466-8197(+); OK
ACOL01000727:811-1542 ; ND ; ND
ACOL01000002:11074-11802 ; ACOL01000002BRL01_0000:11074-11802(+); OK
ACOL01000023:678-1406 ; ND ; ND
ACOL01000077:605-1333 ; ACOL01000077BRL01_0000:743-1333(+); error - start (605/743)
ACOL01000077:c(6274-7002) ; ACOL01000077BRL01_0000:6274-6672(-); error - start (7002/6672)
ACOL01000155:c(6228-6956) ; ND ; ND
ACOL01000228:c(3232-3960) ; ACOL01000228BRL01_0002:3232-3960(-); OK
ACOL01000279:c(2583-3311) ; ACOL01000279BRL01_0002:2583-3311(-); OK
ACOL01000353:c(2631-3359) ; ND ; ND
ACOL01000739:594-1322 ; ACOL01000739BRL01_0007:594-1322(+); OK
ACOL01000001:c(14574-15299) ; ND ; ND
ACOL01000154:c(3736-4461) ; ACOL01000154BRL01_0001:3736-4344(-); error - start (4461/4344)
ACOL01000342:1100-1825 ; ACOL01000342BRL01_0003:1100-1825(+); OK
ACOL01000600:c(944-1669) ; ACOL01000600BRL01_0006:944-1669(-); OK
ACOL01000013:8067-8786 ; ND ; ND
ACOL01000039:4404-5123 ; ACOL01000039BRL01_0000:4404-5123(+); OK
ACOL01000175:c(2022-2741) ; ACOL01000175BRL01_0001:2022-2741(-); OK
ACOL01000280:1837-2556 ; ACOL01000280BRL01_0002:1837-2556(+); OK
ACOL01000302:2506-3225 ; ACOL01000302BRL01_0003:2506-3225(+); OK
ACOL01001430:191-911 ; ND ; ND
ACOL01000017:17847-18563 ; ND ; ND
ACOL01000147:c(3988-4704) ; ACOL01000147BRL01_0001:3988-4587(-); error - start (4704/4587)
ACOL01000154:5522-6238 ; ACOL01000154BRL01_0001:5522-6238(+); OK
ACOL01000442:354-1070 ; ACOL01000442BRL01_0004:354-1070(+); OK
ACOL01000009:23473-24186 ; ND ; ND
ACOL01000013:c(18943-19656) ; ND ; ND
ACOL01000442:2180-2893 ; ACOL01000442BRL01_0004:2180-2893(+); OK
ACOL01000001:42385-43095 ; ACOL01000001BRL01_0000:42385-43095(+); OK
ACOL01000016:19143-19853 ; ACOL01000016BRL01_0000:19143-19853(+); OK
ACOL01000106:705-1415 ; ACOL01000106BRL01_0001:705-1415(+); OK
ACOL01000206:641-1351 ; ACOL01000206BRL01_0002:641-1351(+); OK
ACOL01000558:c(1685-2395) ; ACOL01000558BRL01_0005:1685-2395(-); OK
ACOL01001087:297-1007 ; ND ; ND
ACOL01000007:c(2646-3353) ; ND ; ND
ACOL01000042:c(5201-5908) ; ACOL01000042BRL01_0000:5201-5908(-); OK
ACOL01000099:2345-3052 ; ACOL01000099BRL01_0000:2345-3052(+); OK
ACOL01000137:3930-4637 ; ACOL01000137BRL01_0001:3930-4637(+); OK
ACOL01000225:1473-2180 ; ACOL01000225BRL01_0002:1473-2180(+); OK
ACOL01000226:3177-3884 ; ND ; ND
ACOL01000296:2794-3501 ; ND ; ND
ACOL01000502:1870-2577 ; ACOL01000502BRL01_0005:1870-2577(+); OK
ACOL01000582:c(168-875) ; ACOL01000582BRL01_0005:168-875(-); OK
ACOL01001063:329-1036 ; ND ; ND
ACOL01000014:c(2948-3652) ; ACOL01000014BRL01_0000:2948-3652(-); OK
ACOL01000022:c(11022-11726) ; ND ; ND
ACOL01000118:2795-3499 ; ACOL01000118BRL01_0001:2795-3499(+); OK
ACOL01000487:c(387-1091) ; ACOL01000487BRL01_0004:387-1091(-); OK
ACOL01000008:c(10363-11064) ; ACOL01000008BRL01_0000:10363-11064(-); OK
ACOL01000034:c(2387-3088) ; ACOL01000034BRL01_0000:2387-3088(-); OK
