PROTEOME ; PRODIGAL ; ERROR PRODIGAL
AL590447:c(57215-58105) ; AL590447:57215-58129(-); error - start (58105/58129)
AL590448:131725-132615 ; AL590448:131725-132615(+); OK
AL590448:141838-142728 ; AL590448:141838-142728(+); OK
AL590448:213749-214639 ; AL590448:213749-214639(+); OK
AL590451:88954-89844 ; AL590451:88954-89844(+); OK
AL391737:c(51817-52704) ; ND ; ND
AL590442:c(18791-19678) ; AL590442:18791-19678(-); OK
AL590444:c(78693-79580) ; AL590444:78693-79580(-); OK
AL590444:137542-138429 ; AL590444:137542-138429(+); OK
AL590447:55289-56176 ; AL590447:55289-56176(+); OK
AL590448:66807-67694 ; AL590448:66807-67694(+); OK
AL590448:c(110065-110952) ; AL590448:110065-110943(-); error - start (110952/110943)
AL590450:c(154530-155417) ; AL590450:154530-155417(-); OK
AL391737:33153-34037 ; AL590448:16368-17252(+); error (33153/16368)(34037/17252)
AL590444:c(199918-200802) ; ND ; ND
AL590447:21179-22063 ; AL590447:21179-22063(+); OK
AL590447:36031-36915 ; AL590447:36271-36915(+); error - start (36031/36271)
AL590449:88448-89332 ; AL590449:88448-89332(+); OK
AL590450:c(79660-80544) ; AL590450:79660-80544(-); OK
AL590443:17021-17899 ; AL590443:17021-17899(+); OK
AL590447:c(16162-17040) ; AL590447:16162-17115(-); error - start (17040/17115)
AL590450:151447-152325 ; AL590450:151447-152325(+); OK
AL590450:227656-228534 ; AL590450:227692-228534(+); error - start (227656/227692)
AL590442:c(156755-157630) ; AL590442:156755-157630(-); OK
AL590447:28437-29312 ; AL590447:28437-29312(+); OK
AL590448:63490-64365 ; AL590448:63490-64365(+); OK
AL590448:c(104740-105615) ; AL590448:104740-105615(-); OK
AL590449:112164-113039 ; AL590449:112164-113039(+); OK
AL590449:c(132702-133577) ; AL590449:132702-133622(-); error - start (133577/133622)
AL590450:c(18288-19163) ; AL590445:198664-199539(+); error (18288/198664)(19163/199539)
AL590450:c(18288-19163) ; AL590450:18288-19163(-); OK
AL590445:c(192038-192910) ; AL590445:192038-192895(-); error - start (192910/192895)
AL590447:c(76393-77265) ; AL590447:76393-77229(-); error - start (77265/77229)
AL590447:161897-162769 ; AL590447:161897-162769(+); OK
AL590448:91431-92303 ; AL590448:91431-92303(+); OK
AL590448:78552-79421 ; AL590448:78552-79421(+); OK
AL590451:128125-128994 ; AL590451:128125-128994(+); OK
AL590451:148120-148986 ; AL590451:148120-148986(+); OK
AL590445:100173-101036 ; AL590445:100173-101036(+); OK
AL590446:join(119902..119904,119931..120791) ; AL590446:119973-120791(+); error (100173/119973)(101036/120791)
AL590447:c(126866-127729) ; AL590447:126866-127684(-); error - start (127729/127684)
AL590448:81493-82356 ; AL590448:81493-82356(+); OK
AL590448:153688-154551 ; AL590448:153688-154551(+); OK
AL590451:c(98649-99512) ; AL590451:98649-99512(-); OK
AL590451:c(165891-166754) ; AL590451:165891-166754(-); OK
AL590450:87948-88811 ; AL590450:87948-88811(+); OK
AL590449:63990-64850 ; AL590449:63990-64850(+); OK
AL590443:17975-18832 ; AL590443:18008-18832(+); error - start (17975/18008)
AL590444:194488-195345 ; AL590444:194488-195345(+); OK
AL590446:191494-192351 ; AL590446:191494-192351(+); OK
AL590446:204340-205197 ; AL590446:204340-205197(+); OK
AL391737:69833-70687 ; ND ; ND
AL590446:65689-66543 ; AL590446:65689-66543(+); OK
AL590442:83869-84720 ; AL590442:83869-84720(+); OK
AL590443:c(131284-132135) ; AL590443:131284-132135(-); OK
AL590444:c(64561-65412) ; AL590444:64561-65412(-); OK
AL590449:43120-43971 ; AL590449:43075-43971(+); error - start (43120/43075)
AL590450:123330-124181 ; AL590450:123330-124181(+); OK
AL590443:c(147213-148058) ; AL590443:147213-148058(-); OK
AL590444:164934-165779 ; AL590444:164934-165779(+); OK
AL590445:c(88170-89015) ; AL590445:88170-89015(-); OK
AL590447:c(155706-156551) ; AL590447:155706-156551(-); OK
AL590448:c(75783-76628) ; AL590448:75783-76628(-); OK
AL590451:c(33406-34251) ; AL590451:33406-34251(-); OK
AL590450:157094-157939 ; AL590450:157037-157939(+); error - start (157094/157037)
AL391737:c(52801-53643) ; ND ; ND
AL590446:2676-3518 ; ND ; ND
AL590447:36972-37814 ; AL590447:36972-37814(+); OK
AL590451:c(167526-168368) ; AL590451:167526-168368(-); OK
AL590450:c(178346-179188) ; AL590450:178346-179188(-); OK
AL590450:c(248064-248906) ; AL590450:248064-248906(-); OK
AL590450:260119-260961 ; AL590450:260119-260961(+); OK
AL590444:c(105575-106414) ; AL590444:105575-106414(-); OK
AL590449:c(218806-219642) ; AL590449:218806-219642(-); OK
AL590442:c(43355-44188) ; AL590442:43355-44188(-); OK
AL590443:134507-135340 ; AL590443:134507-135340(+); OK
AL590444:c(57633-58466) ; AL590444:57633-58466(-); OK
AL590445:117564-118397 ; AL590445:117564-118397(+); OK
AL590446:c(33562-34395) ; AL590446:33562-34284(-); error - start (34395/34284)
AL590448:93247-94080 ; AL590448:93247-94080(+); OK
AL590449:39665-40498 ; AL590449:39665-40498(+); OK
AL590443:550-1380 ; ND ; ND
AL590443:c(14804-15634) ; AL590443:14804-15634(-); OK
AL590447:c(132056-132886) ; AL590447:132056-132865(-); error - start (132886/132865)
AL590448:c(26400-27230) ; AL590448:26400-27230(-); OK
AL590448:c(228896-229726) ; ND ; ND
AL590451:c(209641-210471) ; AL590451:209641-210471(-); OK
AL590442:42111-42938 ; AL590442:42111-42938(+); OK
AL590445:7296-8123 ; ND ; ND
AL590451:c(32483-33310) ; AL590451:32483-33310(-); OK
AL590451:c(join(106127..106935,106961..106979)) ; AL590451:106127-106918(-); error (32483/106127)(33310/106918)
AL590449:237447-238274 ; AL590449:237447-238274(+); OK
AL590450:c(26646-27473) ; AL590450:26646-27431(-); error - start (27473/27431)
AL590450:c(197834-198661) ; AL590450:197834-198661(-); OK
AL590448:c(53771-54595) ; AL590448:53771-54577(-); error - start (54595/54577)
AL590451:c(135493-136317) ; AL590451:135493-136317(-); OK
AL590450:198727-199551 ; AL590450:198727-199551(+); OK
AL590443:22077-22898 ; AL590443:22077-22898(+); OK
AL590446:107372-108193 ; AL590446:107372-108193(+); OK
AL590451:c(72461-73282) ; AL590451:72461-73294(-); error - start (73282/73294)
AL590446:c(71761-72579) ; AL590446:71761-72579(-); OK
AL590447:c(48501-49319) ; AL590447:48501-49319(-); OK
AL590447:56326-57144 ; AL590447:56326-57144(+); OK
AL590451:93020-93838 ; AL590451:92999-93838(+); error - start (93020/92999)
AL590450:c(187114-187932) ; AL590450:187114-187932(-); OK
AL590446:89827-90642 ; AL590446:89827-90642(+); OK
AL590451:2280-3095 ; ND ; ND
AL590451:c(203912-204727) ; AL590451:203912-204682(-); error - start (204727/204682)
AL590442:172187-172999 ; AL590442:172187-172999(+); OK
AL590443:c(28064-28876) ; AL590443:28064-28876(-); OK
AL590443:92875-93687 ; AL590443:92806-93687(+); error - start (92875/92806)
AL590446:185784-186596 ; AL590446:185784-186596(+); OK
AL590451:c(226267-227079) ; AL590451:226267-227079(-); OK
AL590443:c(105758-106567) ; AL590443:105758-106567(-); OK
AL590444:209875-210684 ; AL590444:209875-210684(+); OK
AL590450:c(20672-21481) ; AL590450:20672-21481(-); OK
AL590450:241013-241822 ; AL590450:241067-241822(+); error - start (241013/241067)
AL391737:c(117915-118721) ; ND ; ND
AL590443:4169-4975 ; ND ; ND
AL590444:c(110385-111191) ; AL590444:110385-111191(-); OK
AL590448:101168-101974 ; AL590448:101168-101974(+); OK
AL590451:127260-128066 ; AL590451:127260-128066(+); OK
AL590451:c(248882-249688) ; ND ; ND
AL590449:c(255481-256287) ; ND ; ND
AL590450:14793-15599 ; ND ; ND
AL391737:c(87849-88652) ; ND ; ND
AL590443:13595-14398 ; ND ; ND
AL590444:c(58516-59319) ; AL590444:58516-59319(-); OK
AL590444:171698-172501 ; AL590444:171698-172501(+); OK
AL590444:c(201927-202730) ; AL590444:201927-202778(-); error - start (202730/202778)
AL590445:135284-136087 ; AL590445:135284-136087(+); OK
AL590446:7308-8111 ; ND ; ND
AL590446:75994-76797 ; AL590446:76087-76797(+); error - start (75994/76087)
AL590446:c(134226-135029) ; AL590446:134226-134975(-); error - start (135029/134975)
AL590447:176885-177688 ; AL590447:176885-177688(+); OK
AL590451:c(103269-104072) ; AL590451:103269-104072(-); OK
AL590443:15995-16795 ; ND ; ND
AL590443:163630-164430 ; AL590443:163630-164430(+); OK
AL590446:168795-169595 ; AL590446:168795-169595(+); OK
AL590447:c(104034-104834) ; AL590447:104034-104834(-); OK
AL590451:31658-32458 ; AL590451:31658-32458(+); OK
AL590449:100964-101764 ; AL590449:100964-101764(+); OK
AL590450:7191-7991 ; ND ; ND
AL590450:17200-18000 ; ND ; ND
AL391737:101619-102416 ; ND ; ND
AL590448:32854-33651 ; AL590448:32854-33651(+); OK
AL590448:160072-160869 ; AL590448:160144-160869(+); error - start (160072/160144)
AL590450:c(202663-203457) ; AL590450:202663-203388(-); error - start (203457/203388)
AL590448:c(225545-226336) ; ND ; ND
AL590449:c(235303-236094) ; AL590449:235303-236094(-); OK
AL590450:c(46691-47482) ; AL590450:46691-47482(-); OK
AL590448:99620-100408 ; AL590448:99620-100408(+); OK
AL590451:c(74524-75312) ; AL590451:74524-75312(-); OK
AL590451:243550-244338 ; ND ; ND
AL590442:112876-113661 ; AL590442:112876-113661(+); OK
AL590443:c(191558-192343) ; ND ; ND
AL590444:89653-90438 ; AL590444:89716-90438(+); error - start (89653/89716)
AL590444:c(215626-216411) ; ND ; ND
AL590446:13227-14012 ; AL590446:13296-14012(+); error - start (13227/13296)
AL590448:221831-222616 ; AL590448:221831-222616(+); OK
AL590443:c(45060-45842) ; AL590443:45060-45842(-); OK
AL590451:c(3331-4113) ; AL590451:3331-4113(-); OK
AL590451:47263-48045 ; AL590451:47380-48045(+); error - start (47263/47380)
AL590451:120095-120877 ; AL590451:120095-120877(+); OK
AL590449:3203-3985 ; AL590450:266803-267507(-); error (3203/266803)(3985/267507)
AL590449:21745-22527 ; AL590449:21763-22527(+); error - start (21745/21763)
AL590446:c(140438-141217) ; AL590446:140438-141217(-); OK
AL590449:56596-57375 ; AL590449:56596-57375(+); OK
AL590442:12652-13428 ; ND ; ND
AL590443:c(124483-125259) ; AL590443:124483-125259(-); OK
AL590444:52559-53335 ; AL590444:52559-53335(+); OK
AL590446:c(166615-167391) ; AL590446:166615-167391(-); OK
AL590447:6377-7153 ; ND ; ND
AL590447:c(9391-10167) ; AL590447:9391-10167(-); OK
AL590450:106879-107655 ; AL590450:106879-107655(+); OK
AL590444:23914-24687 ; AL590444:23914-24687(+); OK
AL590447:153285-154058 ; AL590447:153285-154058(+); OK
AL590451:5177-5950 ; AL590451:5177-5950(+); OK
AL590444:c(172531-173301) ; AL590444:172531-173301(-); OK
AL590445:c(37642-38412) ; AL590445:37642-38412(-); OK
AL590445:c(108708-109478) ; AL590445:108708-109478(-); OK
AL590447:join(204733..204950,204977..205529) ; ND ; ND
AL590451:c(56014-56784) ; AL590451:56014-56784(-); OK
AL590449:108367-109137 ; AL590449:108367-109137(+); OK
AL590450:c(167913-168683) ; AL590450:167913-168683(-); OK
AL590449:c(148877-149644) ; AL590449:148877-149644(-); OK
AL391737:c(193326-194090) ; ND ; ND
AL590451:160262-161026 ; AL590451:160262-161026(+); OK
AL590450:73115-73879 ; AL590450:73115-73879(+); OK
AL590447:159488-160249 ; AL590447:159488-160249(+); OK
AL590444:c(56511-57269) ; AL590444:56511-57269(-); OK
AL590444:170078-170836 ; AL590444:170078-170836(+); OK
AL590446:77443-78201 ; AL590446:77443-78201(+); OK
AL590447:c(71597-72355) ; AL590447:71597-72271(-); error - start (72355/72271)
AL590448:c(184646-185404) ; AL590448:184646-185446(-); error - start (185404/185446)
AL590451:c(67637-68395) ; AL590451:67637-68395(-); OK
AL590445:86416-87171 ; AL590445:86416-87171(+); OK
AL590445:c(121179-121934) ; AL590445:121179-121934(-); OK
AL590445:126995-127750 ; AL590445:126995-127750(+); OK
AL590447:c(39153-39908) ; AL590447:39153-39908(-); OK
AL590447:c(131184-131939) ; AL590447:131184-131939(-); OK
AL590448:92367-93122 ; AL590448:92367-93122(+); OK
AL590448:c(195912-196667) ; AL590448:195912-196697(-); error - start (196667/196697)
AL590450:182293-183048 ; AL590450:182293-183048(+); OK
AL590446:169936-170688 ; AL590446:169978-170688(+); error - start (169936/169978)
AL590447:94752-95504 ; AL590447:94752-95504(+); OK
AL590451:122630-123382 ; AL590451:122630-123382(+); OK
AL590450:78394-79146 ; AL590450:78394-79146(+); OK
AL590442:c(69634-70383) ; AL590442:69634-70383(-); OK
AL590445:94625-95374 ; AL590445:94646-95374(+); error - start (94625/94646)
AL590450:c(155525-156274) ; AL590450:155525-156304(-); error - start (156274/156304)
AL590448:c(157395-158141) ; AL590448:157395-158141(-); OK
AL590450:3585-4331 ; ND ; ND
AL590444:c(66219-66962) ; AL590444:66219-66962(-); OK
AL590444:195437-196180 ; AL590444:195425-196180(+); error - start (195437/195425)
AL590445:24236-24979 ; AL590445:24209-24979(+); error - start (24236/24209)
AL590445:c(50774-51517) ; AL590445:50774-51517(-); OK
AL590445:c(126142-126885) ; AL590445:126142-126885(-); OK
AL590446:94044-94787 ; AL590446:94044-94787(+); OK
AL590448:c(197364-198107) ; AL590448:197364-198107(-); OK
AL590450:c(47538-48281) ; AL590450:47538-47876(-); error - start (48281/47876)
AL590442:30655-31395 ; AL590442:30655-31395(+); OK
AL590444:c(75000-75740) ; AL590444:75000-75740(-); OK
AL590446:c(75084-75824) ; AL590446:75084-75824(-); OK
AL590444:35736-36473 ; AL590444:35736-36473(+); OK
AL590451:c(246812-247549) ; ND ; ND
AL590449:c(113883-114620) ; AL590449:113883-114620(-); OK
AL391737:c(38038-38772) ; ND ; ND
AL590443:22974-23708 ; AL590443:22974-23708(+); OK
AL590444:48914-49648 ; AL590444:48914-49648(+); OK
AL590445:105122-105856 ; AL590445:105122-105856(+); OK
AL590447:c(171270-172004) ; AL590447:171270-172004(-); OK
AL590448:154612-155346 ; AL590448:154612-155346(+); OK
AL590451:c(158847-159581) ; AL590451:158847-159581(-); OK
AL590444:170906-171637 ; AL590444:171008-171637(+); error - start (170906/171008)
AL590445:c(136170-136901) ; AL590445:136170-136901(-); OK
AL590448:219762-220493 ; ND ; ND
AL590450:194605-195336 ; AL590450:194605-195336(+); OK
AL590447:14262-14990 ; AL590447:14262-14990(+); OK
AL590447:c(192936-193664) ; AL590447:192936-193664(-); OK
AL590447:c(203866-204594) ; AL590447:203866-204594(-); OK
AL590448:c(194992-195720) ; AL590448:194992-195720(-); OK
AL590451:46485-47213 ; AL590451:46485-47213(+); OK
AL590450:c(29038-29766) ; AL590450:29038-29766(-); OK
AL391737:c(66077-66802) ; ND ; ND
AL590444:c(101868-102593) ; AL590444:101868-102614(-); error - start (102593/102614)
AL590444:c(160292-161017) ; AL590444:160292-161017(-); OK
AL391737:c(118826-119548) ; ND ; ND
AL590442:c(45333-46055) ; AL590442:45333-46055(-); OK
AL590445:c(70882-71604) ; AL590445:70882-71604(-); OK
AL590445:c(112526-113248) ; AL590445:112526-113248(-); OK
AL590446:c(80333-81055) ; AL590446:80333-81055(-); OK
AL590448:c(185513-186235) ; AL590448:185513-186247(-); error - start (186235/186247)
AL391737:c(44444-45163) ; ND ; ND
AL590443:c(85345-86064) ; AL590443:85345-86064(-); OK
AL590443:c(114909-115628) ; AL590443:114909-115628(-); OK
AL590445:join(36827..36829,36866..37582) ; AL590445:37043-37582(+); error (114909/37043)(115628/37582)
AL590447:33045-33764 ; AL590447:33045-33764(+); OK
AL590447:c(128588-129307) ; AL590447:128588-129307(-); OK
AL590448:c(87356-88075) ; AL590448:87356-88075(-); OK
AL590448:c(111066-111785) ; AL590448:111066-111785(-); OK
AL590450:12110-12829 ; ND ; ND
AL590446:c(200657-201373) ; AL590446:200657-201355(-); error - start (201373/201355)
AL590448:c(102009-102725) ; AL590448:102009-102725(-); OK
AL590448:136786-137502 ; AL590448:136786-137502(+); OK
AL590451:c(87064-87777) ; AL590451:87064-87777(-); OK
AL590451:c(114040-114753) ; AL590451:114040-114753(-); OK
AL391737:58024-58734 ; ND ; ND
AL391737:64152-64862 ; ND ; ND
AL590446:40902-41612 ; AL590446:40902-41612(+); OK
AL590447:3565-4275 ; ND ; ND
AL590449:22549-23259 ; AL590449:22549-23259(+); OK
AL590449:67615-68325 ; AL590449:67579-68325(+); error - start (67615/67579)
AL590446:c(54474-55181) ; AL590446:54474-55181(-); OK
AL590447:c(86132-86839) ; AL590447:86132-86839(-); OK
AL590450:156308-157015 ; AL590450:156308-157015(+); OK
AL590450:c(232223-232930) ; AL590450:232223-232930(-); OK
AL590444:c(80553-81257) ; AL590444:80553-81269(-); error - start (81257/81269)
AL590447:c(49358-50062) ; AL590447:49358-50062(-); OK
AL590448:c(186358-187062) ; AL590448:186358-187074(-); error - start (187062/187074)
AL590449:c(66868-67572) ; AL590449:66868-67572(-); OK
AL590449:c(203466-204170) ; AL590449:203466-204152(-); error - start (204170/204152)
AL590445:c(161225-161926) ; AL590445:161225-161926(-); OK
AL590448:173859-174560 ; AL590448:173859-174560(+); OK
AL590451:c(136702-137403) ; AL590451:136702-137403(-); OK
AL590449:c(113120-113821) ; AL590449:113120-113821(-); OK
AL590445:c(175357-176055) ; AL590445:175357-176055(-); OK
AL590445:181334-182032 ; AL590445:181334-182032(+); OK
AL590448:c(156477-157175) ; AL590448:156477-157175(-); OK
AL590451:218618-219316 ; AL590451:218648-219316(+); error - start (218618/218648)
AL391737:c(4391-5086) ; ND ; ND
AL590445:c(159239-159934) ; AL590445:159239-159970(-); error - start (159934/159970)
AL590448:c(59222-59917) ; AL590448:59222-59953(-); error - start (59917/59953)
AL590448:c(119301-119996) ; AL590448:119301-119996(-); OK
AL590443:105054-105746 ; AL590443:105054-105746(+); OK
AL590444:139041-139733 ; AL590444:139041-139733(+); OK
AL590445:c(70074-70766) ; AL590445:70074-70754(-); error - start (70766/70754)
AL590446:201800-202492 ; AL590446:201800-202492(+); OK
AL590450:c(209170-209862) ; AL590450:209170-209889(-); error - start (209862/209889)
AL590442:28426-29115 ; AL590442:28426-29115(+); OK
AL590443:c(128017-128706) ; AL590443:128017-128832(-); error - start (128706/128832)
AL590444:c(19633-20322) ; AL590444:19633-20322(-); OK
AL590446:152966-153655 ; AL590446:152966-153655(+); OK
AL590448:c(200458-201147) ; AL590448:200458-201147(-); OK
AL590442:c(93335-94021) ; AL590442:93335-94021(-); OK
AL590443:49505-50191 ; AL590443:49526-50191(+); error - start (49505/49526)
AL590445:c(187581-188267) ; AL590445:187581-188219(-); error - start (188267/188219)
AL590450:c(57879-58565) ; AL590450:57879-58565(-); OK
AL590442:113724-114407 ; AL590442:113658-114407(+); error - start (113724/113658)
AL590443:c(94887-95570) ; AL590443:94887-95570(-); OK
AL590443:c(128829-129512) ; AL590443:128829-129512(-); OK
AL590443:139826-140509 ; AL590443:139826-140509(+); OK
AL590444:c(128111-128794) ; AL590444:128111-128794(-); OK
AL590446:193272-193955 ; AL590446:193272-193955(+); OK
AL590447:c(172193-172876) ; AL590447:172193-172876(-); OK
AL590451:c(92230-92913) ; AL590451:92230-92913(-); OK
AL590449:159938-160621 ; AL590449:159938-160621(+); OK
AL590450:c(27993-28676) ; AL590450:27993-28676(-); OK
AL590444:c(164204-164884) ; AL590444:164204-164884(-); OK
AL590445:c(40579-41259) ; AL590445:40579-41259(-); OK
AL590446:c(48229-48909) ; AL590446:48229-48909(-); OK
AL590448:c(41789-42469) ; AL590448:41789-42547(-); error - start (42469/42547)
AL590451:c(4255-4935) ; AL590451:4255-4914(-); error - start (4935/4914)
AL590449:c(177194-177874) ; AL590449:177194-177874(-); OK
AL590450:c(135892-136572) ; AL590450:135892-136593(-); error - start (136572/136593)
AL590450:c(259016-259696) ; AL590450:259016-259696(-); OK
AL590444:c(65443-66120) ; AL590444:65443-66120(-); OK
AL590448:c(22668-23345) ; AL590448:22668-23345(-); OK
AL590448:28860-29537 ; AL590448:28860-29537(+); OK
AL590451:50135-50812 ; AL590451:50135-50812(+); OK
AL590445:116785-117459 ; AL590445:116785-117459(+); OK
AL590447:c(127865-128539) ; AL590447:127865-128539(-); OK
AL590447:152563-153237 ; AL590447:152563-153237(+); OK
AL590448:c(177521-178192) ; AL590448:177521-178192(-); OK
AL590449:c(183584-184255) ; AL590449:183584-184255(-); OK
AL391737:154693-155358 ; ND ; ND
AL590444:197938-198603 ; AL590444:197938-198603(+); OK
AL590445:c(17704-18369) ; AL590445:17704-18369(-); OK
AL590442:857-1519 ; ND ; ND
AL590442:c(20533-21195) ; AL590442:20533-21195(-); OK
AL590442:c(112114-112776) ; AL590442:112114-112776(-); OK
AL590443:c(148812-149474) ; AL590443:148812-149474(-); OK
AL590445:c(84234-84896) ; AL590445:84234-84896(-); OK
AL590447:170385-171047 ; AL590447:170385-171047(+); OK
AL590451:c(219410-220072) ; AL590451:219410-220072(-); OK
AL590450:c(89754-90416) ; AL590450:89754-90416(-); OK
AL590450:206432-207094 ; AL590450:206432-207094(+); OK
AL391737:c(94478-95137) ; ND ; ND
AL590442:c(19799-20458) ; AL590442:19799-20458(-); OK
AL590442:22942-23601 ; AL590442:22942-23601(+); OK
AL590444:68782-69441 ; AL590444:68734-69441(+); error - start (68782/68734)
AL590445:62591-63250 ; AL590445:62591-63250(+); OK
AL590445:c(87402-88061) ; AL590445:87402-88061(-); OK
AL590447:15454-16113 ; AL590447:15454-16113(+); OK
AL590448:173125-173784 ; AL590448:173125-173784(+); OK
AL590449:136267-136926 ; AL590449:136267-136926(+); OK
AL590446:47511-48167 ; AL590446:47511-48167(+); OK
AL590446:52932-53588 ; AL590446:52932-53588(+); OK
AL590446:c(192459-193115) ; AL590446:192459-193115(-); OK
AL590447:c(122837-123493) ; AL590447:122837-123493(-); OK
AL590448:137566-138222 ; AL590448:137566-138222(+); OK
AL590451:61307-61963 ; AL590451:61307-61963(+); OK
AL590449:256522-257178 ; AL590449:256666-257178(+); error - start (256522/256666)
AL391737:c(128783-129436) ; ND ; ND
AL590445:join(95401..95406,95438..96085) ; AL590445:95474-96085(+); error (256522/95474)(257178/96085)
AL590449:38905-39558 ; AL590449:38905-39558(+); OK
AL590450:c(226899-227552) ; AL590450:226899-227552(-); OK
AL391737:62689-63339 ; ND ; ND
AL391737:c(117231-117881) ; ND ; ND
AL590443:c(185057-185707) ; ND ; ND
AL590444:c(150551-151201) ; AL590444:150551-151201(-); OK
AL590448:c(187184-187834) ; AL590448:187184-187846(-); error - start (187834/187846)
AL590451:c(143294-143944) ; AL590451:143294-143944(-); OK
AL590448:167895-168542 ; AL590448:167895-168542(+); OK
AL590451:c(126385-127032) ; AL590451:126385-127032(-); OK
AL590444:c(190762-191406) ; AL590444:190762-191406(-); OK
AL590444:198762-199406 ; AL590444:198762-199406(+); OK
AL590446:32819-33463 ; AL590446:32819-33463(+); OK
AL590447:c(82740-83384) ; AL590447:82740-83384(-); OK
AL590448:c(49054-49698) ; AL590448:49054-49698(-); OK
AL590448:c(187951-188595) ; AL590448:187951-188595(-); OK
AL590451:104843-105487 ; AL590451:104843-105487(+); OK
AL590442:c(109668-110309) ; AL590442:109668-110309(-); OK
AL590444:c(16684-17325) ; AL590444:16684-17325(-); OK
AL590446:c(142301-142942) ; AL590446:142301-142954(-); error - start (142942/142954)
AL590447:c(112300-112941) ; AL590447:112300-112941(-); OK
AL391737:89911-90549 ; ND ; ND
AL590442:48445-49083 ; AL590442:48445-49083(+); OK
AL590443:c(187310-187948) ; AL590443:187310-187948(-); OK
AL590446:36771-37409 ; AL590446:36771-37409(+); OK
AL590449:c(15827-16465) ; AL590449:15827-16465(-); OK
AL590449:c(145260-145898) ; AL590449:145260-145898(-); OK
AL590447:c(208618-209253) ; AL590447:208618-209253(-); OK
AL590447:223959-224594 ; AL590447:223971-224594(+); error - start (223959/223971)
AL590447:223959-224594 ; AL590449:1983-2606(-); error (223959/1983)(224594/2606)
AL590450:127305-127940 ; AL590450:127305-127940(+); OK
AL590448:56838-57470 ; AL590448:56838-57470(+); OK
AL590451:169941-170573 ; AL590451:169896-170573(+); error - start (169941/169896)
AL590449:109189-109821 ; AL590449:109189-109821(+); OK
AL590445:c(118940-119569) ; AL590445:118940-119557(-); error - start (119569/119557)
AL590451:c(104131-104760) ; AL590451:104131-104760(-); OK
AL391737:c(91676-92302) ; ND ; ND
AL590443:102028-102654 ; AL590443:102028-102654(+); OK
AL590445:132341-132967 ; AL590445:132341-132967(+); OK
AL590447:c(54417-55043) ; AL590447:54417-55043(-); OK
AL590451:c(91561-92187) ; AL590451:91561-92187(-); OK
AL590451:c(237506-238132) ; ND ; ND
AL590449:c(46034-46660) ; AL590449:46034-46624(-); error - start (46660/46624)
AL590450:c(210372-210998) ; AL590450:210372-210998(-); OK
AL590442:139110-139733 ; AL590442:139110-139733(+); OK
AL590447:117832-118455 ; AL590447:117832-118455(+); OK
AL590448:c(21713-22336) ; AL590448:21713-22336(-); OK
AL590448:c(214734-215357) ; AL590448:214734-215357(-); OK
AL590448:c(214734-215357) ; AL590449:11497-12120(-); error (214734/11497)(215357/12120)
AL590451:123931-124554 ; AL590451:123925-124554(+); error - start (123931/123925)
AL391737:c(195526-196146) ; ND ; ND
AL590442:91613-92233 ; AL590442:91613-92233(+); OK
AL590451:c(183070-183690) ; AL590451:183070-183690(-); OK
AL391737:32500-33117 ; AL590448:15802-16332(+); error (32500/15802)(33117/16332)
AL391737:c(92350-92967) ; ND ; ND
AL590442:41423-42040 ; AL590442:41423-42040(+); OK
AL590449:162388-163005 ; AL590449:162262-163005(+); error - start (162388/162262)
AL590444:8780-9394 ; AL590442:196973-197425(-); error (8780/196973)(9394/197425)
AL590447:147494-148108 ; AL590447:147494-148108(+); OK
AL590448:c(88113-88727) ; AL590448:88113-88751(-); error - start (88727/88751)
AL590451:c(115084-115698) ; AL590451:115084-115698(-); OK
AL590450:71997-72611 ; AL590450:71997-72611(+); OK
AL590450:c(176661-177275) ; AL590450:176661-177275(-); OK
AL391737:c(38988-39599) ; ND ; ND
AL590442:c(138459-139070) ; AL590442:138459-139070(-); OK
AL590444:c(24775-25386) ; AL590444:24775-25386(-); OK
AL590446:29605-30216 ; AL590446:29530-30216(+); error - start (29605/29530)
AL590447:c(210114-210725) ; AL590447:210114-210725(-); OK
AL590448:172442-173053 ; AL590448:172412-173053(+); error - start (172442/172412)
AL590451:165200-165811 ; AL590451:165200-165811(+); OK
AL590449:c(40874-41485) ; AL590449:40874-41506(-); error - start (41485/41506)
AL590449:c(204237-204848) ; AL590449:204237-204827(-); error - start (204848/204827)
AL590449:c(219764-220375) ; AL590449:219764-220375(-); OK
AL391737:c(74157-74765) ; ND ; ND
AL590443:136308-136916 ; AL590443:136308-136916(+); OK
AL590447:118877-119485 ; AL590447:118877-119485(+); OK
AL590451:125721-126329 ; AL590451:125721-126329(+); OK
AL590450:237215-237823 ; AL590450:237215-237823(+); OK
AL590443:171118-171723 ; AL590443:171118-171723(+); OK
AL590447:84595-85200 ; AL590447:84595-85200(+); OK
AL590449:c(19647-20252) ; AL590449:19647-20252(-); OK
AL590442:c(110397-110999) ; AL590442:110397-111062(-); error - start (110999/111062)
AL590443:176061-176663 ; AL590443:176061-176663(+); OK
AL590448:24242-24844 ; AL590448:24242-24844(+); OK
AL590448:183987-184589 ; AL590448:184026-184589(+); error - start (183987/184026)
AL590451:c(15968-16570) ; AL590451:15968-16570(-); OK
AL590449:c(243432-244034) ; ND ; ND
AL590442:139837-140436 ; AL590442:139837-140436(+); OK
AL590445:c(47587-48186) ; AL590445:47587-48141(-); error - start (48186/48141)
