PROTEOME ; PRODIGAL ; ERROR PRODIGAL
ABGB01000129:178-1044 ; NW_003102177:178-1044(+); OK
ABGB01000001:78269-79132 ; NW_001849444:124965-125870(-); error (78269/124965)(79132/125870)
ABGB01000002:32992-33855 ; NW_001849446:50896-51759(+); error (32992/50896)(33855/51759)
ABGB01000020:c(27615-28478) ; NW_003102068:27615-28478(-); OK
ABGB01000039:6532-7395 ; NW_003102087:6532-7395(+); OK
ABGB01000002:c(60600-61460) ; NW_001849446:78504-79376(-); error (60600/78504)(61460/79376)
ABGB01000015:96288-97148 ; NW_003102063:96288-97148(+); OK
ABGB01000018:c(65725-66585) ; NW_003102066:65725-66585(-); OK
ABGB01000024:3152-4012 ; NW_003102072:3152-4012(+); OK
ABGB01000002:59679-60536 ; NW_001849446:77583-78440(+); error (59679/77583)(60536/78440)
ABGB01000005:32637-33494 ; NW_001849445:32637-33494(+); OK
ABGB01000014:25938-26795 ; NW_003102062:25938-26795(+); OK
ABGB01000014:c(48483-49340) ; NW_003102062:48483-49340(-); OK
ABGB01000022:21702-22559 ; NW_003102070:21702-22559(+); OK
ABGB01000022:32132-32989 ; NW_003102070:32132-32989(+); OK
ABGB01000040:c(11244-12101) ; NW_003102088:11244-12101(-); OK
ABGB01000015:27907-28761 ; NW_003102063:27907-28761(+); OK
ABGB01000027:c(24131-24985) ; NW_003102075:24131-24985(-); OK
ABGB01000001:67030-67881 ; NW_001849444:136216-137067(-); error (67030/136216)(67881/137067)
ABGB01000002:c(20865-21716) ; NW_001849446:38769-39620(-); error (20865/38769)(21716/39620)
ABGB01000002:35349-36200 ; NW_001849446:53253-54104(+); error (35349/53253)(36200/54104)
ABGB01000027:6050-6901 ; NW_003102075:6050-6901(+); OK
ABGB01000051:c(4967-5818) ; NW_003102099:4967-5818(-); OK
ABGB01000051:c(4967-5818) ; NW_003102090:2546-3397(-); error (4967/2546)(5818/3397)
ABGB01000549:469-1320 ; NW_003102882:2-1150(-); error (469/2)(1320/1150)
ABGB01000001:c(62620-63468) ; NW_001849444:140572-141477(+); error (62620/140572)(63468/141477)
ABGB01000001:c(112712-113560) ; NW_001849444:90537-91385(+); error (112712/90537)(113560/91385)
ABGB01000004:61303-62151 ; NW_001849444:19418-20266(-); error (61303/19418)(62151/20266)
ABGB01000015:8113-8961 ; NW_003102063:8113-8961(+); OK
ABGB01000017:19627-20475 ; NW_003102065:19627-20475(+); OK
ABGB01000020:39132-39980 ; NW_003102068:39132-39980(+); OK
ABGB01000030:c(15042-15890) ; NW_003102078:15042-15890(-); OK
ABGB01000031:c(5805-6653) ; NW_003102079:5805-6653(-); OK
ABGB01000002:48201-49046 ; NW_001849446:66105-66950(+); error (48201/66105)(49046/66950)
ABGB01000029:c(14555-15400) ; NW_003102077:14555-15400(-); OK
ABGB01000030:8523-9368 ; NW_003102078:8523-9368(+); OK
ABGB01000005:c(12949-13791) ; NW_001849445:12949-13791(-); OK
ABGB01000014:51443-52285 ; NW_003102062:51443-52285(+); OK
ABGB01000015:c(73733-74575) ; NW_003102063:73733-74575(-); OK
ABGB01000016:c(47523-48365) ; NW_003102064:47523-48365(-); OK
ABGB01000001:c(79258-80094) ; NW_001849444:124003-124839(+); error (79258/124003)(80094/124839)
ABGB01000001:c(79258-80094) ; NW_003102068:26653-27489(+); error (79258/26653)(80094/27489)
ABGB01000004:57905-58741 ; NW_001849444:22828-23664(-); error (57905/22828)(58741/23664)
ABGB01000014:c(1940-2776) ; NW_003102062:1940-2776(-); OK
ABGB01000014:c(34797-35633) ; NW_003102062:34797-35633(-); OK
ABGB01000023:4176-5012 ; NW_003102071:4176-5012(+); OK
ABGB01000002:66285-67118 ; NW_001849446:84189-85022(+); error (66285/84189)(67118/85022)
ABGB01000026:c(1565-2398) ; NW_003102074:1565-2398(-); OK
ABGB01000031:13320-14153 ; NW_003102079:13320-14153(+); OK
ABGB01000001:111226-112056 ; NW_001849444:92041-92871(-); error (111226/92041)(112056/92871)
ABGB01000014:66079-66909 ; NW_003102062:66079-66909(+); OK
ABGB01000030:c(14050-14880) ; NW_003102078:14050-14880(-); OK
ABGB01000034:c(1248-2078) ; NW_003102082:1248-2078(-); OK
ABGB01000457:c(396-1226) ; NW_003102505:396-1226(-); OK
ABGB01000002:34456-35283 ; NW_001849446:52360-53187(+); error (34456/52360)(35283/53187)
ABGB01000014:126293-127120 ; NW_003102062:126293-127120(+); OK
ABGB01000022:17787-18614 ; NW_003102070:17787-18614(+); OK
ABGB01000031:c(8189-9016) ; NW_003102079:8189-9016(-); OK
ABGB01000003:29562-30386 ; NW_001849445:72988-73812(+); error (29562/72988)(30386/73812)
ABGB01000003:c(56664-57488) ; NW_001849445:100090-100914(-); error (56664/100090)(57488/100914)
ABGB01000005:2540-3364 ; NW_001849445:2501-3364(+); error - start (2540/2501)
ABGB01000020:40590-41414 ; NW_003102068:40590-41414(+); OK
ABGB01000029:c(23416-24240) ; NW_003102077:23416-24240(-); OK
ABGB01000001:c(714-1535) ; NW_001849444:202562-203383(+); error (714/202562)(1535/203383)
ABGB01000016:86002-86823 ; NW_003102064:86065-86823(+); error - start (86002/86065)
ABGB01000029:c(15643-16464) ; NW_003102077:15643-16464(-); OK
ABGB01000229:c(262-1083) ; NW_003102893:101-955(-); error (262/101)(1083/955)
ABGB01000001:49128-49946 ; NW_001849444:154151-154969(-); error (49128/154151)(49946/154969)
ABGB01000014:c(92271-93089) ; NW_003102062:92271-93089(-); OK
ABGB01000025:c(17647-18465) ; NW_003102073:17647-18465(-); OK
ABGB01000001:16532-17347 ; NW_001849444:186750-187565(-); error (16532/186750)(17347/187565)
ABGB01000034:c(14129-14944) ; NW_003102082:14129-14944(-); OK
ABGB01000042:c(2546-3361) ; ND ; ND
ABGB01001148:205-1020 ; NW_003103196:205-1020(+); OK
ABGB01000014:99802-100614 ; NW_003102062:99802-100614(+); OK
ABGB01000024:c(6535-7347) ; NW_003102072:6535-7347(-); OK
ABGB01000035:c(7696-8508) ; NW_003102083:7696-8508(-); OK
ABGB01000189:c(310-1122) ; NW_003102237:310-1122(-); OK
ABGB01000016:c(56967-57776) ; NW_003102064:56967-57776(-); OK
ABGB01000496:298-1107 ; NW_003102544:298-1107(+); OK
ABGB01000496:298-1107 ; NW_003102519:76-786(+); error (298/76)(1107/786)
ABGB01000496:298-1107 ; NW_003102443:892-1467(-); error (298/892)(1107/1467)
ABGB01000033:c(8124-8930) ; NW_003102081:8124-8930(-); OK
ABGB01000016:c(85131-85934) ; NW_003102064:85131-85934(-); OK
ABGB01000017:c(65779-66582) ; NW_003102065:65779-66582(-); OK
ABGB01000002:c(49933-50733) ; NW_001849446:67837-68637(-); error (49933/67837)(50733/68637)
ABGB01000017:c(79785-80585) ; NW_003102065:79785-80585(-); OK
ABGB01000038:15385-16182 ; NW_003102086:15385-16182(+); OK
ABGB01000002:c(55174-55968) ; NW_001849446:73078-73872(-); error (55174/73078)(55968/73872)
ABGB01000015:76331-77125 ; NW_003102063:76331-77125(+); OK
ABGB01000017:50303-51097 ; NW_003102065:50303-51097(+); OK
ABGB01000018:12061-12855 ; NW_003102066:12061-12855(+); OK
ABGB01000113:c(377-1171) ; NW_003102161:377-1171(-); OK
ABGB01000375:357-1151 ; NW_003102423:279-1151(+); error - start (357/279)
ABGB01000802:364-1158 ; NW_003102850:364-1158(+); OK
ABGB01000037:8774-9565 ; NW_003102085:8774-9565(+); OK
ABGB01000016:c(84265-85053) ; NW_003102064:84265-85053(-); OK
ABGB01000022:c(10417-11205) ; NW_003102070:10417-11205(-); OK
ABGB01000057:c(3044-3832) ; NW_003102105:3044-3832(-); OK
ABGB01000001:c(83187-83972) ; NW_001849444:120062-120910(+); error (83187/120062)(83972/120910)
ABGB01000014:104260-105045 ; NW_003102062:104260-105045(+); OK
ABGB01000016:c(108209-108994) ; NW_003102064:108209-108994(-); OK
ABGB01000025:c(18545-19330) ; NW_003102073:18545-19330(-); OK
ABGB01000031:c(10234-11019) ; NW_003102079:10234-11019(-); OK
ABGB01000115:65-850 ; NW_003102163:65-850(+); OK
ABGB01000233:659-1444 ; NW_003102281:659-1444(+); OK
ABGB01000001:c(92494-93276) ; NW_001849444:110821-111603(+); error (92494/110821)(93276/111603)
ABGB01000003:c(43124-43906) ; NW_001849445:86550-87332(-); error (43124/86550)(43906/87332)
ABGB01000014:c(28981-29763) ; NW_003102062:28981-29763(-); OK
ABGB01000015:c(97235-98017) ; NW_003102063:97235-98017(-); OK
ABGB01000020:c(29848-30630) ; NW_003103271:590-1078(+); error (29848/590)(30630/1078)
ABGB01000020:c(29848-30630) ; NW_003102068:29848-30630(-); OK
ABGB01000022:20869-21651 ; NW_003102070:20869-21651(+); OK
ABGB01000023:2070-2852 ; NW_003102071:2070-2852(+); OK
ABGB01000016:c(95186-95965) ; NW_003102064:95186-95965(-); OK
ABGB01000018:20826-21605 ; NW_003102066:20826-21605(+); OK
ABGB01000035:6821-7600 ; NW_003102083:6821-7600(+); OK
ABGB01000643:244-1023 ; NW_003102691:292-1023(+); error - start (244/292)
ABGB01000780:c(40-819) ; NW_003102975:447-1001(-); error (40/447)(819/1001)
ABGB01000780:c(40-819) ; NW_003102828:40-819(-); OK
ABGB01000780:c(40-819) ; NW_003102310:143-760(-); error (40/143)(819/760)
ABGB01000003:8523-9299 ; NW_001849445:51949-52725(+); error (8523/51949)(9299/52725)
ABGB01000003:77629-78405 ; NW_001849445:121055-121831(+); error (77629/121055)(78405/121831)
ABGB01000014:c(47232-48008) ; NW_003102062:47232-48008(-); OK
ABGB01000021:c(19684-20460) ; NW_003102069:19684-20460(-); OK
ABGB01000002:16727-17500 ; NW_001849446:34631-35404(+); error (16727/34631)(17500/35404)
ABGB01000019:c(18903-19676) ; NW_003102067:18903-19676(-); OK
ABGB01000025:c(1447-2220) ; NW_003102073:1447-2238(-); error - start (2220/2238)
ABGB01000029:17153-17926 ; NW_003102077:17153-17926(+); OK
ABGB01000035:15685-16458 ; NW_003102083:15685-16458(+); OK
ABGB01000044:1134-1907 ; NW_003102092:1134-1907(+); OK
ABGB01000002:38196-38966 ; NW_001849446:56100-56870(+); error (38196/56100)(38966/56870)
ABGB01000004:c(35703-36473) ; NW_001849444:45096-45866(+); error (35703/45096)(36473/45866)
ABGB01000281:c(685-1455) ; NW_003102329:685-1455(-); OK
ABGB01000014:107624-108391 ; NW_003102062:107624-108391(+); OK
ABGB01000019:c(48842-49609) ; NW_003102067:48842-49609(-); OK
ABGB01000030:c(20999-21766) ; NW_003102078:20999-21823(-); error - start (21766/21823)
ABGB01000001:27152-27916 ; NW_001849444:176181-176999(-); error (27152/176181)(27916/176999)
ABGB01000004:c(43829-44593) ; NW_001849444:36976-37740(+); error (43829/36976)(44593/37740)
ABGB01000023:c(2876-3637) ; NW_003103282:271-1032(+); error (2876/271)(3637/1032)
ABGB01000023:c(2876-3637) ; NW_003102071:2876-3637(-); OK
ABGB01000033:11345-12106 ; NW_003102081:11336-12106(+); error - start (11345/11336)
ABGB01000051:4197-4958 ; NW_003102099:4197-4958(+); OK
ABGB01001327:336-1097 ; NW_003103375:336-1097(+); OK
ABGB01000001:54734-55492 ; NW_001849444:148605-149363(-); error (54734/148605)(55492/149363)
ABGB01000001:c(63795-64553) ; NW_001849444:139544-140302(+); error (63795/139544)(64553/140302)
ABGB01000003:34318-35076 ; NW_001849445:77744-78502(+); error (34318/77744)(35076/78502)
ABGB01000004:56451-57209 ; NW_001849444:24360-25118(-); error (56451/24360)(57209/25118)
ABGB01000020:c(49824-50582) ; NW_003102068:49824-50582(-); OK
ABGB01000023:c(1240-1998) ; NW_003102071:1240-1998(-); OK
ABGB01000026:c(21689-22447) ; NW_003102074:21689-22447(-); OK
ABGB01000037:14464-15222 ; NW_003102085:14464-15222(+); OK
ABGB01000001:c(24253-25008) ; NW_001849444:179098-179844(+); error (24253/179098)(25008/179844)
ABGB01000002:86260-87015 ; NW_001849446:104164-104919(+); error (86260/104164)(87015/104919)
ABGB01000019:c(51920-52675) ; NW_003102067:51920-52741(-); error - start (52675/52741)
ABGB01000033:c(15231-15986) ; NW_003102081:15231-15986(-); OK
ABGB01000129:1084-1839 ; NW_003102177:1090-1839(+); error - start (1084/1090)
ABGB01000001:c(74780-75532) ; NW_001849444:128565-129317(+); error (74780/128565)(75532/129317)
ABGB01000015:101876-102628 ; NW_003102063:101747-102628(+); error - start (101876/101747)
ABGB01000040:c(5612-6364) ; NW_003102088:5612-6364(-); OK
ABGB01000020:55769-56518 ; NW_003102068:55769-56518(+); OK
ABGB01000001:117504-118250 ; NW_001849444:85847-86593(-); error (117504/85847)(118250/86593)
ABGB01000014:c(40972-41718) ; NW_003102062:40972-41718(-); OK
ABGB01000014:49356-50102 ; NW_003102062:49356-50102(+); OK
ABGB01000001:c(25080-25823) ; NW_001849444:178274-179017(+); error (25080/178274)(25823/179017)
ABGB01000014:9691-10434 ; NW_003102062:9691-10434(+); OK
ABGB01000014:128328-129071 ; NW_003102062:128280-129071(+); error - start (128328/128280)
ABGB01000015:c(24952-25695) ; NW_003102063:24952-25695(-); OK
ABGB01000022:24488-25231 ; NW_003102070:24488-25231(+); OK
ABGB01000027:13756-14499 ; NW_003102075:13756-14499(+); OK
ABGB01000029:c(17939-18682) ; NW_003102077:17939-18682(-); OK
ABGB01000003:21029-21769 ; NW_001849445:64455-65195(+); error (21029/64455)(21769/65195)
ABGB01000005:c(12114-12854) ; NW_001849445:12114-12854(-); OK
ABGB01000014:55336-56076 ; NW_003102062:55336-56076(+); OK
ABGB01000016:37699-38436 ; NW_003102064:37699-38436(+); OK
ABGB01000022:c(8278-9015) ; NW_003102070:8278-8979(-); error - start (9015/8979)
ABGB01000027:4190-4927 ; NW_003102075:4190-4927(+); OK
ABGB01000130:183-920 ; NW_003102676:476-1084(-); error (183/476)(920/1084)
ABGB01000130:183-920 ; NW_003102178:183-920(+); OK
ABGB01000107:c(1426-2160) ; NW_003102155:1426-2160(-); OK
ABGB01000002:49157-49888 ; NW_001849446:67016-67792(+); error (49157/67016)(49888/67792)
ABGB01000004:29039-29770 ; NW_001849444:51799-52530(-); error (29039/51799)(29770/52530)
ABGB01000014:c(2855-3586) ; NW_003102062:2855-3607(-); error - start (3586/3607)
ABGB01000027:8999-9730 ; NW_003102075:8999-9730(+); OK
ABGB01000049:5298-6029 ; NW_003102097:5298-6029(+); OK
ABGB01001118:107-838 ; NW_003103166:107-838(+); OK
ABGB01000001:c(89550-90278) ; NW_001849444:113819-114547(+); error (89550/113819)(90278/114547)
ABGB01000015:88446-89174 ; NW_003102063:88446-89174(+); OK
ABGB01000016:c(97133-97861) ; NW_003102064:97133-97861(-); OK
ABGB01000018:29518-30246 ; NW_003102066:29518-30246(+); OK
ABGB01000021:18138-18866 ; NW_003102069:18102-18866(+); error - start (18138/18102)
ABGB01000001:c(86869-87594) ; NW_001849444:116503-117228(+); error (86869/116503)(87594/117228)
ABGB01000016:13438-14163 ; NW_003102064:13438-14163(+); OK
ABGB01000024:4074-4799 ; NW_003102072:4074-4799(+); OK
ABGB01000025:19364-20089 ; NW_003102073:19364-20089(+); OK
ABGB01000032:c(8265-8990) ; NW_003102080:8265-8990(-); OK
ABGB01000004:c(73100-73822) ; NW_001849444:7705-8469(+); error (73100/7705)(73822/8469)
ABGB01000016:c(6379-7101) ; NW_003102064:6379-7080(-); error - start (7101/7080)
ABGB01000024:1922-2644 ; NW_003102072:1922-2644(+); OK
ABGB01000024:18615-19337 ; NW_003102072:18615-19337(+); OK
ABGB01000026:c(22618-23340) ; NW_003102074:22618-23376(-); error - start (23340/23376)
ABGB01000767:506-1228 ; NW_003102815:506-1228(+); OK
ABGB01000767:506-1228 ; NW_003102439:1-426(-); error (506/1)(1228/426)
ABGB01001069:c(198-920) ; NW_003103117:198-920(-); OK
ABGB01000001:c(49955-50674) ; NW_001849444:153423-154142(+); error (49955/153423)(50674/154142)
ABGB01000014:c(18089-18808) ; NW_003102062:18089-18808(-); OK
ABGB01000015:7321-8040 ; NW_003102063:7321-8040(+); OK
ABGB01000030:c(21845-22564) ; NW_003102078:21845-22564(-); OK
ABGB01000001:69386-70102 ; NW_001849444:133995-134711(-); error (69386/133995)(70102/134711)
ABGB01000001:76594-77310 ; NW_001849444:126787-127503(-); error (76594/126787)(77310/127503)
ABGB01000005:c(23000-23716) ; NW_001849445:23000-23716(-); OK
ABGB01000017:67836-68552 ; NW_003102065:67836-68552(+); OK
ABGB01000025:c(12319-13035) ; NW_003102073:12319-13035(-); OK
ABGB01000003:c(39970-40683) ; NW_001849445:83396-84109(-); error (39970/83396)(40683/84109)
ABGB01000004:2981-3694 ; NW_001849444:77875-78588(-); error (2981/77875)(3694/78588)
ABGB01000026:c(23404-24117) ; NW_003102074:23404-24117(-); OK
ABGB01000031:c(6653-7363) ; NW_003102079:6653-7363(-); OK
ABGB01000034:c(4985-5695) ; NW_003102082:4985-5695(-); OK
ABGB01000246:67-777 ; NW_003102594:159-968(+); error (67/159)(777/968)
ABGB01000002:39379-40086 ; NW_001849446:57283-57990(+); error (39379/57283)(40086/57990)
ABGB01000002:c(62864-63571) ; NW_001849446:80768-81475(-); error (62864/80768)(63571/81475)
ABGB01000015:c(57661-58368) ; NW_003102063:57661-58368(-); OK
ABGB01000032:4087-4794 ; NW_003102080:4087-4794(+); OK
ABGB01000055:3668-4375 ; NW_003102103:3668-4375(+); OK
ABGB01000004:c(13893-14597) ; NW_001849444:66972-67676(+); error (13893/66972)(14597/67676)
ABGB01000014:c(25202-25906) ; NW_003102062:25202-25906(-); OK
ABGB01000015:c(15786-16490) ; NW_003102063:15786-16490(-); OK
ABGB01000016:78533-79237 ; NW_003102064:78533-79237(+); OK
ABGB01000021:30139-30843 ; NW_003102069:30139-30843(+); OK
ABGB01000025:c(20086-20790) ; NW_003102073:20086-20811(-); error - start (20790/20811)
ABGB01000027:9804-10508 ; NW_003102075:9804-10508(+); OK
ABGB01000302:322-1026 ; NW_003102350:322-1026(+); OK
ABGB01000018:37321-38022 ; NW_003102066:37321-38022(+); OK
ABGB01000021:c(20965-21666) ; NW_003102069:20965-21666(-); OK
ABGB01000025:22703-23404 ; NW_003102073:22703-23404(+); OK
ABGB01000001:c(58792-59490) ; NW_001849444:144583-145305(+); error (58792/144583)(59490/145305)
ABGB01000004:c(23092-23790) ; NW_001849444:57767-58477(+); error (23092/57767)(23790/58477)
ABGB01000004:76670-77368 ; NW_001849444:4201-4899(-); error (76670/4201)(77368/4899)
ABGB01000005:c(28785-29483) ; NW_001849445:28785-29483(-); OK
ABGB01000038:c(2845-3543) ; NW_003102086:2845-3543(-); OK
ABGB01000038:3629-4327 ; NW_003102086:3629-4327(+); OK
ABGB01000001:44390-45085 ; NW_001849444:159012-159707(-); error (44390/159012)(45085/159707)
ABGB01000005:c(3374-4069) ; NW_001849445:3374-4096(-); error - start (4069/4096)
ABGB01000014:37898-38593 ; NW_003102062:37898-38593(+); OK
ABGB01000837:c(5-700) ; NW_003103357:3-1001(+); error (5/3)(700/1001)
ABGB01000002:12219-12911 ; NW_001849446:30123-30815(+); error (12219/30123)(12911/30815)
ABGB01000002:c(50793-51485) ; NW_001849446:68697-69389(-); error (50793/68697)(51485/69389)
ABGB01000001:61908-62597 ; NW_001849444:141500-142189(-); error (61908/141500)(62597/142189)
ABGB01000014:54560-55249 ; NW_003102062:54560-55249(+); OK
ABGB01000015:c(28812-29501) ; NW_003102063:28812-29501(-); OK
ABGB01000016:c(33402-34091) ; NW_003102064:33402-33980(-); error - start (34091/33980)
ABGB01000020:c(38406-39095) ; NW_003102068:38406-39089(-); error - start (39095/39089)
ABGB01000001:101118-101804 ; NW_001849444:102293-102952(-); error (101118/102293)(101804/102952)
ABGB01000015:38817-39503 ; NW_003102063:38817-39503(+); OK
ABGB01000017:25033-25719 ; NW_003102065:25033-25719(+); OK
ABGB01000038:1069-1755 ; NW_003102086:1069-1755(+); OK
ABGB01000065:c(183-869) ; NW_003103584:206-535(+); error (183/206)(869/535)
ABGB01000065:c(183-869) ; NW_003103495:602-931(-); error (183/602)(869/931)
ABGB01000065:c(183-869) ; NW_003102113:183-869(-); OK
ABGB01000032:c(19283-19966) ; NW_003102080:19283-19966(-); OK
ABGB01000004:c(7955-8635) ; NW_001849444:72934-73614(+); error (7955/72934)(8635/73614)
ABGB01000016:110843-111523 ; NW_003102064:110843-111523(+); OK
ABGB01000018:32586-33266 ; NW_003102066:32586-33266(+); OK
ABGB01000024:22709-23389 ; NW_003102072:22628-23389(+); error - start (22709/22628)
ABGB01000032:c(7498-8178) ; NW_003102080:7498-8178(-); OK
ABGB01000049:c(6-686) ; NW_003102097:6-686(-); OK
ABGB01000078:134-814 ; NW_003102126:134-814(+); OK
ABGB01000078:134-814 ; NW_003102067:20183-20863(+); error (134/20183)(814/20863)
ABGB01000142:c(1022-1702) ; NW_003102190:1022-1702(-); OK
ABGB01000003:c(54329-55006) ; NW_001849445:97755-98432(-); error (54329/97755)(55006/98432)
ABGB01000014:74269-74946 ; NW_003102062:74269-74946(+); OK
ABGB01000015:c(61821-62498) ; NW_003102063:61821-62498(-); OK
ABGB01000063:c(380-1057) ; NW_003102111:380-1057(-); OK
ABGB01000022:c(19805-20479) ; NW_003102070:19805-20479(-); OK
ABGB01000018:c(53933-54604) ; NW_003102066:53933-54604(-); OK
ABGB01000020:c(54508-55179) ; NW_003102068:54508-55179(-); OK
ABGB01000014:60657-61325 ; NW_003102062:60657-61325(+); OK
ABGB01000017:57322-57990 ; NW_003102065:57322-57990(+); OK
ABGB01000031:5042-5710 ; NW_003102079:5042-5710(+); OK
ABGB01000055:2968-3636 ; NW_003102103:2968-3636(+); OK
ABGB01000001:88883-89548 ; NW_001849444:114549-115214(-); error (88883/114549)(89548/115214)
ABGB01000003:c(68160-68825) ; NW_001849445:111586-112251(-); error (68160/111586)(68825/112251)
ABGB01000004:14695-15360 ; NW_001849444:66209-66874(-); error (14695/66209)(15360/66874)
ABGB01000004:79192-79857 ; NW_001849444:1712-2413(-); error (79192/1712)(79857/2413)
ABGB01000016:46602-47267 ; NW_003102064:46602-47267(+); OK
ABGB01000027:c(5008-5673) ; NW_003102075:5008-5673(-); OK
ABGB01000027:c(19051-19716) ; NW_003102075:19051-19716(-); OK
ABGB01000030:c(13285-13950) ; NW_003102078:13285-13950(-); OK
ABGB01000038:c(9188-9853) ; NW_003102086:9188-9853(-); OK
ABGB01000043:c(2276-2941) ; NW_003102091:2276-3040(-); error - start (2941/3040)
ABGB01000706:c(440-1105) ; NW_003102754:440-1105(-); OK
ABGB01000003:c(70180-70842) ; NW_001849445:113606-114295(-); error (70180/113606)(70842/114295)
ABGB01000004:c(32101-32763) ; NW_001849444:48797-49468(+); error (32101/48797)(32763/49468)
ABGB01000017:47599-48261 ; NW_003102065:47599-48261(+); OK
ABGB01000018:c(47339-48001) ; NW_003102066:47339-48001(-); OK
ABGB01000021:6344-7006 ; NW_003102069:6344-7006(+); OK
ABGB01000022:c(7505-8167) ; NW_003102070:7505-8167(-); OK
ABGB01000029:c(19475-20137) ; NW_003102077:19475-20137(-); OK
ABGB01000035:c(2254-2916) ; NW_003102083:2254-2916(-); OK
ABGB01000017:c(56653-57312) ; NW_003102065:56653-57312(-); OK
ABGB01000018:15145-15804 ; NW_003102066:15223-15804(+); error - start (15145/15223)
ABGB01001150:245-904 ; NW_003102298:483-1307(+); error (245/483)(904/1307)
ABGB01000004:c(10916-11572) ; NW_001849444:69967-70653(+); error (10916/69967)(11572/70653)
ABGB01000005:c(42394-43050) ; NW_001849445:42394-43050(-); OK
ABGB01000015:c(15090-15746) ; NW_003102063:15090-15746(-); OK
ABGB01000015:41593-42249 ; NW_003102063:41593-42249(+); OK
ABGB01000021:c(12616-13272) ; NW_003102069:12616-13272(-); OK
ABGB01000014:7633-8286 ; NW_003102062:7609-8286(+); error - start (7633/7609)
ABGB01000015:58420-59073 ; NW_003102063:58420-59073(+); OK
ABGB01000015:89252-89905 ; NW_003102063:89252-89905(+); OK
ABGB01000016:15333-15986 ; NW_003102064:15333-15986(+); OK
ABGB01000026:13700-14353 ; NW_003102074:13700-14353(+); OK
ABGB01000027:11733-12386 ; NW_003102075:11733-12386(+); OK
ABGB01000031:c(7375-8028) ; NW_003102079:7375-8028(-); OK
ABGB01000004:11919-12569 ; NW_001849444:69000-69650(-); error (11919/69000)(12569/69650)
ABGB01000018:33298-33948 ; NW_003102066:33298-33948(+); OK
ABGB01000020:c(13939-14589) ; NW_003102068:13939-14589(-); OK
ABGB01000041:c(13781-14431) ; NW_003102089:13781-14431(-); OK
ABGB01000003:15303-15950 ; NW_001849445:58729-59376(+); error (15303/58729)(15950/59376)
ABGB01000016:51091-51738 ; NW_003102064:51091-51738(+); OK
ABGB01000020:c(31758-32405) ; NW_003102455:150-797(-); error (31758/150)(32405/797)
ABGB01000020:c(31758-32405) ; NW_003102068:31758-32405(-); OK
ABGB01000021:c(36089-36736) ; NW_003102069:36089-36736(-); OK
ABGB01000024:31305-31952 ; NW_003102072:31305-31952(+); OK
ABGB01000032:15232-15879 ; NW_003102080:15232-15879(+); OK
ABGB01000411:564-1211 ; ND ; ND
ABGB01000016:c(86816-87460) ; NW_003102064:86816-87460(-); OK
ABGB01000037:c(16883-17527) ; NW_003102085:16883-17497(-); error - start (17527/17497)
ABGB01000038:c(1770-2414) ; NW_003102086:1770-2414(-); OK
ABGB01000041:7384-8028 ; NW_003102089:7384-8028(+); OK
ABGB01000371:495-1139 ; NW_003102419:495-1139(+); OK
ABGB01000016:80592-81233 ; NW_003102064:80565-81233(+); error - start (80592/80565)
ABGB01000018:c(5297-5938) ; NW_003102066:5297-5938(-); OK
ABGB01000018:c(24453-25094) ; NW_003102066:24453-25094(-); OK
ABGB01000019:c(28221-28862) ; NW_003102067:28221-28874(-); error - start (28862/28874)
ABGB01000042:1896-2537 ; NW_003102090:1776-2537(+); error - start (1896/1776)
ABGB01000019:53778-54416 ; NW_003102143:1711-2181(-); error (53778/1711)(54416/2181)
ABGB01000019:53778-54416 ; NW_003102067:53778-54416(+); OK
ABGB01000001:c(29173-29808) ; NW_001849444:174289-174924(+); error (29173/174289)(29808/174924)
ABGB01000001:75638-76273 ; NW_001849444:127824-128459(-); error (75638/127824)(76273/128459)
ABGB01000016:c(94533-95168) ; NW_003102064:94533-95168(-); OK
ABGB01000021:1002-1637 ; NW_003102069:1002-1637(+); OK
ABGB01000114:c(1331-1966) ; NW_003102162:1331-1966(-); OK
ABGB01000180:49-684 ; NW_003102228:82-684(+); error - start (49/82)
ABGB01000262:c(143-778) ; NW_003103497:2-760(-); error (143/2)(778/760)
ABGB01001091:72-707 ; NW_003103139:72-707(+); OK
ABGB01000014:c(10463-11095) ; NW_003102062:10463-11128(-); error - start (11095/11128)
ABGB01000027:c(1505-2137) ; NW_003102075:1505-2137(-); OK
ABGB01000002:c(90079-90708) ; NW_001849446:107983-108612(-); error (90079/107983)(90708/108612)
ABGB01000016:c(11663-12292) ; NW_003102064:11663-12292(-); OK
ABGB01000016:12319-12948 ; NW_003102064:12319-12948(+); OK
ABGB01000024:26610-27239 ; NW_003102072:26610-27239(+); OK
ABGB01000014:108443-109069 ; NW_003102062:108443-109069(+); OK
ABGB01000015:94967-95593 ; NW_003102063:94967-95593(+); OK
ABGB01000017:68638-69264 ; NW_003102065:68566-69264(+); error - start (68638/68566)
ABGB01000025:13718-14344 ; NW_003102073:13718-14344(+); OK
ABGB01000046:c(5235-5861) ; NW_003103593:183-809(+); error (5235/183)(5861/809)
ABGB01000046:c(5235-5861) ; NW_003102094:5235-5861(-); OK
ABGB01001140:297-923 ; NW_003103188:297-923(+); OK
ABGB01001140:297-923 ; NW_003102706:308-661(+); error (297/308)(923/661)
