PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
ABGB01000014:c(1940-2776) ; ND ; ND
ABGB01000014:c(34797-35633) ; NW_003102062:34797-35633(-); OK
ABGB01000023:4176-5012 ; NW_003102265:949-1785(-); error (4176/949)(5012/1785)
ABGB01000002:66285-67118 ; NW_001849446:84444-85022(+); error (66285/84444)(67118/85022)
ABGB01000026:c(1565-2398) ; ND ; ND
ABGB01000031:13320-14153 ; ND ; ND
ABGB01000001:111226-112056 ; NW_001849444:92041-92871(-); error (111226/92041)(112056/92871)
ABGB01000014:66079-66909 ; ND ; ND
ABGB01000030:c(14050-14880) ; ND ; ND
ABGB01000034:c(1248-2078) ; NW_003102082:1248-2078(-); OK
ABGB01000457:c(396-1226) ; NW_003102505:396-1226(-); OK
ABGB01000002:34456-35283 ; NW_001849446:52360-53187(+); error (34456/52360)(35283/53187)
ABGB01000014:126293-127120 ; NW_003102062:126293-127120(+); OK
ABGB01000022:17787-18614 ; NW_003102070:17787-18614(+); OK
ABGB01000031:c(8189-9016) ; ND ; ND
ABGB01000003:29562-30386 ; NW_001849445:72988-73812(+); error (29562/72988)(30386/73812)
ABGB01000003:c(56664-57488) ; ND ; ND
ABGB01000005:2540-3364 ; ND ; ND
ABGB01000020:40590-41414 ; NW_003102068:40677-41414(+); error - start (40590/40677)
ABGB01000029:c(23416-24240) ; NW_003102077:23416-24240(-); OK
ABGB01000001:c(714-1535) ; NW_001849444:202562-203383(+); error (714/202562)(1535/203383)
ABGB01000016:86002-86823 ; NW_003102064:86002-86823(+); OK
ABGB01000029:c(15643-16464) ; NW_003102077:15643-16362(-); error - start (16464/16362)
ABGB01000001:49128-49946 ; NW_001849444:154151-154918(-); error (49128/154151)(49946/154918)
ABGB01000014:c(92271-93089) ; ND ; ND
ABGB01000025:c(17647-18465) ; NW_003102073:17647-18465(-); OK
ABGB01000001:16532-17347 ; ND ; ND
ABGB01000034:c(14129-14944) ; ND ; ND
ABGB01000042:c(2546-3361) ; ND ; ND
ABGB01001148:205-1020 ; NW_003103196:205-1020(+); OK
ABGB01000014:99802-100614 ; NW_003102062:99802-100614(+); OK
ABGB01000024:c(6535-7347) ; NW_003102072:6535-7347(-); OK
ABGB01000035:c(7696-8508) ; NW_003102083:7696-8508(-); OK
ABGB01000189:c(310-1122) ; NW_003102075:26913-27167(-); error (310/26913)(1122/27167)
ABGB01000189:c(310-1122) ; NW_003102237:310-1122(-); OK
ABGB01000016:c(56967-57776) ; NW_003102064:56967-57776(-); OK
ABGB01000496:298-1107 ; NW_003102544:298-1107(+); OK
ABGB01000033:c(8124-8930) ; NW_003102081:8124-8930(-); OK
ABGB01000016:c(85131-85934) ; NW_003102064:85131-85934(-); OK
ABGB01000017:c(65779-66582) ; NW_003102065:65779-66582(-); OK
ABGB01000002:c(49933-50733) ; NW_001849446:67837-68637(-); error (49933/67837)(50733/68637)
ABGB01000017:c(79785-80585) ; NW_003102065:79785-80504(-); error - start (80585/80504)
ABGB01000038:15385-16182 ; ND ; ND
ABGB01000002:c(55174-55968) ; NW_001849446:73078-73872(-); error (55174/73078)(55968/73872)
ABGB01000015:76331-77125 ; NW_003102063:76331-77125(+); OK
ABGB01000017:50303-51097 ; NW_003102065:50303-51097(+); OK
ABGB01000018:12061-12855 ; NW_003102066:12061-12855(+); OK
ABGB01000113:c(377-1171) ; NW_003102161:377-1171(-); OK
ABGB01000375:357-1151 ; NW_003102423:357-1151(+); OK
ABGB01000802:364-1158 ; NW_003102850:469-1158(+); error - start (364/469)
ABGB01000037:8774-9565 ; NW_003102085:8774-9565(+); OK
ABGB01000016:c(84265-85053) ; NW_003102064:84265-85053(-); OK
ABGB01000022:c(10417-11205) ; ND ; ND
ABGB01000057:c(3044-3832) ; ND ; ND
ABGB01000001:c(83187-83972) ; ND ; ND
ABGB01000014:104260-105045 ; NW_003102062:104314-105045(+); error - start (104260/104314)
ABGB01000016:c(108209-108994) ; NW_003102064:108209-108994(-); OK
ABGB01000025:c(18545-19330) ; NW_003102073:18545-19330(-); OK
ABGB01000031:c(10234-11019) ; NW_003102079:10234-10836(-); error - start (11019/10836)
ABGB01000115:65-850 ; ND ; ND
ABGB01000233:659-1444 ; NW_003102281:659-1444(+); OK
ABGB01000233:659-1444 ; NW_003103309:95-526(+); error (659/95)(1444/526)
ABGB01000001:c(92494-93276) ; NW_001849444:110908-111603(+); error (92494/110908)(93276/111603)
ABGB01000003:c(43124-43906) ; NW_001849445:86550-87332(-); error (43124/86550)(43906/87332)
ABGB01000014:c(28981-29763) ; ND ; ND
ABGB01000015:c(97235-98017) ; NW_003102063:97235-97957(-); error - start (98017/97957)
ABGB01000020:c(29848-30630) ; ND ; ND
ABGB01000022:20869-21651 ; NW_003102070:20869-21651(+); OK
ABGB01000023:2070-2852 ; NW_003102071:2370-2852(+); error - start (2070/2370)
ABGB01000016:c(95186-95965) ; NW_003102064:95186-95965(-); OK
ABGB01000018:20826-21605 ; NW_003102066:20826-21605(+); OK
ABGB01000035:6821-7600 ; NW_003102083:6821-7600(+); OK
ABGB01000643:244-1023 ; NW_003102691:244-1023(+); OK
ABGB01000780:c(40-819) ; ND ; ND
ABGB01000003:8523-9299 ; ND ; ND
ABGB01000003:77629-78405 ; NW_001849445:121055-121831(+); error (77629/121055)(78405/121831)
ABGB01000014:c(47232-48008) ; NW_003102062:47232-48008(-); OK
ABGB01000021:c(19684-20460) ; NW_003102069:19684-20460(-); OK
ABGB01000002:16727-17500 ; ND ; ND
ABGB01000019:c(18903-19676) ; NW_003102067:18903-19676(-); OK
ABGB01000025:c(1447-2220) ; NW_003102073:1447-2220(-); OK
ABGB01000029:17153-17926 ; NW_003102077:17153-17926(+); OK
ABGB01000035:15685-16458 ; NW_003102083:15685-16458(+); OK
ABGB01000044:1134-1907 ; NW_003102092:1134-1907(+); OK
ABGB01000002:38196-38966 ; NW_001849446:56100-56870(+); error (38196/56100)(38966/56870)
ABGB01000004:c(35703-36473) ; NW_001849444:45096-45866(+); error (35703/45096)(36473/45866)
ABGB01000281:c(685-1455) ; NW_003102329:685-1455(-); OK
ABGB01000014:107624-108391 ; NW_003102062:107624-108391(+); OK
ABGB01000019:c(48842-49609) ; NW_003102067:48842-49609(-); OK
ABGB01000030:c(20999-21766) ; ND ; ND
ABGB01000001:27152-27916 ; NW_001849444:176181-176861(-); error (27152/176181)(27916/176861)
ABGB01000004:c(43829-44593) ; NW_001849444:36976-37740(+); error (43829/36976)(44593/37740)
ABGB01000023:c(2876-3637) ; NW_003102071:2876-3637(-); OK
ABGB01000023:c(2876-3637) ; NW_003103282:271-1032(+); error (2876/271)(3637/1032)
ABGB01000033:11345-12106 ; NW_003102081:11345-12106(+); OK
ABGB01000051:4197-4958 ; NW_003102099:4713-4958(+); error - start (4197/4713)
ABGB01001327:336-1097 ; ND ; ND
ABGB01000001:54734-55492 ; NW_001849444:148605-149363(-); error (54734/148605)(55492/149363)
ABGB01000001:c(63795-64553) ; NW_001849444:139544-140302(+); error (63795/139544)(64553/140302)
ABGB01000003:34318-35076 ; NW_001849445:77744-78502(+); error (34318/77744)(35076/78502)
ABGB01000004:56451-57209 ; NW_001849444:24360-25118(-); error (56451/24360)(57209/25118)
ABGB01000020:c(49824-50582) ; NW_003102068:49824-50444(-); error - start (50582/50444)
ABGB01000023:c(1240-1998) ; ND ; ND
ABGB01000026:c(21689-22447) ; ND ; ND
ABGB01000037:14464-15222 ; NW_003102085:14722-15222(+); error - start (14464/14722)
ABGB01000001:c(24253-25008) ; ND ; ND
ABGB01000002:86260-87015 ; NW_001849446:104203-104919(+); error (86260/104203)(87015/104919)
ABGB01000019:c(51920-52675) ; NW_003102067:51920-52360(-); error - start (52675/52360)
ABGB01000033:c(15231-15986) ; NW_003102081:15231-15986(-); OK
ABGB01000129:1084-1839 ; ND ; ND
ABGB01000001:c(74780-75532) ; NW_001849444:128565-129317(+); error (74780/128565)(75532/129317)
ABGB01000015:101876-102628 ; NW_003102063:101747-102628(+); error - start (101876/101747)
ABGB01000040:c(5612-6364) ; NW_003102088:5612-6364(-); OK
ABGB01000020:55769-56518 ; NW_003102068:55769-56518(+); OK
ABGB01000001:117504-118250 ; ND ; ND
ABGB01000014:c(40972-41718) ; ND ; ND
ABGB01000014:49356-50102 ; NW_003102062:49356-50102(+); OK
ABGB01000001:c(25080-25823) ; NW_001849444:178274-179017(+); error (25080/178274)(25823/179017)
ABGB01000014:9691-10434 ; NW_003102062:9691-10434(+); OK
ABGB01000014:128328-129071 ; ND ; ND
ABGB01000015:c(24952-25695) ; NW_003102063:24952-25695(-); OK
ABGB01000022:24488-25231 ; NW_003102070:24488-25231(+); OK
ABGB01000027:13756-14499 ; NW_003102075:13756-14499(+); OK
ABGB01000029:c(17939-18682) ; NW_003102077:17939-18682(-); OK
ABGB01000003:21029-21769 ; NW_001849445:64455-65195(+); error (21029/64455)(21769/65195)
ABGB01000005:c(12114-12854) ; ND ; ND
ABGB01000014:55336-56076 ; NW_003102062:55336-56076(+); OK
ABGB01000016:37699-38436 ; ND ; ND
ABGB01000022:c(8278-9015) ; NW_003102070:8278-9015(-); OK
ABGB01000027:4190-4927 ; NW_003102075:4190-4927(+); OK
ABGB01000107:c(1426-2160) ; ND ; ND
ABGB01000002:49157-49888 ; NW_001849446:67367-67792(+); error (49157/67367)(49888/67792)
ABGB01000004:29039-29770 ; NW_001849444:51799-52530(-); error (29039/51799)(29770/52530)
ABGB01000014:c(2855-3586) ; ND ; ND
ABGB01000027:8999-9730 ; ND ; ND
ABGB01000049:5298-6029 ; NW_003102097:5298-6029(+); OK
ABGB01001118:107-838 ; ND ; ND
ABGB01000001:c(89550-90278) ; NW_001849444:113879-114547(+); error (89550/113879)(90278/114547)
ABGB01000015:88446-89174 ; NW_003102063:88479-89174(+); error - start (88446/88479)
ABGB01000016:c(97133-97861) ; NW_003102064:97133-97861(-); OK
ABGB01000018:29518-30246 ; NW_003102066:29518-30246(+); OK
ABGB01000021:18138-18866 ; NW_003102069:18138-18866(+); OK
ABGB01000001:c(86869-87594) ; NW_001849444:116503-117228(+); error (86869/116503)(87594/117228)
ABGB01000016:13438-14163 ; NW_003102064:13438-14163(+); OK
ABGB01000024:4074-4799 ; ND ; ND
ABGB01000025:19364-20089 ; NW_003102073:19421-20089(+); error - start (19364/19421)
ABGB01000032:c(8265-8990) ; NW_003102080:8265-8987(-); error - start (8990/8987)
ABGB01000004:c(73100-73822) ; NW_001849444:7747-8469(+); error (73100/7747)(73822/8469)
ABGB01000016:c(6379-7101) ; NW_003102064:6379-7101(-); OK
ABGB01000024:1922-2644 ; NW_003102072:1967-2644(+); error - start (1922/1967)
ABGB01000024:18615-19337 ; NW_003102072:18615-19337(+); OK
ABGB01000026:c(22618-23340) ; ND ; ND
ABGB01000767:506-1228 ; NW_003102815:539-1228(+); error - start (506/539)
ABGB01001069:c(198-920) ; ND ; ND
ABGB01000001:c(49955-50674) ; ND ; ND
ABGB01000014:c(18089-18808) ; ND ; ND
ABGB01000015:7321-8040 ; NW_003102063:7321-8040(+); OK
ABGB01000030:c(21845-22564) ; NW_003102078:21845-22564(-); OK
ABGB01000001:69386-70102 ; NW_001849444:133995-134711(-); error (69386/133995)(70102/134711)
ABGB01000001:76594-77310 ; NW_001849444:126787-127503(-); error (76594/126787)(77310/127503)
ABGB01000005:c(23000-23716) ; NW_001849445:23000-23716(-); OK
ABGB01000017:67836-68552 ; ND ; ND
ABGB01000025:c(12319-13035) ; NW_003102073:12319-13035(-); OK
ABGB01000003:c(39970-40683) ; ND ; ND
ABGB01000004:2981-3694 ; NW_001849444:77875-78486(-); error (2981/77875)(3694/78486)
ABGB01000026:c(23404-24117) ; ND ; ND
ABGB01000031:c(6653-7363) ; ND ; ND
ABGB01000034:c(4985-5695) ; NW_003102082:4985-5695(-); OK
ABGB01000246:67-777 ; NW_003102294:67-777(+); OK
ABGB01000002:39379-40086 ; ND ; ND
ABGB01000002:c(62864-63571) ; NW_001849446:80768-81475(-); error (62864/80768)(63571/81475)
ABGB01000015:c(57661-58368) ; NW_003102063:57661-58368(-); OK
ABGB01000032:4087-4794 ; ND ; ND
ABGB01000055:3668-4375 ; ND ; ND
ABGB01000004:c(13893-14597) ; NW_001849444:66972-67676(+); error (13893/66972)(14597/67676)
ABGB01000014:c(25202-25906) ; NW_003102062:25202-25789(-); error - start (25906/25789)
ABGB01000015:c(15786-16490) ; ND ; ND
ABGB01000016:78533-79237 ; ND ; ND
ABGB01000021:30139-30843 ; ND ; ND
ABGB01000025:c(20086-20790) ; ND ; ND
ABGB01000027:9804-10508 ; ND ; ND
ABGB01000302:322-1026 ; ND ; ND
ABGB01000018:37321-38022 ; NW_003102066:37321-38022(+); OK
ABGB01000021:c(20965-21666) ; ND ; ND
ABGB01000025:22703-23404 ; NW_003102073:22703-23404(+); OK
ABGB01000001:c(58792-59490) ; NW_001849444:144841-145305(+); error (58792/144841)(59490/145305)
ABGB01000004:c(23092-23790) ; NW_001849444:57767-58477(+); error (23092/57767)(23790/58477)
ABGB01000004:76670-77368 ; ND ; ND
ABGB01000005:c(28785-29483) ; NW_001849445:28785-29483(-); OK
ABGB01000038:c(2845-3543) ; ND ; ND
ABGB01000038:3629-4327 ; ND ; ND
ABGB01000001:44390-45085 ; NW_001849444:159012-159707(-); error (44390/159012)(45085/159707)
ABGB01000005:c(3374-4069) ; ND ; ND
ABGB01000014:37898-38593 ; ND ; ND
ABGB01000837:c(5-700) ; NW_003103670:27-758(-); error (5/27)(700/758)
ABGB01000002:12219-12911 ; NW_001849446:30123-30815(+); error (12219/30123)(12911/30815)
ABGB01000002:c(50793-51485) ; ND ; ND
ABGB01000001:61908-62597 ; NW_001849444:141500-142189(-); error (61908/141500)(62597/142189)
ABGB01000014:54560-55249 ; ND ; ND
ABGB01000015:c(28812-29501) ; NW_003102063:28812-29501(-); OK
ABGB01000016:c(33402-34091) ; NW_003102064:33402-34091(-); OK
ABGB01000020:c(38406-39095) ; NW_003102068:38406-39089(-); error - start (39095/39089)
ABGB01000001:101118-101804 ; NW_001849444:102293-102979(-); error (101118/102293)(101804/102979)
ABGB01000015:38817-39503 ; NW_003102063:38817-39503(+); OK
ABGB01000017:25033-25719 ; NW_003102065:25033-25719(+); OK
ABGB01000038:1069-1755 ; ND ; ND
ABGB01000065:c(183-869) ; NW_003102113:183-869(-); OK
ABGB01000065:c(183-869) ; NW_003103495:602-946(-); error (183/602)(869/946)
ABGB01000065:c(183-869) ; NW_003103584:191-535(+); error (183/191)(869/535)
ABGB01000032:c(19283-19966) ; NW_003102080:19283-19966(-); OK
ABGB01000004:c(7955-8635) ; NW_001849444:72934-73614(+); error (7955/72934)(8635/73614)
ABGB01000016:110843-111523 ; ND ; ND
ABGB01000018:32586-33266 ; NW_003102066:32625-33266(+); error - start (32586/32625)
ABGB01000024:22709-23389 ; NW_003102072:22784-23389(+); error - start (22709/22784)
ABGB01000032:c(7498-8178) ; NW_003102080:7498-7824(-); error - start (8178/7824)
ABGB01000049:c(6-686) ; ND ; ND
ABGB01000078:134-814 ; NW_003102067:20183-20863(+); error (134/20183)(814/20863)
ABGB01000078:134-814 ; NW_003102126:134-814(+); OK
ABGB01000142:c(1022-1702) ; ND ; ND
ABGB01000003:c(54329-55006) ; ND ; ND
ABGB01000014:74269-74946 ; ND ; ND
ABGB01000015:c(61821-62498) ; NW_003102063:61821-62498(-); OK
ABGB01000063:c(380-1057) ; NW_003102111:380-1057(-); OK
ABGB01000022:c(19805-20479) ; NW_003102070:19805-20479(-); OK
ABGB01000018:c(53933-54604) ; ND ; ND
ABGB01000020:c(54508-55179) ; NW_003102068:54508-55134(-); error - start (55179/55134)
ABGB01000014:60657-61325 ; NW_003102062:60657-61325(+); OK
ABGB01000017:57322-57990 ; NW_003102065:57322-57990(+); OK
ABGB01000031:5042-5710 ; NW_003102079:5375-5710(+); error - start (5042/5375)
ABGB01000055:2968-3636 ; ND ; ND
ABGB01000001:88883-89548 ; ND ; ND
ABGB01000003:c(68160-68825) ; NW_001849445:111586-112251(-); error (68160/111586)(68825/112251)
ABGB01000004:14695-15360 ; ND ; ND
ABGB01000004:79192-79857 ; NW_001849444:1712-2377(-); error (79192/1712)(79857/2377)
ABGB01000016:46602-47267 ; NW_003102064:46602-47267(+); OK
ABGB01000027:c(5008-5673) ; NW_003102075:5008-5673(-); OK
ABGB01000027:c(19051-19716) ; NW_003102075:19051-19716(-); OK
ABGB01000030:c(13285-13950) ; NW_003102078:13285-13950(-); OK
ABGB01000038:c(9188-9853) ; NW_003102086:9188-9853(-); OK
ABGB01000043:c(2276-2941) ; ND ; ND
ABGB01000706:c(440-1105) ; NW_003102754:440-973(-); error - start (1105/973)
ABGB01000706:c(440-1105) ; NW_003103044:878-1126(-); error (440/878)(1105/1126)
ABGB01000706:c(440-1105) ; NW_003103214:20-268(+); error (440/20)(1105/268)
ABGB01000003:c(70180-70842) ; ND ; ND
ABGB01000004:c(32101-32763) ; NW_001849444:48875-49468(+); error (32101/48875)(32763/49468)
ABGB01000017:47599-48261 ; NW_003102065:47599-48261(+); OK
ABGB01000018:c(47339-48001) ; ND ; ND
ABGB01000021:6344-7006 ; NW_003102069:6344-7006(+); OK
ABGB01000022:c(7505-8167) ; NW_003102070:7505-8167(-); OK
ABGB01000029:c(19475-20137) ; ND ; ND
ABGB01000035:c(2254-2916) ; NW_003102083:2254-2916(-); OK
ABGB01000017:c(56653-57312) ; NW_003102065:56653-57102(-); error - start (57312/57102)
ABGB01000018:15145-15804 ; NW_003102066:15145-15804(+); OK
ABGB01001150:245-904 ; NW_003103150:656-1117(-); error (245/656)(904/1117)
ABGB01001150:245-904 ; NW_003103198:245-904(+); OK
ABGB01000004:c(10916-11572) ; NW_001849444:69997-70653(+); error (10916/69997)(11572/70653)
ABGB01000005:c(42394-43050) ; ND ; ND
ABGB01000015:c(15090-15746) ; ND ; ND
ABGB01000015:41593-42249 ; NW_003102063:41593-42249(+); OK
ABGB01000021:c(12616-13272) ; NW_003102069:12616-13272(-); OK
ABGB01000014:7633-8286 ; ND ; ND
ABGB01000015:58420-59073 ; ND ; ND
ABGB01000015:89252-89905 ; NW_003102063:89252-89905(+); OK
ABGB01000016:15333-15986 ; NW_003102064:15333-15986(+); OK
ABGB01000026:13700-14353 ; ND ; ND
ABGB01000027:11733-12386 ; ND ; ND
ABGB01000031:c(7375-8028) ; NW_003102079:7375-8028(-); OK
ABGB01000004:11919-12569 ; NW_001849444:69000-69422(-); error (11919/69000)(12569/69422)
ABGB01000018:33298-33948 ; NW_003102066:33298-33948(+); OK
ABGB01000020:c(13939-14589) ; NW_003102068:13939-14589(-); OK
ABGB01000041:c(13781-14431) ; ND ; ND
ABGB01000003:15303-15950 ; ND ; ND
ABGB01000016:51091-51738 ; ND ; ND
ABGB01000020:c(31758-32405) ; NW_003102068:31758-32405(-); OK
ABGB01000020:c(31758-32405) ; NW_003102455:150-797(-); error (31758/150)(32405/797)
ABGB01000021:c(36089-36736) ; ND ; ND
ABGB01000024:31305-31952 ; NW_003102072:31305-31952(+); OK
ABGB01000032:15232-15879 ; ND ; ND
ABGB01000411:564-1211 ; NW_003102065:42401-43048(+); error (564/42401)(1211/43048)
ABGB01000411:564-1211 ; NW_003102459:564-1211(+); OK
ABGB01000016:c(86816-87460) ; ND ; ND
ABGB01000037:c(16883-17527) ; NW_003102085:16883-17191(-); error - start (17527/17191)
ABGB01000038:c(1770-2414) ; NW_003102086:1770-2414(-); OK
ABGB01000041:7384-8028 ; NW_003102089:7384-8028(+); OK
ABGB01000371:495-1139 ; ND ; ND
ABGB01000016:80592-81233 ; NW_003102064:80592-81233(+); OK
ABGB01000018:c(5297-5938) ; ND ; ND
ABGB01000018:c(24453-25094) ; NW_003102066:24453-25094(-); OK
ABGB01000019:c(28221-28862) ; NW_003102067:28221-28862(-); OK
ABGB01000042:1896-2537 ; NW_003102090:2292-2537(+); error - start (1896/2292)
ABGB01000019:53778-54416 ; NW_003102067:53778-54416(+); OK
ABGB01000019:53778-54416 ; NW_003102143:1711-2181(-); error (53778/1711)(54416/2181)
ABGB01000001:c(29173-29808) ; ND ; ND
ABGB01000001:75638-76273 ; NW_001849444:127824-128459(-); error (75638/127824)(76273/128459)
ABGB01000016:c(94533-95168) ; ND ; ND
ABGB01000021:1002-1637 ; NW_003102069:1002-1637(+); OK
ABGB01000114:c(1331-1966) ; NW_003102162:1331-1933(-); error - start (1966/1933)
ABGB01000180:49-684 ; NW_003102228:82-684(+); error - start (49/82)
ABGB01000180:49-684 ; NW_003102876:49-651(+); error - end (684/651)
ABGB01000262:c(143-778) ; ND ; ND
ABGB01001091:72-707 ; ND ; ND
ABGB01000014:c(10463-11095) ; NW_003102062:10463-11095(-); OK
ABGB01000027:c(1505-2137) ; NW_003102075:1505-2137(-); OK
ABGB01000002:c(90079-90708) ; NW_001849446:107983-108612(-); error (90079/107983)(90708/108612)
ABGB01000016:c(11663-12292) ; NW_003102064:11663-12292(-); OK
ABGB01000016:12319-12948 ; ND ; ND
ABGB01000024:26610-27239 ; ND ; ND
ABGB01000014:108443-109069 ; NW_003102062:108443-109069(+); OK
ABGB01000015:94967-95593 ; ND ; ND
ABGB01000017:68638-69264 ; ND ; ND
ABGB01000025:13718-14344 ; NW_003102073:13718-14344(+); OK
ABGB01001140:297-923 ; ND ; ND
ABGB01000015:9467-10087 ; NW_003102063:9467-10087(+); OK
ABGB01000017:c(71934-72554) ; NW_003102065:71934-72449(-); error - start (72554/72449)
ABGB01000023:22377-22997 ; NW_003102071:22443-22997(+); error - start (22377/22443)
ABGB01000014:c(6528-7145) ; ND ; ND
ABGB01000018:57161-57778 ; ND ; ND
ABGB01000019:c(3272-3889) ; NW_003102067:3272-3889(-); OK
ABGB01000041:c(8037-8654) ; ND ; ND
ABGB01000003:38253-38867 ; NW_001849445:81679-82293(+); error (38253/81679)(38867/82293)
ABGB01000015:c(5081-5695) ; NW_003102063:5081-5695(-); OK
ABGB01000016:111578-112192 ; ND ; ND
ABGB01000017:61580-62194 ; ND ; ND
ABGB01000032:1721-2335 ; ND ; ND
ABGB01000041:c(10226-10840) ; ND ; ND
ABGB01000004:37793-38404 ; ND ; ND
ABGB01000004:c(57222-57833) ; NW_001849444:23868-24347(+); error (57222/23868)(57833/24347)
ABGB01000014:c(95253-95864) ; ND ; ND
ABGB01000018:c(21643-22254) ; NW_003102066:21643-22149(-); error - start (22254/22149)
ABGB01000018:c(33968-34579) ; NW_003102066:33968-34579(-); OK
ABGB01000034:c(3995-4606) ; NW_003102082:3995-4606(-); OK
ABGB01000044:1931-2542 ; NW_003102092:1931-2542(+); OK
ABGB01000130:c(1399-2010) ; ND ; ND
ABGB01001653:c(79-690) ; ND ; ND
ABGB01000003:14627-15235 ; NW_001849445:58053-58661(+); error (14627/58053)(15235/58661)
ABGB01000018:c(39110-39718) ; ND ; ND
ABGB01000038:c(9892-10500) ; ND ; ND
ABGB01000424:279-887 ; ND ; ND
ABGB01000584:696-1304 ; ND ; ND
ABGB01000034:16801-17406 ; NW_003102082:16801-17406(+); OK
ABGB01000001:c(18701-19303) ; NW_001849444:184794-185396(+); error (18701/184794)(19303/185396)
ABGB01000001:66196-66798 ; NW_001849444:137299-137901(-); error (66196/137299)(66798/137901)
ABGB01000014:121644-122246 ; NW_003102062:121644-122246(+); OK
ABGB01000004:60684-61283 ; ND ; ND
ABGB01000015:c(82648-83247) ; ND ; ND
ABGB01000015:c(106444-107043) ; NW_003102063:106444-107043(-); OK
ABGB01000015:35818-36417 ; NW_003102063:35818-36417(+); OK
ABGB01000016:c(31202-31801) ; NW_003102064:31202-31801(-); OK
ABGB01000024:c(1282-1881) ; NW_003102072:1282-1881(-); OK
ABGB01000305:c(520-1119) ; NW_003102326:286-885(+); error (520/286)(1119/885)
ABGB01000305:c(520-1119) ; NW_003102353:520-1119(-); OK
ABGB01000001:65414-66010 ; NW_001849444:138087-138683(-); error (65414/138087)(66010/138683)
ABGB01000028:1144-1740 ; ND ; ND
ABGB01000036:5158-5754 ; ND ; ND
ABGB01000048:c(4730-5326) ; NW_003102096:4730-5326(-); OK
ABGB01000005:c(41757-42350) ; ND ; ND
ABGB01000017:43530-44123 ; ND ; ND
ABGB01000017:c(60874-61467) ; ND ; ND
ABGB01000018:c(13030-13623) ; NW_003102066:13030-13623(-); OK
ABGB01000029:c(9671-10264) ; ND ; ND
ABGB01000035:c(14999-15592) ; NW_003102083:14999-15592(-); OK
ABGB01000561:436-1029 ; ND ; ND
ABGB01000003:16563-17153 ; ND ; ND
ABGB01000003:75616-76206 ; ND ; ND
ABGB01000021:4443-5033 ; ND ; ND
ABGB01000024:5465-6055 ; NW_003102072:5465-6055(+); OK
ABGB01000026:c(11703-12293) ; ND ; ND
ABGB01000068:c(1691-2281) ; NW_003102116:1691-2281(-); OK
ABGB01001330:c(198-788) ; NW_003102071:637-1227(+); error (198/637)(788/1227)
ABGB01001330:c(198-788) ; NW_003103378:198-788(-); OK
ABGB01000003:c(9303-9890) ; ND ; ND
ABGB01000019:24602-25189 ; ND ; ND
ABGB01000017:c(58013-58597) ; NW_003102065:58013-58597(-); OK
ABGB01000003:c(13295-13876) ; NW_001849445:56721-57302(-); error (13295/56721)(13876/57302)
ABGB01000019:c(27582-28163) ; ND ; ND
ABGB01000021:c(33135-33716) ; ND ; ND
ABGB01000173:1289-1870 ; ND ; ND
ABGB01000001:70524-71102 ; NW_001849444:132995-133471(-); error (70524/132995)(71102/133471)
ABGB01000019:52723-53301 ; NW_003102067:52723-53301(+); OK
ABGB01000022:2316-2894 ; ND ; ND
ABGB01000032:c(20047-20625) ; NW_003102080:20047-20625(-); OK
ABGB01000034:c(6836-7414) ; ND ; ND
ABGB01000042:c(3466-4044) ; NW_003102090:3466-3930(-); error - start (4044/3930)
ABGB01000568:240-818 ; NW_003102616:288-818(+); error - start (240/288)
ABGB01001377:350-928 ; NW_003102503:23-562(-); error (350/23)(928/562)
ABGB01001377:350-928 ; NW_003102969:8-535(-); error (350/8)(928/535)
ABGB01001377:350-928 ; NW_003103425:350-928(+); OK
ABGB01000001:73709-74284 ; NW_001849444:129813-130133(-); error (73709/129813)(74284/130133)
ABGB01000015:c(1836-2411) ; NW_003102063:1836-2411(-); OK
ABGB01000022:c(27875-28450) ; ND ; ND
ABGB01000031:18442-19017 ; NW_003102079:18442-19017(+); OK
ABGB01000014:c(57506-58078) ; NW_003102062:57506-58078(-); OK
ABGB01000015:29801-30373 ; NW_003102063:29801-30373(+); OK
ABGB01000021:c(17517-18089) ; NW_003102069:17517-18089(-); OK
ABGB01000026:c(26762-27334) ; NW_003102074:26762-27334(-); OK
ABGB01000030:c(12399-12971) ; ND ; ND
ABGB01000001:c(64628-65197) ; NW_001849444:138909-139469(+); error (64628/138909)(65197/139469)
ABGB01000015:57075-57644 ; ND ; ND
ABGB01000026:988-1557 ; ND ; ND
ABGB01000052:c(2787-3356) ; NW_003102100:2787-3356(-); OK
ABGB01000004:6656-7222 ; NW_001849444:74347-74913(-); error (6656/74347)(7222/74913)
ABGB01000001:7806-8369 ; NW_003102064:491-1525(-); error (7806/491)(8369/1525)
ABGB01000014:c(53873-54436) ; NW_003102062:53873-54436(-); OK
ABGB01000016:14744-15307 ; ND ; ND
ABGB01000002:73777-74337 ; NW_001849446:91681-92241(+); error (73777/91681)(74337/92241)
ABGB01000003:37216-37776 ; ND ; ND
ABGB01000016:c(58297-58857) ; NW_003102064:58297-58857(-); OK
ABGB01000001:6972-7529 ; NW_001849444:196568-197125(-); error (6972/196568)(7529/197125)
ABGB01000014:c(28335-28892) ; ND ; ND
ABGB01000016:c(90884-91441) ; NW_003102064:90884-91441(-); OK
ABGB01000016:109280-109837 ; NW_003102064:109280-109837(+); OK
