PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
JH605024:266193-267347 ; JH6050:266154-267347(+); error - start (266193/266154)
JH605024:622031-623185 ; ND ; ND
JH605024:661987-663141 ; ND ; ND
JH605023:790911-792062 ; JH6050:790911-792062(+); OK
JH605027:241532-242683 ; ND ; ND
JH605027:329163-330314 ; JH6050:329163-330314(+); OK
JH605024:507114-508262 ; JH6050:507114-508262(+); OK
JH605025:c(557694-560069) ; JH6050:557694-560069(-); OK
JH605028:c(197267-198415) ; JH6050:197267-198427(-); error - start (198415/198427)
JH605030:c(32229-33377) ; JH6050:32229-33383(-); error - start (33377/33383)
JH605026:306773-307918 ; JH6050:306773-307918(+); OK
JH605030:33416-34561 ; JH6050:33416-34561(+); OK
JH605023:c(199046-200188) ; JH6050:199046-200188(-); OK
JH605025:c(225874-227016) ; JH6050:225874-227016(-); OK
JH605026:c(229575-230717) ; ND ; ND
JH605026:497450-498592 ; ND ; ND
JH605027:318700-319842 ; JH6050:318754-319842(+); error - start (318700/318754)
JH605028:c(306735-307874) ; JH6050:306735-307874(-); OK
JH605025:c(624088-625224) ; ND ; ND
JH605030:17781-18917 ; JH6050:17781-18917(+); OK
JH605023:492930-494063 ; ND ; ND
JH605024:c(177530-178663) ; JH6050:177530-178663(-); OK
JH605024:c(636446-637579) ; ND ; ND
JH605027:c(249432-250565) ; ND ; ND
JH605023:416557-417687 ; JH6050:416557-417687(+); OK
JH605024:c(380809-381939) ; ND ; ND
JH605030:112523-113653 ; ND ; ND
JH605023:606770-607897 ; ND ; ND
JH605024:483442-484569 ; JH6050:483457-484569(+); error - start (483442/483457)
JH605024:c(535496-536623) ; JH6050:535496-536623(-); OK
JH605025:c(617277-618404) ; ND ; ND
JH605026:499946-501073 ; ND ; ND
JH605024:c(295648-296772) ; JH6050:295648-296772(-); OK
JH605025:124605-125729 ; JH6050:124605-125729(+); OK
JH605025:c(417985-419109) ; JH6050:234201-235325(+); error (417985/234201)(419109/235325)
JH605028:234201-235325 ; ND ; ND
JH605023:c(583430-584551) ; JH6050:583430-584551(-); OK
JH605023:c(618661-619782) ; JH6050:618661-619782(-); OK
JH605024:451336-452457 ; JH6050:451336-452457(+); OK
JH605025:c(438572-439693) ; JH6050:438572-439636(-); error - start (439693/439636)
JH605028:c(286289-287410) ; JH6050:286289-287410(-); OK
JH605023:161879-162997 ; JH6050:161879-162997(+); OK
JH605029:150387-151505 ; JH6050:150387-151505(+); OK
JH605023:c(95060-96175) ; JH6050:95060-96190(-); error - start (96175/96190)
JH605027:123004-124119 ; JH6050:123004-124119(+); OK
JH605029:29679-30794 ; JH6050:29547-30794(+); error - start (29679/29547)
JH605030:48547-49662 ; JH6050:48547-49662(+); OK
JH605023:716046-717158 ; JH6050:716046-717158(+); OK
JH605026:383346-384455 ; JH6050:383346-384455(+); OK
JH605029:c(36964-38073) ; JH6050:36964-38007(-); error - start (38073/38007)
JH605030:c(123534-124643) ; JH6050:123534-124643(-); OK
JH605023:c(639572-640678) ; JH6050:639572-640678(-); OK
JH605024:272683-273939 ; ND ; ND
JH605027:83244-84350 ; JH6050:83244-84350(+); OK
JH605029:96079-97185 ; ND ; ND
JH605024:676326-677429 ; ND ; ND
JH605025:98171-99274 ; ND ; ND
JH605028:c(280620-281723) ; JH6050:280620-281705(-); error - start (281723/281705)
JH605030:92921-94024 ; JH6050:92921-94024(+); OK
JH605023:c(293573-294673) ; JH6050:293573-294673(-); OK
JH605024:c(454428-455528) ; JH6050:454428-455606(-); error - start (455528/455606)
JH605027:89035-90135 ; JH6050:89035-90135(+); OK
JH605023:c(747472-748569) ; JH6050:747472-748569(-); OK
JH605024:c(149486-150583) ; JH6050:149486-150583(-); OK
JH605026:c(409593-410690) ; JH6050:409593-410690(-); OK
JH605028:c(65983-67080) ; JH6050:65983-67080(-); OK
JH605031:c(49940-51037) ; JH6050:49940-50995(-); error - start (51037/50995)
JH605024:308899-310476 ; JH6050:308899-310476(+); OK
JH605026:424064-425158 ; JH6050:424064-425158(+); OK
JH605028:c(135391-136485) ; JH6050:134781-135426(-); error (135391/134781)(136485/135426)
JH605028:c(135391-136485) ; JH6050:135500-136485(-); error - end (135391/135500)
JH605023:c(344886-345977) ; ND ; ND
JH605026:c(518096-519187) ; ND ; ND
JH605027:c(214157-215248) ; ND ; ND
JH605023:240340-241428 ; JH6050:240340-241428(+); OK
JH605023:c(849242-850330) ; JH6050:849242-850330(-); OK
JH605025:c(32834-33922) ; JH6050:32834-33922(-); OK
JH605026:462343-463431 ; JH6050:462343-463431(+); OK
JH605024:c(139399-140484) ; JH6050:139399-140484(-); OK
JH605024:c(471462-472547) ; JH6050:471462-472547(-); OK
JH605025:c(642249-643334) ; ND ; ND
JH605023:c(388190-389272) ; ND ; ND
JH605042:c(1339-2421) ; ND ; ND
JH605023:c(511424-512503) ; ND ; ND
JH605024:647827-648906 ; ND ; ND
JH605026:c(145441-146517) ; ND ; ND
JH605027:361896-362972 ; ND ; ND
JH605029:c(100939-102015) ; JH6050:100939-101844(-); error - start (102015/101844)
JH605023:c(505026-506096) ; ND ; ND
JH605023:c(885034-886104) ; JH6050:885034-886104(-); OK
JH605023:402739-403806 ; JH6050:402979-403806(+); error - start (402739/402979)
JH605023:529503-530570 ; ND ; ND
JH605023:580958-582022 ; JH6050:580958-582022(+); OK
JH605024:c(30584-31645) ; JH6050:30584-31645(-); OK
JH605024:597147-598208 ; ND ; ND
JH605025:c(88222-89283) ; ND ; ND
JH605023:553175-554233 ; JH6050:553247-554233(+); error - start (553175/553247)
JH605025:38817-39875 ; JH6050:38817-39875(+); OK
JH605026:c(427645-428705) ; ND ; ND
JH605027:c(187882-188940) ; ND ; ND
JH605030:c(80869-81927) ; JH6050:80869-81927(-); OK
JH605023:c(282100-283155) ; JH6050:282100-283110(-); error - start (283155/283110)
JH605023:c(331586-332641) ; JH6050:331586-332641(-); OK
JH605025:c(20378-21430) ; JH6050:20378-21073(-); error - start (21430/21073)
JH605031:c(4498-5550) ; ND ; ND
JH605023:237211-238260 ; JH6050:237211-238260(+); OK
JH605024:288325-289374 ; JH6050:288325-289374(+); OK
JH605025:396433-397482 ; ND ; ND
JH605026:c(54776-55825) ; ND ; ND
JH605027:309336-310385 ; JH6050:309336-310385(+); OK
JH605023:c(222487-223533) ; JH6050:222487-223443(-); error - start (223533/223443)
JH605023:c(775830-776876) ; JH6050:775830-776918(-); error - start (776876/776918)
JH605028:157361-158407 ; ND ; ND
JH605023:c(474398-475441) ; JH6050:474398-475501(-); error - start (475441/475501)
JH605023:c(625778-626821) ; JH6050:625778-626854(-); error - start (626821/626854)
JH605025:c(142264-143307) ; JH6050:142264-143307(-); OK
JH605025:565817-566860 ; JH6050:565832-566860(+); error - start (565817/565832)
JH605026:c(295669-296757) ; JH6050:295669-296634(-); error - start (296757/296634)
JH605027:c(15403-16446) ; JH6050:15403-16446(-); OK
JH605028:c(97108-98151) ; JH6050:97108-98151(-); OK
JH605023:428167-429207 ; JH6050:428167-429207(+); OK
JH605027:c(29153-30193) ; ND ; ND
JH605028:57992-59032 ; JH6050:57992-59032(+); OK
JH605023:c(27593-28630) ; ND ; ND
JH605023:c(184600-185637) ; JH6050:184600-185637(-); OK
JH605030:145078-146115 ; JH6050:145078-146115(+); OK
JH605023:359481-360515 ; JH6050:359481-360515(+); OK
JH605023:604774-605808 ; ND ; ND
JH605024:602992-604026 ; ND ; ND
JH605026:c(88514-89548) ; JH6050:88733-89548(-); error - end (88514/88733)
JH605026:c(262722-263756) ; JH6050:262722-263756(-); OK
JH605027:139998-141032 ; ND ; ND
JH605029:c(69013-70047) ; JH6050:69013-70047(-); OK
JH605023:792100-793131 ; JH6050:792100-793131(+); OK
JH605024:c(287268-288299) ; JH6050:287268-288299(-); OK
JH605026:c(1-1031) ; ND ; ND
JH605026:c(465194-466225) ; ND ; ND
JH605027:156791-157822 ; JH6050:156791-157822(+); OK
JH605027:c(343319-344350) ; ND ; ND
JH605024:72148-73176 ; JH6050:72148-73176(+); OK
JH605025:385394-386422 ; ND ; ND
JH605028:174701-175729 ; ND ; ND
JH605024:c(529364-530389) ; JH6050:529364-530389(-); OK
JH605023:c(355666-356688) ; JH6050:355666-356688(-); OK
JH605024:50356-51378 ; JH6050:50356-51378(+); OK
JH605024:399290-400312 ; JH6050:399290-400312(+); OK
JH605027:c(124361-125383) ; JH6050:124361-125383(-); OK
JH605028:257376-258398 ; JH6050:257376-258398(+); OK
JH605023:85956-86975 ; ND ; ND
JH605024:181587-182606 ; JH6050:181587-182606(+); OK
JH605026:c(114440-115459) ; ND ; ND
JH605026:238915-239934 ; ND ; ND
JH605023:c(503832-504848) ; ND ; ND
JH605023:c(569730-570746) ; JH6050:569730-570755(-); error - start (570746/570755)
JH605024:246833-247849 ; JH6050:246833-247849(+); OK
JH605026:c(491365-492381) ; ND ; ND
JH605023:c(811316-812329) ; JH6050:811316-812329(-); OK
JH605026:524322-525335 ; ND ; ND
JH605030:c(136878-137891) ; JH6050:136878-137891(-); OK
JH605036:442-1974 ; JH6050:442-1974(+); OK
JH605041:547-1980 ; JH6050:14821-15345(-); error (547/14821)(1980/15345)
JH605023:910167-911177 ; JH6050:910167-911177(+); OK
JH605024:374349-375359 ; JH6050:374349-375359(+); OK
JH605027:160159-161169 ; JH6050:160159-161169(+); OK
JH605023:31211-32218 ; ND ; ND
JH605027:206578-207585 ; ND ; ND
JH605027:c(308273-309277) ; JH6050:308273-309277(-); OK
JH605023:546226-547227 ; JH6050:546226-547227(+); OK
JH605024:124166-125167 ; JH6050:124166-125167(+); OK
JH605025:620547-621548 ; ND ; ND
JH605024:455642-456640 ; ND ; ND
JH605025:479525-480523 ; JH6050:479525-480523(+); OK
JH605027:276744-277742 ; ND ; ND
JH605028:c(289072-290070) ; JH6050:289072-290070(-); OK
JH605029:c(62313-63308) ; JH6050:62313-63308(-); OK
JH605025:c(506188-507180) ; JH6050:506188-507180(-); OK
JH605026:223579-224571 ; ND ; ND
JH605027:294449-295441 ; JH6050:294449-295441(+); OK
JH605028:c(156347-157339) ; ND ; ND
JH605024:c(573991-574980) ; JH6050:573991-574980(-); OK
JH605026:c(51542-52531) ; JH6050:51542-52531(-); OK
JH605026:394830-395819 ; JH6050:394830-395819(+); OK
JH605024:160412-161398 ; JH6050:160370-161398(+); error - start (160412/160370)
JH605024:175483-176469 ; ND ; ND
JH605025:c(143581-144567) ; JH6050:143581-144567(-); OK
JH605025:c(224301-225287) ; JH6050:224301-225287(-); OK
JH605023:c(879684-880667) ; JH6050:879684-880667(-); OK
JH605024:165817-166800 ; JH6050:165817-166800(+); OK
JH605024:c(220158-221141) ; JH6050:220158-221141(-); OK
JH605024:c(389438-390421) ; JH6050:389438-390421(-); OK
JH605028:c(111723-112706) ; JH6050:111723-112706(-); OK
JH605026:422702-423682 ; JH6050:422702-423682(+); OK
JH605027:c(64885-65865) ; JH6050:64885-65655(-); error - start (65865/65655)
JH605026:64606-65583 ; JH6050:64606-65583(+); OK
JH605023:100402-101376 ; JH6050:100612-101376(+); error - start (100402/100612)
JH605025:c(16890-17864) ; JH6050:16890-17978(-); error - start (17864/17978)
JH605027:54241-55215 ; JH6050:54241-55215(+); OK
JH605027:c(127937-128911) ; JH6050:127937-128911(-); OK
JH605025:c(183236-184207) ; JH6050:183236-184207(-); OK
JH605029:27421-28392 ; JH6050:27445-28392(+); error - start (27421/27445)
JH605023:c(556809-557777) ; JH6050:556809-557777(-); OK
JH605024:c(59357-60325) ; JH6050:59357-60325(-); OK
JH605024:439473-440441 ; JH6050:439473-440441(+); OK
JH605024:248179-249144 ; JH6050:248179-249144(+); OK
JH605025:632912-633877 ; ND ; ND
JH605026:c(80496-81461) ; JH6050:80496-81461(-); OK
JH605028:c(77034-77999) ; JH6050:77034-77999(-); OK
JH605030:95972-96937 ; JH6050:95972-96937(+); OK
JH605023:123729-124691 ; JH6050:123729-124691(+); OK
JH605023:459809-460771 ; ND ; ND
JH605024:c(216787-217749) ; JH6050:216787-217818(-); error - start (217749/217818)
JH605025:43848-44810 ; JH6050:43848-44810(+); OK
JH605026:c(205839-206801) ; JH6050:205839-206801(-); OK
JH605024:164265-165224 ; JH6050:164265-165224(+); OK
JH605023:c(627424-629078) ; JH6050:628122-629078(-); error - end (627424/628122)
JH605024:104537-105493 ; JH6050:104537-105493(+); OK
JH605027:c(203147-204103) ; ND ; ND
JH605023:500600-501553 ; ND ; ND
JH605024:262587-263540 ; JH6050:262524-263540(+); error - start (262587/262524)
JH605025:c(327702-328652) ; JH6050:327702-328652(-); OK
JH605028:198818-199768 ; JH6050:198818-199768(+); OK
JH605024:263877-264824 ; JH6050:263877-264824(+); OK
JH605027:56902-57849 ; JH6050:56902-57849(+); OK
JH605027:282147-283094 ; ND ; ND
JH605023:403860-404804 ; JH6050:403860-404804(+); OK
JH605023:c(582269-583213) ; JH6050:582269-583213(-); OK
JH605025:190337-191281 ; JH6050:190337-191281(+); OK
JH605025:221219-222163 ; JH6050:221219-222163(+); OK
JH605026:21232-22176 ; JH6050:21253-22176(+); error - start (21232/21253)
JH605026:103033-103977 ; JH6050:103033-103977(+); OK
JH605028:c(155330-156274) ; ND ; ND
JH605023:c(774806-775747) ; JH6050:774806-775732(-); error - start (775747/775732)
JH605024:514104-515045 ; JH6050:514104-515045(+); OK
JH605025:639834-640772 ; ND ; ND
JH605027:307077-308015 ; JH6050:307077-308015(+); OK
JH605023:c(398700-399635) ; JH6050:398700-399548(-); error - start (399635/399548)
JH605023:664807-665742 ; JH6050:664807-665742(+); OK
JH605025:256811-257746 ; ND ; ND
JH605028:43176-44111 ; JH6050:43176-44111(+); OK
JH605023:c(643613-644545) ; ND ; ND
JH605024:c(74889-75821) ; ND ; ND
JH605025:83632-84564 ; JH6050:83632-84564(+); OK
JH605026:c(56595-57527) ; JH6050:56595-57527(-); OK
JH605026:474005-475699 ; ND ; ND
JH605023:c(753438-754367) ; JH6050:753438-754367(-); OK
JH605023:c(770274-771203) ; JH6050:770274-771203(-); OK
JH605024:c(522066-522995) ; JH6050:522066-522995(-); OK
JH605024:228754-229680 ; JH6050:228742-229680(+); error - start (228754/228742)
JH605026:250330-251256 ; ND ; ND
JH605026:c(444270-445196) ; JH6050:444270-445196(-); OK
JH605027:265023-265949 ; JH6050:265023-265949(+); OK
JH605025:c(305276-306199) ; JH6050:305276-306199(-); OK
JH605026:c(263809-264732) ; JH6050:263809-264732(-); OK
JH605026:c(511822-512745) ; ND ; ND
JH605030:c(100551-101474) ; JH6050:100551-101474(-); OK
JH605024:349278-350198 ; JH6050:349278-350198(+); OK
JH605024:c(415913-416833) ; JH6050:415913-416833(-); OK
JH605025:503105-504025 ; JH6050:503105-504025(+); OK
JH605026:85276-86196 ; JH6050:85276-86196(+); OK
JH605027:242727-243647 ; JH6050:242727-243647(+); OK
JH605028:190731-191651 ; ND ; ND
JH605029:c(131257-132177) ; ND ; ND
JH605030:c(108766-109686) ; ND ; ND
JH605023:189915-190832 ; JH6050:189915-190832(+); OK
JH605023:358380-359297 ; JH6050:358380-359297(+); OK
JH605023:633162-634079 ; JH6050:633087-634079(+); error - start (633162/633087)
JH605024:c(185341-186258) ; JH6050:185341-186258(-); OK
JH605024:c(639157-639999) ; ND ; ND
JH605025:218862-219779 ; JH6050:218862-219779(+); OK
JH605025:507237-508154 ; JH6050:507237-508154(+); OK
JH605026:c(75185-76102) ; JH6050:75185-76102(-); OK
JH605026:c(202476-203393) ; JH6050:202476-203393(-); OK
JH605026:c(213352-214269) ; ND ; ND
JH605026:482088-483005 ; ND ; ND
JH605028:53621-54538 ; JH6050:53621-54538(+); OK
JH605028:162143-163060 ; ND ; ND
JH605048:476-1392 ; ND ; ND
JH605024:221261-222175 ; JH6050:221261-222175(+); OK
JH605025:c(34456-35370) ; JH6050:34456-35370(-); OK
JH605027:189029-189943 ; ND ; ND
JH605023:205101-206012 ; JH6050:205101-206012(+); OK
JH605023:761172-762083 ; JH6050:761172-762083(+); OK
JH605024:c(444958-445869) ; JH6050:444958-445869(-); OK
JH605023:c(616462-617370) ; JH6050:616462-617370(-); OK
JH605024:356866-357774 ; JH6050:356866-357774(+); OK
JH605025:109818-110726 ; ND ; ND
JH605027:c(100758-101666) ; JH6050:100758-101666(-); OK
JH605027:288871-289779 ; JH6050:288871-289779(+); OK
JH605030:c(94771-95679) ; JH6050:94771-95679(-); OK
JH605023:c(596474-597379) ; JH6050:596474-597379(-); OK
JH605025:c(200891-201793) ; JH6050:200891-201766(-); error - start (201793/201766)
JH605027:c(16465-17367) ; JH6050:16465-17367(-); OK
JH605027:c(16465-17367) ; JH6050:29398-29958(-); error (16465/29398)(17367/29958)
JH605029:c(144946-145848) ; JH6050:144946-145848(-); OK
JH605023:c(188282-189181) ; ND ; ND
JH605026:c(93561-94460) ; JH6050:93561-94460(-); OK
JH605026:c(521310-522209) ; ND ; ND
JH605023:c(138294-139190) ; JH6050:138294-139190(-); OK
JH605023:257815-258711 ; JH6050:257815-258711(+); OK
JH605023:299422-300318 ; JH6050:299524-300318(+); error - start (299422/299524)
JH605024:317848-318744 ; JH6050:317848-318744(+); OK
JH605025:31561-32457 ; JH6050:31561-32457(+); OK
JH605027:c(80275-81171) ; JH6050:80275-81171(-); OK
JH605029:c(85202-86098) ; ND ; ND
JH605030:153802-154698 ; JH6050:153802-154698(+); OK
JH605023:941485-942378 ; JH6050:941530-942378(+); error - start (941485/941530)
JH605025:c(51933-52826) ; JH6050:51933-52826(-); OK
JH605025:214129-215022 ; JH6050:214087-215022(+); error - start (214129/214087)
JH605027:268658-269551 ; JH6050:268736-269551(+); error - start (268658/268736)
JH605024:c(117129-118019) ; JH6050:117129-118019(-); OK
JH605025:c(240552-241442) ; ND ; ND
JH605026:c(340206-341096) ; JH6050:340206-341096(-); OK
JH605029:c(118494-119384) ; ND ; ND
JH605032:c(16040-16930) ; JH6050:16040-16930(-); OK
JH605023:460803-461690 ; ND ; ND
JH605023:619814-620701 ; JH6050:619814-620701(+); OK
JH605024:c(66227-67018) ; JH6050:66227-67018(-); OK
JH605024:268065-268952 ; JH6050:268065-268952(+); OK
JH605025:441929-442816 ; JH6050:441929-442816(+); OK
JH605025:485191-486078 ; ND ; ND
JH605027:c(221419-222306) ; ND ; ND
JH605029:c(45244-46131) ; JH6050:45244-46191(-); error - start (46131/46191)
JH605023:349601-350485 ; JH6050:349739-350485(+); error - start (349601/349739)
JH605023:418522-419406 ; ND ; ND
JH605023:c(571339-572223) ; ND ; ND
JH605024:c(249272-250153) ; JH6050:249272-250147(-); error - start (250153/250147)
JH605025:c(474706-475587) ; ND ; ND
JH605026:35256-36137 ; ND ; ND
JH605026:377343-378221 ; JH6050:377343-378221(+); OK
JH605026:519241-520119 ; ND ; ND
JH605029:93169-94047 ; ND ; ND
JH605023:c(413777-414652) ; JH6050:413777-414652(-); OK
JH605023:767243-768118 ; JH6050:767243-768118(+); OK
JH605024:232309-233184 ; JH6050:232309-233184(+); OK
JH605025:c(82648-83523) ; JH6050:82648-83409(-); error - start (83523/83409)
JH605028:c(44862-45737) ; JH6050:44862-45761(-); error - start (45737/45761)
JH605023:501766-502638 ; ND ; ND
JH605023:c(615582-616454) ; JH6050:615582-616403(-); error - start (616454/616403)
JH605025:411626-412498 ; ND ; ND
JH605030:99179-100051 ; JH6050:99179-100051(+); OK
JH605024:c(9397-10266) ; JH6050:9397-10266(-); OK
JH605024:c(184272-185141) ; JH6050:184272-185141(-); OK
JH605025:c(116511-117380) ; ND ; ND
JH605025:510400-511269 ; JH6050:510400-511269(+); OK
JH605025:c(15667-16533) ; JH6050:15667-16533(-); OK
JH605025:477931-478797 ; JH6050:477931-478797(+); OK
JH605027:c(376745-377611) ; ND ; ND
JH605028:c(46220-47086) ; JH6050:46220-47086(-); OK
JH605023:280319-281182 ; JH6050:280319-281182(+); OK
JH605023:c(369147-370010) ; JH6050:369147-370010(-); OK
JH605025:c(368390-369253) ; ND ; ND
JH605029:54413-55276 ; JH6050:54413-55276(+); OK
JH605026:c(36670-37530) ; JH6050:36670-37404(-); error - start (37530/37404)
JH605024:c(251726-252583) ; JH6050:251726-252583(-); OK
JH605024:463232-464089 ; JH6050:463256-464089(+); error - start (463232/463256)
JH605025:4128-4985 ; JH6050:4128-4985(+); OK
JH605029:c(71001-71858) ; JH6050:71001-71930(-); error - start (71858/71930)
JH605030:c(105693-106550) ; ND ; ND
JH605023:c(44111-44965) ; JH6050:44111-44443(-); error - start (44965/44443)
JH605023:276021-276875 ; JH6050:276021-276875(+); OK
JH605023:c(527221-528075) ; ND ; ND
JH605023:817594-818448 ; JH6050:817594-818448(+); OK
JH605024:565485-566339 ; ND ; ND
JH605026:c(455280-456134) ; JH6050:455280-455702(-); error - start (456134/455702)
JH605029:c(52601-53455) ; JH6050:52601-53455(-); OK
JH605030:63922-64776 ; ND ; ND
JH605023:c(99377-100228) ; JH6050:99377-100228(-); OK
JH605024:82402-83253 ; JH6050:82408-83253(+); error - start (82402/82408)
JH605024:493772-494623 ; ND ; ND
JH605027:175038-175889 ; ND ; ND
JH605032:c(1-850) ; ND ; ND
JH605024:501761-502609 ; JH6050:501761-502609(+); OK
JH605025:184275-185123 ; JH6050:184275-185123(+); OK
JH605025:629261-630109 ; ND ; ND
JH605026:189766-190614 ; JH6050:189781-190614(+); error - start (189766/189781)
JH605026:c(200687-201535) ; JH6050:200687-201535(-); OK
JH605025:c(111223-112068) ; ND ; ND
JH605025:c(602110-602955) ; JH6050:602110-602955(-); OK
JH605026:476673-477518 ; ND ; ND
JH605024:426298-427140 ; JH6050:426319-427140(+); error - start (426298/426319)
JH605024:c(489922-490764) ; JH6050:489922-490524(-); error - start (490764/490524)
JH605025:188550-189392 ; JH6050:188550-189392(+); OK
JH605025:454448-455290 ; JH6050:454448-455290(+); OK
JH605026:c(191465-192307) ; JH6050:191465-192307(-); OK
JH605028:c(102030-102872) ; ND ; ND
JH605029:c(113955-114797) ; ND ; ND
JH605023:c(624630-625469) ; JH6050:624630-625469(-); OK
JH605023:c(668769-669608) ; JH6050:668769-669656(-); error - start (669608/669656)
JH605024:457253-458092 ; ND ; ND
JH605027:380167-381006 ; ND ; ND
JH605023:762653-763489 ; JH6050:762653-763489(+); OK
JH605023:936333-937169 ; JH6050:936255-937169(+); error - start (936333/936255)
JH605024:518907-519743 ; JH6050:518907-519743(+); OK
JH605024:c(589231-590067) ; JH6050:589231-590067(-); OK
JH605025:241530-242366 ; ND ; ND
JH605026:319206-320042 ; JH6050:319206-320042(+); OK
JH605024:c(296994-297827) ; JH6050:296994-297827(-); OK
JH605025:c(213039-213872) ; JH6050:213039-213872(-); OK
JH605026:c(210879-211712) ; JH6050:210879-211712(-); OK
JH605023:c(149599-150429) ; JH6050:149599-150429(-); OK
JH605023:c(617389-618219) ; JH6050:617389-618219(-); OK
JH605024:491090-491920 ; JH6050:491090-491920(+); OK
JH605024:593701-594531 ; ND ; ND
JH605026:461399-462229 ; JH6050:461399-462229(+); OK
JH605027:c(235278-236108) ; ND ; ND
JH605023:177300-178127 ; JH6050:177300-178127(+); OK
JH605023:857007-857834 ; JH6050:857007-857834(+); OK
JH605024:c(191643-192470) ; JH6050:191643-192470(-); OK
JH605024:c(227172-227999) ; JH6050:227172-227999(-); OK
JH605024:c(367254-368081) ; JH6050:367254-368081(-); OK
JH605024:c(628265-629092) ; ND ; ND
JH605025:223067-223894 ; JH6050:223067-223894(+); OK
JH605025:c(648554-649381) ; ND ; ND
JH605026:279293-280120 ; JH6050:279293-280120(+); OK
JH605026:c(471579-472406) ; ND ; ND
JH605027:c(79310-80137) ; JH6050:79310-80011(-); error - start (80137/80011)
JH605028:c(41935-42762) ; JH6050:41935-42762(-); OK
JH605027:194054-194878 ; ND ; ND
JH605028:c(127952-128776) ; JH6050:127952-128776(-); OK
JH605023:671058-671879 ; JH6050:671223-671879(+); error - start (671058/671223)
JH605023:809217-810038 ; JH6050:809241-810038(+); error - start (809217/809241)
JH605024:429068-429889 ; JH6050:429068-429889(+); OK
JH605025:583909-584730 ; JH6050:583909-584730(+); OK
JH605026:c(121047-121868) ; ND ; ND
JH605024:c(422023-422841) ; JH6050:422023-422841(-); OK
JH605025:266953-267771 ; ND ; ND
JH605026:276084-276902 ; JH6050:276084-276902(+); OK
JH605028:291071-291889 ; JH6050:291071-291889(+); OK
JH605050:233-1051 ; JH6050:281-1051(+); error - start (233/281)
JH605023:452174-452989 ; JH6050:452174-452989(+); OK
JH605024:c(423441-424256) ; JH6050:423441-424256(-); OK
JH605027:316680-317495 ; JH6050:316680-317495(+); OK
JH605027:355357-356172 ; ND ; ND
JH605030:151566-152381 ; ND ; ND
JH605023:c(455256-456068) ; ND ; ND
JH605023:765044-765856 ; JH6050:765044-765856(+); OK
JH605030:c(110477-111289) ; ND ; ND
JH605023:c(187241-188050) ; ND ; ND
JH605023:729333-730142 ; JH6050:729333-730142(+); OK
JH605025:c(115180-115989) ; ND ; ND
JH605028:81797-82606 ; JH6050:81809-82606(+); error - start (81797/81809)
JH605031:c(48201-49010) ; JH6050:48201-49010(-); OK
JH605025:501622-502428 ; JH6050:501598-502428(+); error - start (501622/501598)
JH605023:887098-887901 ; JH6050:887098-887901(+); OK
JH605024:c(187886-188689) ; JH6050:187886-188689(-); OK
JH605023:c(218495-219295) ; JH6050:218495-219295(-); OK
JH605024:233698-234498 ; JH6050:233698-234430(+); error - end (234498/234430)
JH605026:c(268659-269459) ; ND ; ND
JH605027:c(3422-4222) ; JH6050:3422-4306(-); error - start (4222/4306)
JH605027:58934-59734 ; JH6050:58934-59734(+); OK
JH605030:c(116157-116957) ; JH6050:116157-116957(-); OK
JH605023:c(89971-90768) ; JH6050:89971-90768(-); OK
JH605023:695760-696557 ; ND ; ND
JH605024:c(153233-154030) ; JH6050:153233-154030(-); OK
JH605026:c(37589-38386) ; JH6050:37589-38386(-); OK
JH605023:c(698971-699765) ; ND ; ND
JH605024:649576-650370 ; ND ; ND
JH605025:499587-500381 ; JH6050:499587-500381(+); OK
JH605026:c(244809-245603) ; ND ; ND
JH605026:c(425289-426083) ; ND ; ND
JH605026:c(522556-523350) ; ND ; ND
JH605023:c(307338-309107) ; JH6050:307338-309107(-); OK
JH605023:c(351660-352451) ; JH6050:351660-352451(-); OK
JH605024:c(690988-691779) ; ND ; ND
JH605026:470398-471189 ; ND ; ND
JH605027:c(162049-162840) ; JH6050:162049-162792(-); error - start (162840/162792)
JH605027:c(349273-350064) ; ND ; ND
JH605023:c(253537-254325) ; JH6050:253537-254325(-); OK
JH605023:545377-546165 ; JH6050:545377-546165(+); OK
JH605023:c(814632-815420) ; JH6050:814632-815420(-); OK
JH605026:30395-31183 ; JH6050:30395-31183(+); OK
JH605026:237425-238213 ; ND ; ND
JH605030:52653-53441 ; JH6050:52653-53441(+); OK
JH605030:66638-67426 ; JH6050:66572-67426(+); error - start (66638/66572)
JH605023:116417-117202 ; JH6050:116417-117202(+); OK
JH605023:c(837305-838090) ; JH6050:837305-838090(-); OK
JH605024:363795-364580 ; JH6050:363795-364580(+); OK
JH605026:302307-303092 ; JH6050:302307-303092(+); OK
JH605029:c(49341-50126) ; JH6050:49341-50126(-); OK
JH605023:c(732476-733258) ; JH6050:732476-733258(-); OK
JH605023:831756-832538 ; JH6050:831756-832538(+); OK
JH605025:2852-3634 ; JH6050:2852-3634(+); OK
JH605025:199987-200769 ; JH6050:199987-200769(+); OK
JH605025:c(265356-266138) ; ND ; ND
JH605025:511836-512618 ; ND ; ND
JH605025:534687-535469 ; ND ; ND
JH605030:150219-151001 ; JH6050:150219-151001(+); OK
JH605023:409151-409930 ; JH6050:409151-409930(+); OK
JH605023:568575-569354 ; JH6050:568575-569354(+); OK
JH605025:c(413886-414665) ; ND ; ND
